173.243.0.0,173.243.15.255,business,US 
173.243.16.0,173.243.31.255,isp,US 
173.243.32.0,173.243.47.255,isp,ES 
173.243.48.0,173.243.63.255,business,CA 
173.243.64.0,173.243.79.255,isp,US 
173.243.80.0,173.243.89.23,isp,PR 
173.243.89.24,173.243.89.31,business,PR 
173.243.89.32,173.243.89.103,isp,PR 
173.243.89.104,173.243.89.111,business,PR 
173.243.89.112,173.243.89.119,isp,PR 
173.243.89.120,173.243.89.135,business,PR 
173.243.89.136,173.243.95.255,isp,PR 
173.243.96.0,173.243.111.255,hosting,NL 
173.243.112.0,173.243.121.127,hosting,US 
173.243.121.128,173.243.121.191,business,US 
173.243.121.192,173.243.143.255,hosting,US 
173.243.144.0,173.243.144.23,isp,US 
173.243.144.24,173.243.144.31,business,US 
173.243.144.32,173.243.144.55,isp,US 
173.243.144.56,173.243.144.63,business,US 
173.243.144.64,173.243.144.71,isp,US 
173.243.144.72,173.243.144.75,business,US 
173.243.144.76,173.243.144.95,isp,US 
173.243.144.96,173.243.144.135,business,US 
173.243.144.136,173.243.144.143,isp,US 
173.243.144.144,173.243.144.159,business,US 
173.243.144.160,173.243.144.191,isp,US 
173.243.144.192,173.243.144.199,business,US 
173.243.144.200,173.243.144.207,isp,US 
173.243.144.208,173.243.144.215,business,US 
173.243.144.216,173.243.144.219,isp,US 
173.243.144.220,173.243.144.223,business,US 
173.243.144.224,173.243.144.255,isp,US 
173.243.145.0,173.243.145.143,business,US 
173.243.145.144,173.243.146.91,isp,US 
173.243.146.92,173.243.146.95,business,US 
173.243.146.96,173.243.147.15,isp,US 
173.243.147.16,173.243.147.19,business,US 
173.243.147.20,173.243.147.23,isp,US 
173.243.147.24,173.243.147.31,business,US 
173.243.147.32,173.243.147.135,isp,US 
173.243.147.136,173.243.147.159,business,US 
173.243.147.160,173.243.149.87,isp,US 
173.243.149.88,173.243.149.95,business,US 
173.243.149.96,173.243.149.143,isp,US 
173.243.149.144,173.243.149.159,business,US 
173.243.149.160,173.243.149.191,isp,US 
173.243.149.192,173.243.149.199,business,US 
173.243.149.200,173.243.149.247,isp,US 
173.243.149.248,173.243.149.251,business,US 
173.243.149.252,173.243.150.47,isp,US 
173.243.150.48,173.243.150.67,business,US 
173.243.150.68,173.243.150.71,isp,US 
173.243.150.72,173.243.150.79,business,US 
173.243.150.80,173.243.150.95,isp,US 
173.243.150.96,173.243.150.111,business,US 
173.243.150.112,173.243.151.127,isp,US 
173.243.151.128,173.243.151.131,business,US 
173.243.151.132,173.243.153.191,isp,US 
173.243.153.192,173.243.153.223,business,US 
173.243.153.224,173.243.159.255,isp,US 
173.243.160.0,173.243.161.127,education,US 
173.243.161.128,173.243.161.223,isp,US 
173.243.161.224,173.243.161.231,business,US 
173.243.161.232,173.243.161.239,isp,US 
173.243.161.240,173.243.161.255,business,US 
173.243.162.0,173.243.162.47,isp,US 
173.243.162.48,173.243.162.55,business,US 
173.243.162.56,173.243.162.63,isp,US 
173.243.162.64,173.243.162.71,business,US 
173.243.162.72,173.243.162.167,isp,US 
173.243.162.168,173.243.162.175,business,US 
173.243.162.176,173.243.163.103,isp,US 
173.243.163.104,173.243.163.119,business,US 
173.243.163.120,173.243.163.143,isp,US 
173.243.163.144,173.243.163.159,business,US 
173.243.163.160,173.243.164.55,isp,US 
173.243.164.56,173.243.164.63,business,US 
173.243.164.64,173.243.166.71,isp,US 
173.243.166.72,173.243.166.79,business,US 
173.243.166.80,173.243.169.7,isp,US 
173.243.169.8,173.243.169.15,business,US 
173.243.169.16,173.243.169.39,isp,US 
173.243.169.40,173.243.169.47,business,US 
173.243.169.48,173.243.169.79,isp,US 
173.243.169.80,173.243.169.111,business,US 
173.243.169.112,173.243.169.143,isp,US 
173.243.169.144,173.243.169.151,business,US 
173.243.169.152,173.243.169.167,isp,US 
173.243.169.168,173.243.169.175,business,US 
173.243.169.176,173.243.169.183,isp,US 
173.243.169.184,173.243.169.199,business,US 
173.243.169.200,173.243.169.231,isp,US 
173.243.169.232,173.243.169.239,business,US 
173.243.169.240,173.243.169.247,isp,US 
173.243.169.248,173.243.170.7,business,US 
173.243.170.8,173.243.170.15,isp,US 
173.243.170.16,173.243.170.31,business,US 
173.243.170.32,173.243.170.39,isp,US 
173.243.170.40,173.243.170.47,business,US 
173.243.170.48,173.243.174.127,isp,US 
173.243.174.128,173.243.174.143,business,US 
173.243.174.144,173.243.191.255,isp,US 
173.243.192.0,173.243.195.71,isp,CA 
173.243.195.72,173.243.195.79,business,CA 
173.243.195.80,173.243.195.95,isp,CA 
173.243.195.96,173.243.195.127,business,CA 
173.243.195.128,173.243.200.15,isp,CA 
173.243.200.16,173.243.200.19,business,CA 
173.243.200.20,173.243.200.63,isp,CA 
173.243.200.64,173.243.200.127,business,CA 
173.243.200.128,173.243.207.255,isp,CA 
173.243.208.0,173.243.223.255,education,US 
173.243.224.0,173.243.228.255,hosting,US 
173.243.229.0,173.243.229.255,business,CA 
173.243.230.0,173.243.231.255,hosting,US 
173.243.232.0,173.243.236.255,business,US 
173.243.237.0,173.243.239.255,hosting,US 
173.243.240.0,173.243.255.255,isp,US 
