173.244.0.0,173.244.31.255,education,US,AS54616 
173.244.32.0,173.244.32.255,hosting,US,AS137409 
173.244.33.0,173.244.33.255,hosting,LT,AS137409 
173.244.34.0,173.244.34.255,isp,US,AS62994 
173.244.35.0,173.244.35.255,business,LT,AS64286 
173.244.36.0,173.244.36.255,isp,US,AS397336 
173.244.37.0,173.244.37.255,business,US,AS64286 
173.244.38.0,173.244.38.255,business,PR, 
173.244.39.0,173.244.39.255,business,LT,AS64286 
173.244.40.0,173.244.40.255,hosting,US,AS197450 
173.244.41.0,173.244.41.255,business,US,AS64286 
173.244.42.0,173.244.42.255,isp,US,AS137409 
173.244.43.0,173.244.43.255,business,US,AS137409 
173.244.44.0,173.244.44.255,isp,US,AS397336 
173.244.45.0,173.244.46.255,hosting,US,AS54900 
173.244.47.0,173.244.47.255,business,US,AS62994 
173.244.48.0,173.244.48.255,isp,US,AS174 
173.244.49.0,173.244.49.255,hosting,US,AS137409 
173.244.50.0,173.244.51.255,hosting,US,AS64286 
173.244.52.0,173.244.52.255,business,US,AS58955 
173.244.53.0,173.244.53.255,isp,PR,AS397359 
173.244.54.0,173.244.54.255,hosting,CA,AS64286 
173.244.55.0,173.244.55.255,hosting,CA,AS262287 
173.244.56.0,173.244.59.255,hosting,LT,AS64286 
173.244.60.0,173.244.60.255,hosting,US,AS197450 
173.244.61.0,173.244.61.255,business,PR, 
173.244.62.0,173.244.62.255,hosting,US,AS64286 
173.244.63.0,173.244.63.255,hosting,AE,AS63018 
173.244.64.0,173.244.79.255,business,US, 
173.244.80.0,173.244.95.255,isp,CA,AS14500 
173.244.96.0,173.244.111.255,isp,US,AS7799 
173.244.112.0,173.244.115.7,isp,CA,AS21570 
173.244.115.8,173.244.115.23,business,CA,AS21570 
173.244.115.24,173.244.119.255,isp,CA,AS21570 
173.244.120.0,173.244.120.255,education,CA,AS21570 
173.244.121.0,173.244.121.7,business,CA,AS21570 
173.244.121.8,173.244.121.15,isp,CA,AS21570 
173.244.121.16,173.244.121.23,business,CA,AS21570 
173.244.121.24,173.244.121.31,isp,CA,AS21570 
173.244.121.32,173.244.121.39,business,CA,AS21570 
173.244.121.40,173.244.121.47,education,CA,AS21570 
173.244.121.48,173.244.121.79,isp,CA,AS21570 
173.244.121.80,173.244.121.87,business,CA,AS21570 
173.244.121.88,173.244.121.95,education,CA,AS21570 
173.244.121.96,173.244.121.103,isp,CA,AS21570 
173.244.121.104,173.244.121.111,business,CA,AS21570 
173.244.121.112,173.244.121.127,isp,CA,AS21570 
173.244.121.128,173.244.121.135,business,CA,AS21570 
173.244.121.136,173.244.121.255,isp,CA,AS21570 
173.244.122.0,173.244.122.47,business,CA,AS21570 
173.244.122.48,173.244.122.63,isp,CA,AS21570 
173.244.122.64,173.244.122.79,business,CA,AS21570 
173.244.122.80,173.244.122.87,isp,CA,AS21570 
173.244.122.88,173.244.122.95,business,US,AS21570 
173.244.122.96,173.244.122.111,business,CA,AS21570 
173.244.122.112,173.244.122.119,business,US,AS21570 
173.244.122.120,173.244.122.127,isp,CA,AS21570 
173.244.122.128,173.244.122.135,business,US,AS21570 
173.244.122.136,173.244.122.143,isp,CA,AS21570 
173.244.122.144,173.244.122.159,business,CA,AS21570 
173.244.122.160,173.244.122.199,business,US,AS21570 
173.244.122.200,173.244.122.207,business,CA,AS21570 
173.244.122.208,173.244.123.23,isp,CA,AS21570 
173.244.123.24,173.244.123.47,business,CA,AS21570 
173.244.123.48,173.244.124.15,isp,CA,AS21570 
173.244.124.16,173.244.124.63,business,CA,AS21570 
173.244.124.64,173.244.125.71,isp,CA,AS21570 
173.244.125.72,173.244.125.79,business,CA,AS21570 
173.244.125.80,173.244.125.95,isp,CA,AS21570 
173.244.125.96,173.244.125.103,business,CA,AS21570 
173.244.125.104,173.244.125.119,isp,CA,AS21570 
173.244.125.120,173.244.125.127,business,CA,AS21570 
173.244.125.128,173.244.125.167,isp,CA,AS21570 
173.244.125.168,173.244.125.183,business,CA,AS21570 
173.244.125.184,173.244.125.191,isp,CA,AS21570 
173.244.125.192,173.244.125.199,business,CA,AS21570 
173.244.125.200,173.244.125.255,isp,CA,AS21570 
173.244.126.0,173.244.126.255,education,CA,AS21570 
173.244.127.0,173.244.127.255,isp,CA,AS21570 
