173.206.0.0,173.206.184.51,isp,CA 
173.206.184.52,173.206.184.55,business,CA 
173.206.184.56,173.206.184.63,isp,CA 
173.206.184.64,173.206.184.71,education,CA 
173.206.184.72,173.206.185.119,isp,CA 
173.206.185.120,173.206.185.127,business,CA 
173.206.185.128,173.206.185.151,isp,CA 
173.206.185.152,173.206.185.167,business,CA 
173.206.185.168,173.206.186.95,isp,CA 
173.206.186.96,173.206.186.127,business,CA 
173.206.186.128,173.206.255.255,isp,CA 
