173.212.58.0,173.212.58.255,business,US 
173.212.59.0,173.212.63.255,isp,US 
173.212.64.0,173.212.128.255,isp,CA 
173.212.129.0,173.212.129.255,business,CA 
173.212.130.0,173.212.136.111,isp,CA 
173.212.136.112,173.212.136.119,business,CA 
173.212.136.120,173.212.136.255,isp,CA 
173.212.137.0,173.212.137.15,business,CA 
173.212.137.16,173.212.137.31,isp,CA 
173.212.137.32,173.212.137.39,business,CA 
173.212.137.40,173.212.137.151,isp,CA 
173.212.137.152,173.212.137.159,business,CA 
173.212.137.160,173.212.137.175,isp,CA 
173.212.137.176,173.212.137.183,business,CA 
173.212.137.184,173.212.138.15,isp,CA 
173.212.138.16,173.212.138.55,business,CA 
173.212.138.56,173.212.138.63,isp,CA 
173.212.138.64,173.212.138.95,business,CA 
173.212.138.96,173.212.138.159,isp,CA 
173.212.138.160,173.212.138.175,business,CA 
173.212.138.176,173.212.138.191,isp,CA 
173.212.138.192,173.212.138.255,business,CA 
173.212.139.0,173.212.139.135,isp,CA 
173.212.139.136,173.212.139.143,business,CA 
173.212.139.144,173.212.139.151,isp,CA 
173.212.139.152,173.212.139.159,business,CA 
173.212.139.160,173.212.139.167,isp,CA 
173.212.139.168,173.212.139.175,business,CA 
173.212.139.176,173.212.139.183,isp,CA 
173.212.139.184,173.212.139.191,business,CA 
173.212.139.192,173.212.139.239,isp,CA 
173.212.139.240,173.212.139.247,business,CA 
173.212.139.248,173.212.141.255,isp,CA 
173.212.142.0,173.212.142.31,business,CA 
173.212.142.32,173.212.142.39,isp,CA 
173.212.142.40,173.212.142.47,business,CA 
173.212.142.48,173.212.142.55,isp,CA 
173.212.142.56,173.212.142.87,business,CA 
173.212.142.88,173.212.142.95,isp,CA 
173.212.142.96,173.212.142.119,business,CA 
173.212.142.120,173.212.142.127,isp,CA 
173.212.142.128,173.212.142.143,business,CA 
173.212.142.144,173.212.142.159,isp,CA 
173.212.142.160,173.212.142.175,business,CA 
173.212.142.176,173.212.142.183,education,CA 
173.212.142.184,173.212.142.199,isp,CA 
173.212.142.200,173.212.142.207,business,CA 
173.212.142.208,173.212.142.231,isp,CA 
173.212.142.232,173.212.142.239,business,CA 
173.212.142.240,173.212.142.255,isp,CA 
173.212.143.0,173.212.143.15,business,CA 
173.212.143.16,173.212.143.23,isp,CA 
173.212.143.24,173.212.143.31,business,CA 
173.212.143.32,173.212.143.39,isp,CA 
173.212.143.40,173.212.143.55,business,CA 
173.212.143.56,173.212.143.63,isp,CA 
173.212.143.64,173.212.143.71,business,CA 
173.212.143.72,173.212.143.87,isp,CA 
173.212.143.88,173.212.143.111,business,CA 
173.212.143.112,173.212.143.127,isp,CA 
173.212.143.128,173.212.143.143,business,CA 
173.212.143.144,173.212.143.175,isp,CA 
173.212.143.176,173.212.143.183,business,CA 
173.212.143.184,173.212.143.199,isp,CA 
173.212.143.200,173.212.143.239,business,CA 
173.212.143.240,173.212.143.247,isp,CA 
173.212.143.248,173.212.143.255,education,CA 
173.212.144.0,173.212.144.23,isp,CA 
173.212.144.24,173.212.144.39,business,CA 
173.212.144.40,173.212.144.55,isp,CA 
173.212.144.56,173.212.144.79,business,CA 
173.212.144.80,173.212.144.87,isp,CA 
173.212.144.88,173.212.144.95,business,CA 
173.212.144.96,173.212.144.103,isp,CA 
173.212.144.104,173.212.144.119,business,CA 
173.212.144.120,173.212.144.183,isp,CA 
173.212.144.184,173.212.144.191,business,CA 
