194.207.0.0,194.207.0.7,hosting,GB,AS8851 
194.207.0.8,194.207.0.23,business,GB,AS8851 
194.207.0.24,194.207.0.255,isp,GB,AS12390 
194.207.1.0,194.207.3.255,business,GB,AS8851 
194.207.4.0,194.207.10.255,isp,GB,AS12390 
194.207.11.0,194.207.13.7,business,GB,AS8851 
194.207.13.8,194.207.13.11,isp,GB,AS12390 
194.207.13.12,194.207.13.15,business,GB,AS8851 
194.207.13.16,194.207.25.255,isp,GB,AS12390 
194.207.26.0,194.207.26.255,business,GB,AS8851 
194.207.27.0,194.207.255.255,isp,GB,AS12390 
