170.249.0.0,170.249.31.255,isp,US 
170.249.32.0,170.249.63.255,isp,CA 
170.249.64.0,170.249.71.255,isp,JP 
170.249.72.0,170.249.79.255,business,US 
170.249.80.0,170.249.87.255,isp,CA 
170.249.88.0,170.249.91.255,hosting,US 
170.249.92.0,170.249.95.255,business,US 
170.249.96.0,170.249.127.255,isp,JP 
170.249.128.0,170.249.129.95,isp,US 
170.249.129.96,170.249.129.111,business,US 
170.249.129.112,170.249.129.127,isp,US 
170.249.129.128,170.249.129.159,business,US 
170.249.129.160,170.249.129.191,isp,US 
170.249.129.192,170.249.129.207,business,US 
170.249.129.208,170.249.129.223,isp,US 
170.249.129.224,170.249.129.239,education,US 
170.249.129.240,170.249.142.255,isp,US 
170.249.143.0,170.249.143.255,business,US 
170.249.144.0,170.249.144.111,isp,US 
170.249.144.112,170.249.144.127,business,US 
170.249.144.128,170.249.148.95,isp,US 
170.249.148.96,170.249.148.99,business,US 
170.249.148.100,170.249.152.31,isp,US 
170.249.152.32,170.249.152.39,business,US 
170.249.152.40,170.249.154.175,isp,US 
170.249.154.176,170.249.154.191,business,US 
170.249.154.192,170.249.156.63,isp,US 
170.249.156.64,170.249.156.79,business,US 
170.249.156.80,170.249.166.7,isp,US 
170.249.166.8,170.249.166.15,business,US 
170.249.166.16,170.249.166.111,isp,US 
170.249.166.112,170.249.166.119,business,US 
170.249.166.120,170.249.166.143,isp,US 
170.249.166.144,170.249.166.151,business,US 
170.249.166.152,170.249.166.223,isp,US 
170.249.166.224,170.249.166.231,business,US 
170.249.166.232,170.249.171.119,isp,US 
170.249.171.120,170.249.171.123,business,US 
170.249.171.124,170.249.171.139,isp,US 
170.249.171.140,170.249.171.143,business,US 
170.249.171.144,170.249.171.255,isp,US 
170.249.172.0,170.249.172.31,business,US 
170.249.172.32,170.249.172.63,isp,US 
170.249.172.64,170.249.172.95,education,US 
170.249.172.96,170.249.172.159,isp,US 
170.249.172.160,170.249.172.207,business,US 
170.249.172.208,170.249.173.31,isp,US 
170.249.173.32,170.249.173.39,business,US 
170.249.173.40,170.249.173.103,isp,US 
170.249.173.104,170.249.173.119,business,US 
170.249.173.120,170.249.173.191,isp,US 
170.249.173.192,170.249.173.199,business,US 
170.249.173.200,170.249.173.215,isp,US 
170.249.173.216,170.249.173.223,business,US 
170.249.173.224,170.249.176.111,isp,US 
170.249.176.112,170.249.176.159,business,US 
170.249.176.160,170.249.176.191,isp,US 
170.249.176.192,170.249.176.207,business,US 
170.249.176.208,170.249.176.239,isp,US 
170.249.176.240,170.249.176.255,business,US 
170.249.177.0,170.249.177.255,isp,US 
170.249.178.0,170.249.178.31,business,US 
170.249.178.32,170.249.178.47,isp,US 
170.249.178.48,170.249.178.63,business,US 
170.249.178.64,170.249.178.239,isp,US 
170.249.178.240,170.249.178.255,business,US 
170.249.179.0,170.249.179.143,isp,US 
170.249.179.144,170.249.179.151,business,US 
170.249.179.152,170.249.179.159,isp,US 
170.249.179.160,170.249.179.167,business,US 
170.249.179.168,170.249.179.199,isp,US 
170.249.179.200,170.249.179.207,business,US 
170.249.179.208,170.249.180.31,isp,US 
170.249.180.32,170.249.180.63,business,US 
170.249.180.64,170.249.181.175,isp,US 
170.249.181.176,170.249.181.191,business,US 
170.249.181.192,170.249.181.199,isp,US 
170.249.181.200,170.249.181.207,business,US 
170.249.181.208,170.249.183.107,isp,US 
170.249.183.108,170.249.183.111,business,US 
170.249.183.112,170.249.183.255,isp,US 
170.249.184.0,170.249.184.15,business,US 
170.249.184.16,170.249.184.63,isp,US 
170.249.184.64,170.249.184.79,business,US 
170.249.184.80,170.249.184.111,isp,US 
170.249.184.112,170.249.184.127,business,US 
170.249.184.128,170.249.184.175,isp,US 
170.249.184.176,170.249.184.191,business,US 
170.249.184.192,170.249.184.207,isp,US 
170.249.184.208,170.249.184.223,business,US 
170.249.184.224,170.249.188.35,isp,US 
170.249.188.36,170.249.188.39,business,US 
170.249.188.40,170.249.188.95,isp,US 
170.249.188.96,170.249.188.159,business,US 
170.249.188.160,170.249.188.223,isp,US 
170.249.188.224,170.249.189.7,business,US 
170.249.189.8,170.249.189.31,isp,US 
170.249.189.32,170.249.189.39,business,US 
170.249.189.40,170.249.189.47,isp,US 
170.249.189.48,170.249.189.63,business,US 
170.249.189.64,170.249.189.247,isp,US 
170.249.189.248,170.249.189.255,business,US 
170.249.190.0,170.249.191.255,isp,US 
170.249.192.0,170.249.255.255,hosting,US 
