62.202.0.0,62.202.63.255,isp,CH,AS3303 
62.202.64.0,62.202.137.255,business,CH,AS3303 
62.202.138.0,62.202.139.255,isp,CH,AS3303 
62.202.140.0,62.202.143.255,business,CH,AS3303 
62.202.144.0,62.202.151.255,isp,CH,AS3303 
62.202.152.0,62.202.167.255,business,CH,AS29286 
62.202.168.0,62.202.220.255,business,CH,AS3303 
62.202.221.0,62.202.223.255,isp,CH,AS3303 
62.202.224.0,62.202.255.255,business,CH,AS3303 
