62.16.0.0,62.16.31.255,business,UA,AS6876 
62.16.32.0,62.16.63.255,business,RU,AS15640 
62.16.64.0,62.16.79.255,isp,PS,AS47253 
62.16.80.0,62.16.95.255,isp,SY, 
62.16.96.0,62.16.127.255,isp,RU,AS12714 
62.16.128.0,62.16.151.255,isp,NO,AS2119 
62.16.152.0,62.16.155.255,business,NO,AS2119 
62.16.156.0,62.16.252.255,isp,NO,AS2119 
62.16.253.0,62.16.253.255,business,NO,AS2119 
62.16.254.0,62.16.255.255,isp,NO,AS2119 
