202.153.0.0,202.153.3.255,isp,CN 
202.153.4.0,202.153.5.255,hosting,TW 
202.153.6.0,202.153.6.255,isp,SG 
202.153.7.0,202.153.7.255,business,CN 
202.153.8.0,202.153.15.255,business,HK 
202.153.16.0,202.153.29.255,isp,ID 
202.153.30.0,202.153.30.23,business,ID 
202.153.30.24,202.153.30.95,isp,ID 
202.153.30.96,202.153.30.111,business,ID 
202.153.30.112,202.153.30.127,isp,ID 
202.153.30.128,202.153.30.159,business,ID 
202.153.30.160,202.153.30.239,isp,ID 
202.153.30.240,202.153.30.255,business,ID 
202.153.31.0,202.153.31.143,isp,ID 
202.153.31.144,202.153.31.159,business,ID 
202.153.31.160,202.153.31.255,isp,ID 
202.153.32.0,202.153.47.255,isp,IN 
202.153.48.0,202.153.63.255,hosting,CN 
202.153.64.0,202.153.79.255,isp,AU 
202.153.80.0,202.153.87.255,isp,MV 
202.153.88.0,202.153.95.255,isp,HK 
202.153.96.0,202.153.127.255,hosting,HK 
202.153.128.0,202.153.129.31,hosting,ID 
202.153.129.32,202.153.129.47,isp,ID 
202.153.129.48,202.153.133.143,hosting,ID 
202.153.133.144,202.153.133.159,isp,ID 
202.153.133.160,202.153.159.255,hosting,ID 
202.153.160.0,202.153.160.7,isp,TW 
202.153.160.8,202.153.160.15,hosting,TW 
202.153.160.16,202.153.160.127,isp,TW 
202.153.160.128,202.153.160.159,hosting,TW 
202.153.160.160,202.153.160.191,isp,TW 
202.153.160.192,202.153.161.63,hosting,TW 
202.153.161.64,202.153.161.95,isp,TW 
202.153.161.96,202.153.161.111,hosting,TW 
202.153.161.112,202.153.161.119,isp,TW 
202.153.161.120,202.153.161.127,hosting,TW 
202.153.161.128,202.153.161.159,business,TW 
202.153.161.160,202.153.162.31,isp,TW 
202.153.162.32,202.153.162.79,hosting,TW 
202.153.162.80,202.153.162.95,isp,TW 
202.153.162.96,202.153.162.103,hosting,TW 
202.153.162.104,202.153.162.111,isp,TW 
202.153.162.112,202.153.162.191,hosting,TW 
202.153.162.192,202.153.162.223,isp,TW 
202.153.162.224,202.153.162.255,hosting,PH 
202.153.163.0,202.153.163.255,hosting,TW 
202.153.164.0,202.153.164.63,isp,TW 
202.153.164.64,202.153.164.95,business,TW 
202.153.164.96,202.153.164.127,business,PH 
202.153.164.128,202.153.164.191,business,TW 
202.153.164.192,202.153.164.255,isp,TW 
202.153.165.0,202.153.165.159,hosting,TW 
202.153.165.160,202.153.165.183,isp,TW 
202.153.165.184,202.153.165.191,hosting,TW 
202.153.165.192,202.153.165.231,business,TW 
202.153.165.232,202.153.165.239,isp,TW 
202.153.165.240,202.153.165.255,hosting,TW 
202.153.166.0,202.153.166.255,isp,TW 
202.153.167.0,202.153.168.23,hosting,TW 
202.153.168.24,202.153.168.31,isp,TW 
202.153.168.32,202.153.168.63,hosting,TW 
202.153.168.64,202.153.168.71,isp,TW 
202.153.168.72,202.153.168.79,hosting,TW 
202.153.168.80,202.153.168.127,isp,TW 
202.153.168.128,202.153.168.159,hosting,TW 
202.153.168.160,202.153.169.159,isp,TW 
202.153.169.160,202.153.169.175,business,TW 
202.153.169.176,202.153.169.231,isp,TW 
202.153.169.232,202.153.169.239,hosting,TW 
202.153.169.240,202.153.169.255,isp,TW 
202.153.170.0,202.153.170.127,hosting,HK 
202.153.170.128,202.153.170.159,hosting,TW 
202.153.170.160,202.153.170.191,isp,TW 
202.153.170.192,202.153.170.223,hosting,TW 
202.153.170.224,202.153.171.255,isp,TW 
202.153.172.0,202.153.172.7,hosting,TW 
202.153.172.8,202.153.172.127,isp,TW 
202.153.172.128,202.153.172.159,hosting,TW 
202.153.172.160,202.153.173.23,isp,TW 
202.153.173.24,202.153.173.31,hosting,TW 
202.153.173.32,202.153.173.55,isp,TW 
202.153.173.56,202.153.173.63,hosting,TW 
202.153.173.64,202.153.173.95,business,PH 
202.153.173.96,202.153.173.127,hosting,TW 
202.153.173.128,202.153.173.191,isp,TW 
202.153.173.192,202.153.173.207,hosting,TW 
202.153.173.208,202.153.173.255,isp,TW 
202.153.174.0,202.153.174.255,hosting,TW 
202.153.175.0,202.153.175.63,business,TW 
202.153.175.64,202.153.175.255,isp,TW 
202.153.176.0,202.153.176.31,hosting,TW 
202.153.176.32,202.153.176.63,isp,TW 
202.153.176.64,202.153.176.71,hosting,TW 
202.153.176.72,202.153.176.127,isp,TW 
202.153.176.128,202.153.176.135,hosting,TW 
202.153.176.136,202.153.178.63,isp,TW 
202.153.178.64,202.153.178.71,hosting,TW 
202.153.178.72,202.153.178.127,isp,TW 
202.153.178.128,202.153.178.135,hosting,TW 
202.153.178.136,202.153.178.159,isp,TW 
202.153.178.160,202.153.178.223,hosting,TW 
202.153.178.224,202.153.178.255,isp,TW 
202.153.179.0,202.153.179.127,hosting,TW 
202.153.179.128,202.153.179.135,isp,TW 
202.153.179.136,202.153.179.143,hosting,TW 
202.153.179.144,202.153.179.159,isp,TW 
202.153.179.160,202.153.179.223,hosting,TW 
202.153.179.224,202.153.179.255,isp,TW 
202.153.180.0,202.153.180.255,hosting,TW 
202.153.181.0,202.153.181.63,isp,TW 
202.153.181.64,202.153.181.127,business,TW 
202.153.181.128,202.153.184.7,isp,TW 
202.153.184.8,202.153.184.15,hosting,TW 
202.153.184.16,202.153.184.63,isp,TW 
202.153.184.64,202.153.184.79,hosting,TW 
202.153.184.80,202.153.184.103,isp,TW 
202.153.184.104,202.153.184.111,hosting,TW 
202.153.184.112,202.153.184.191,isp,TW 
202.153.184.192,202.153.184.223,hosting,TW 
202.153.184.224,202.153.184.231,hosting,HK 
202.153.184.232,202.153.185.255,isp,TW 
202.153.186.0,202.153.186.95,hosting,TW 
202.153.186.96,202.153.186.159,isp,TW 
202.153.186.160,202.153.186.255,hosting,TW 
202.153.187.0,202.153.187.95,isp,TW 
202.153.187.96,202.153.187.127,hosting,TW 
202.153.187.128,202.153.187.191,business,HK 
202.153.187.192,202.153.187.215,isp,TW 
202.153.187.216,202.153.187.223,business,TW 
202.153.187.224,202.153.187.255,isp,TW 
202.153.188.0,202.153.188.255,business,TW 
202.153.189.0,202.153.189.63,isp,TW 
202.153.189.64,202.153.189.127,hosting,TW 
202.153.189.128,202.153.189.175,isp,TW 
