202.130.0.0,202.130.30.239,hosting,CN,AS17964 
202.130.30.240,202.130.30.255,business,CN,AS17964 
202.130.31.0,202.130.31.255,hosting,CN,AS17964 
202.130.32.0,202.130.35.255,hosting,AU,AS45671 
202.130.36.0,202.130.37.255,business,VN,AS45548 
202.130.38.0,202.130.38.255,isp,AU,AS4538 
202.130.39.0,202.130.39.255,business,CN, 
202.130.40.0,202.130.43.255,business,IN,AS45760 
202.130.44.0,202.130.47.255,hosting,AU,AS55803 
202.130.48.0,202.130.51.255,business,AU, 
202.130.52.0,202.130.55.255,isp,ID,AS4787 
202.130.56.0,202.130.59.255,education,SG,AS23767 
202.130.60.0,202.130.63.255,hosting,JP,AS17693 
202.130.64.0,202.130.80.183,hosting,HK,AS9381 
202.130.80.184,202.130.80.191,business,HK,AS9381 
202.130.80.192,202.130.127.255,hosting,HK,AS9381 
202.130.128.0,202.130.129.47,isp,HK,AS703 
202.130.129.48,202.130.129.51,business,HK,AS703 
202.130.129.52,202.130.129.59,isp,HK,AS703 
202.130.129.60,202.130.129.63,business,HK,AS703 
202.130.129.64,202.130.129.111,isp,HK,AS703 
202.130.129.112,202.130.129.115,business,HK,AS703 
202.130.129.116,202.130.129.155,isp,HK,AS703 
202.130.129.156,202.130.129.159,business,DK,AS703 
202.130.129.160,202.130.129.243,isp,HK,AS703 
202.130.129.244,202.130.129.247,business,HK,AS703 
202.130.129.248,202.130.130.51,isp,HK,AS703 
202.130.130.52,202.130.130.55,business,HK,AS703 
202.130.130.56,202.130.130.79,isp,HK,AS703 
202.130.130.80,202.130.130.83,business,HK,AS703 
202.130.130.84,202.130.131.3,isp,HK,AS703 
202.130.131.4,202.130.131.7,business,HK,AS703 
202.130.131.8,202.130.131.15,isp,HK,AS703 
202.130.131.16,202.130.131.19,business,HK,AS703 
202.130.131.20,202.130.131.35,isp,HK,AS703 
202.130.131.36,202.130.131.39,business,HK,AS703 
202.130.131.40,202.130.131.59,isp,HK,AS703 
202.130.131.60,202.130.131.63,business,HK,AS703 
202.130.131.64,202.130.131.191,isp,HK,AS703 
202.130.131.192,202.130.131.195,business,HK,AS703 
202.130.131.196,202.130.131.223,isp,HK,AS703 
202.130.131.224,202.130.131.227,business,HK,AS703 
202.130.131.228,202.130.133.63,isp,HK,AS703 
202.130.133.64,202.130.133.255,business,HK,AS703 
202.130.134.0,202.130.134.71,isp,HK,AS703 
202.130.134.72,202.130.134.75,business,HK,AS703 
202.130.134.76,202.130.134.111,isp,HK,AS703 
202.130.134.112,202.130.134.115,business,HK,AS703 
202.130.134.116,202.130.134.155,isp,HK,AS703 
202.130.134.156,202.130.134.159,business,HK,AS703 
202.130.134.160,202.130.134.187,isp,HK,AS703 
202.130.134.188,202.130.134.191,business,HK,AS703 
202.130.134.192,202.130.134.255,isp,HK,AS703 
202.130.135.0,202.130.135.127,business,HK,AS703 
202.130.135.128,202.130.135.191,isp,HK,AS703 
202.130.135.192,202.130.135.207,business,HK,AS703 
202.130.135.208,202.130.135.223,isp,HK,AS703 
202.130.135.224,202.130.135.255,business,HK,AS703 
202.130.136.0,202.130.138.63,isp,HK,AS703 
202.130.138.64,202.130.138.191,business,HK,AS703 
202.130.138.192,202.130.139.63,isp,HK,AS703 
202.130.139.64,202.130.139.95,business,DK,AS703 
202.130.139.96,202.130.139.119,isp,HK,AS703 
202.130.139.120,202.130.139.171,business,HK,AS703 
202.130.139.172,202.130.139.223,isp,HK,AS703 
202.130.139.224,202.130.139.255,business,DK,AS703 
202.130.140.0,202.130.140.255,isp,HK,AS703 
202.130.141.0,202.130.141.47,business,HK,AS703 
202.130.141.48,202.130.141.95,isp,HK,AS703 
202.130.141.96,202.130.141.119,business,HK,AS703 
202.130.141.120,202.130.141.127,isp,HK,AS703 
202.130.141.128,202.130.141.135,business,DK,AS703 
202.130.141.136,202.130.141.143,business,HK,AS703 
202.130.141.144,202.130.142.143,isp,HK,AS703 
202.130.142.144,202.130.142.159,business,HK,AS703 
202.130.142.160,202.130.142.169,isp,HK,AS703 
202.130.142.170,202.130.142.170,business,DE,AS703 
202.130.142.171,202.130.142.175,isp,HK,AS703 
202.130.142.176,202.130.142.255,business,HK,AS703 
202.130.143.0,202.130.144.95,isp,HK,AS703 
202.130.144.96,202.130.144.191,business,HK,AS703 
202.130.144.192,202.130.145.255,isp,HK,AS703 
202.130.146.0,202.130.146.15,business,HK,AS703 
202.130.146.16,202.130.146.31,isp,HK,AS703 
202.130.146.32,202.130.146.63,business,HK,AS703 
202.130.146.64,202.130.146.95,isp,HK,AS703 
202.130.146.96,202.130.146.127,business,HK,AS703 
202.130.146.128,202.130.146.143,isp,HK,AS703 
202.130.146.144,202.130.146.159,isp,IT,AS703 
202.130.146.160,202.130.146.223,business,HK,AS703 
202.130.146.224,202.130.147.191,isp,HK,AS703 
202.130.147.192,202.130.147.223,business,HK,AS703 
202.130.147.224,202.130.149.255,isp,HK,AS703 
202.130.150.0,202.130.150.127,business,HK,AS703 
202.130.150.128,202.130.150.191,isp,HK,AS703 
202.130.150.192,202.130.150.223,business,JP,AS703 
202.130.150.224,202.130.150.255,business,HK,AS703 
202.130.151.0,202.130.151.63,isp,HK,AS703 
202.130.151.64,202.130.151.95,business,HK,AS703 
202.130.151.96,202.130.151.127,isp,HK,AS703 
202.130.151.128,202.130.151.159,business,HK,AS703 
202.130.151.160,202.130.151.191,isp,HK,AS703 
202.130.151.192,202.130.151.223,isp,US,AS703 
202.130.151.224,202.130.153.255,business,HK,AS703 
202.130.154.0,202.130.155.31,isp,HK,AS703 
202.130.155.32,202.130.155.127,business,HK,AS703 
202.130.155.128,202.130.155.255,isp,HK,AS703 
202.130.156.0,202.130.156.31,business,HK,AS703 
202.130.156.32,202.130.156.255,isp,HK,AS703 
202.130.157.0,202.130.157.31,business,HK,AS703 
202.130.157.32,202.130.157.95,isp,HK,AS703 
202.130.157.96,202.130.157.127,business,HK,AS703 
202.130.157.128,202.130.158.63,isp,HK,AS703 
202.130.158.64,202.130.158.95,business,HK,AS703 
202.130.158.96,202.130.158.159,isp,HK,AS703 
202.130.158.160,202.130.158.207,business,HK,AS703 
202.130.158.208,202.130.158.223,isp,HK,AS703 
202.130.158.224,202.130.158.239,business,HK,AS703 
202.130.158.240,202.130.159.31,isp,HK,AS703 
202.130.159.32,202.130.159.47,business,HK,AS703 
202.130.159.48,202.130.159.127,isp,HK,AS703 
202.130.159.128,202.130.159.135,business,HK,AS703 
202.130.159.136,202.130.159.143,isp,HK,AS703 
202.130.159.144,202.130.159.151,business,HK,AS703 
202.130.159.152,202.130.159.159,isp,HK,AS703 
202.130.159.160,202.130.159.191,business,HK,AS703 
202.130.159.192,202.130.159.223,isp,HK,AS703 
202.130.159.224,202.130.159.231,business,HK,AS703 
202.130.159.232,202.130.160.3,isp,HK,AS703 
202.130.160.4,202.130.160.7,business,HK,AS703 
202.130.160.8,202.130.160.135,isp,HK,AS703 
202.130.160.136,202.130.160.139,isp,IT,AS703 
202.130.160.140,202.130.160.163,isp,HK,AS703 
202.130.160.164,202.130.160.167,isp,CH,AS703 
202.130.160.168,202.130.161.191,isp,HK,AS703 
202.130.161.192,202.130.161.255,isp,US,AS703 
202.130.162.0,202.130.162.255,business,HK,AS703 
202.130.163.0,202.130.169.255,isp,HK,AS703 
202.130.170.0,202.130.170.255,business,HK,AS703 
202.130.171.0,202.130.171.255,isp,HK,AS703 
202.130.172.0,202.130.172.255,business,HK,AS703 
202.130.173.0,202.130.176.255,isp,HK,AS703 
