202.130.0.0,202.130.30.239,hosting,CN,AS17964 
202.130.177.0,202.130.177.63,business,HK,AS703 
202.130.177.64,202.130.177.255,isp,HK,AS703 
202.130.178.0,202.130.178.63,business,HK,AS703 
202.130.178.64,202.130.180.127,isp,HK,AS703 
202.130.180.128,202.130.180.255,business,HK,AS703 
202.130.181.0,202.130.181.31,isp,HK,AS703 
202.130.181.32,202.130.181.63,business,HK,AS703 
202.130.181.64,202.130.181.127,isp,HK,AS703 
202.130.181.128,202.130.183.255,business,HK,AS703 
202.130.184.0,202.130.184.191,isp,HK,AS703 
202.130.184.192,202.130.184.223,business,HK,AS703 
202.130.184.224,202.130.185.31,isp,HK,AS703 
202.130.185.32,202.130.185.63,business,HK,AS703 
202.130.185.64,202.130.185.127,isp,HK,AS703 
202.130.185.128,202.130.185.255,business,HK,AS703 
202.130.186.0,202.130.186.31,isp,HK,AS703 
202.130.186.32,202.130.186.63,business,HK,AS703 
202.130.186.64,202.130.187.95,isp,HK,AS703 
202.130.187.96,202.130.187.127,business,HK,AS703 
202.130.187.128,202.130.187.255,isp,HK,AS703 
202.130.188.0,202.130.188.191,business,HK,AS703 
202.130.188.192,202.130.189.31,isp,HK,AS703 
202.130.189.32,202.130.189.47,business,HK,AS703 
202.130.189.48,202.130.189.63,business,SG,AS703 
202.130.189.64,202.130.189.95,isp,HK,AS703 
202.130.189.96,202.130.189.111,business,SG,AS703 
202.130.189.112,202.130.189.143,isp,HK,AS703 
202.130.189.144,202.130.189.159,business,HK,AS703 
202.130.189.160,202.130.189.175,isp,HK,AS703 
202.130.189.176,202.130.189.191,business,HK,AS703 
202.130.189.192,202.130.189.223,isp,HK,AS703 
202.130.189.224,202.130.189.239,business,HK,AS703 
202.130.189.240,202.130.190.63,isp,HK,AS703 
202.130.190.64,202.130.190.95,business,HK,AS703 
202.130.190.96,202.130.190.111,isp,HK,AS703 
202.130.190.112,202.130.190.143,business,HK,AS703 
202.130.190.144,202.130.190.175,isp,HK,AS703 
202.130.190.176,202.130.190.191,business,HK,AS703 
202.130.190.192,202.130.190.207,isp,HK,AS703 
202.130.190.208,202.130.190.223,business,HK,AS703 
202.130.190.224,202.130.190.255,isp,HK,AS703 
202.130.191.0,202.130.191.15,business,HK,AS703 
202.130.191.16,202.130.191.31,isp,HK,AS703 
202.130.191.32,202.130.191.39,business,HK,AS703 
202.130.191.40,202.130.191.55,isp,HK,AS703 
202.130.191.56,202.130.191.63,business,TW,AS703 
202.130.191.64,202.130.191.79,isp,HK,AS703 
202.130.191.80,202.130.191.87,business,HK,AS703 
202.130.191.88,202.130.191.103,isp,HK,AS703 
202.130.191.104,202.130.191.111,business,HK,AS703 
202.130.191.112,202.130.191.119,isp,HK,AS703 
202.130.191.120,202.130.191.127,business,HK,AS703 
202.130.191.128,202.130.191.135,business,US,AS703 
202.130.191.136,202.130.191.191,isp,HK,AS703 
202.130.191.192,202.130.191.207,business,HK,AS703 
202.130.191.208,202.130.191.215,isp,HK,AS703 
202.130.191.216,202.130.191.231,business,HK,AS703 
202.130.191.232,202.130.191.255,isp,HK,AS703 
202.130.192.0,202.130.192.7,isp,AU,AS38195 
202.130.192.8,202.130.192.22,business,AU,AS38195 
202.130.192.23,202.130.192.23,isp,AU,AS38195 
202.130.192.24,202.130.192.71,business,AU,AS38195 
202.130.192.72,202.130.192.79,isp,AU,AS38195 
202.130.192.80,202.130.192.127,business,AU,AS38195 
202.130.192.128,202.130.192.131,isp,AU,AS38195 
202.130.192.132,202.130.192.150,business,AU,AS38195 
202.130.192.151,202.130.192.151,isp,AU,AS38195 
202.130.192.152,202.130.192.175,business,AU,AS38195 
202.130.192.176,202.130.192.190,education,AU,AS38195 
202.130.192.191,202.130.192.191,isp,AU,AS38195 
202.130.192.192,202.130.192.203,business,AU,AS38195 
202.130.192.204,202.130.192.215,isp,AU,AS38195 
202.130.192.216,202.130.193.23,business,AU,AS38195 
202.130.193.24,202.130.193.31,isp,AU,AS38195 
202.130.193.32,202.130.193.35,business,AU,AS38195 
202.130.193.36,202.130.193.39,isp,AU,AS38195 
202.130.193.40,202.130.193.119,business,AU,AS38195 
202.130.193.120,202.130.193.127,education,AU,AS38195 
202.130.193.128,202.130.193.135,business,AU,AS38195 
202.130.193.136,202.130.193.143,isp,AU,AS38195 
202.130.193.144,202.130.193.163,business,AU,AS38195 
202.130.193.164,202.130.193.167,isp,AU,AS38195 
202.130.193.168,202.130.193.175,business,AU,AS38195 
202.130.193.176,202.130.193.199,isp,AU,AS38195 
202.130.193.200,202.130.193.207,business,AU,AS38195 
202.130.193.208,202.130.193.211,isp,AU,AS38195 
202.130.193.212,202.130.193.223,business,AU,AS38195 
202.130.193.224,202.130.193.239,isp,AU,AS38195 
202.130.193.240,202.130.193.243,business,AU,AS38195 
202.130.193.244,202.130.193.247,isp,AU,AS38195 
202.130.193.248,202.130.193.255,business,AU,AS38195 
202.130.194.0,202.130.194.7,isp,AU,AS38195 
202.130.194.8,202.130.194.11,business,AU,AS38195 
202.130.194.12,202.130.194.19,isp,AU,AS38195 
202.130.194.20,202.130.194.39,business,AU,AS38195 
202.130.194.40,202.130.194.43,isp,AU,AS38195 
202.130.194.44,202.130.194.47,business,AU,AS38195 
202.130.194.48,202.130.194.63,isp,AU,AS38195 
202.130.194.64,202.130.194.79,business,AU,AS38195 
202.130.194.80,202.130.194.83,isp,AU,AS38195 
202.130.194.84,202.130.194.87,business,AU,AS38195 
202.130.194.88,202.130.194.95,isp,AU,AS38195 
202.130.194.96,202.130.194.127,business,AU,AS38195 
202.130.194.128,202.130.194.135,isp,AU,AS38195 
202.130.194.136,202.130.194.151,business,AU,AS38195 
202.130.194.152,202.130.194.159,isp,AU,AS38195 
202.130.194.160,202.130.194.167,business,AU,AS38195 
202.130.194.168,202.130.194.179,isp,AU,AS38195 
202.130.194.180,202.130.194.183,business,AU,AS38195 
202.130.194.184,202.130.194.207,isp,AU,AS38195 
202.130.194.208,202.130.194.223,business,AU,AS38195 
202.130.194.224,202.130.194.231,isp,AU,AS38195 
202.130.194.232,202.130.194.239,business,AU,AS38195 
202.130.194.240,202.130.194.255,isp,AU,AS38195 
202.130.195.0,202.130.195.255,isp,AU, 
202.130.196.0,202.130.200.99,isp,AU,AS38195 
202.130.200.100,202.130.200.103,business,AU,AS38195 
202.130.200.104,202.130.200.115,isp,AU,AS38195 
202.130.200.116,202.130.200.119,business,AU,AS38195 
202.130.200.120,202.130.200.123,isp,AU,AS38195 
202.130.200.124,202.130.200.127,business,AU,AS38195 
202.130.200.128,202.130.200.131,isp,AU,AS38195 
202.130.200.132,202.130.200.143,business,AU,AS38195 
202.130.200.144,202.130.200.235,isp,AU,AS38195 
202.130.200.236,202.130.201.11,business,AU,AS38195 
202.130.201.12,202.130.201.15,isp,AU,AS38195 
202.130.201.16,202.130.201.19,business,AU,AS38195 
202.130.201.20,202.130.201.23,isp,AU,AS38195 
202.130.201.24,202.130.201.43,business,AU,AS38195 
202.130.201.44,202.130.201.47,isp,AU,AS38195 
202.130.201.48,202.130.201.55,business,AU,AS38195 
202.130.201.56,202.130.201.59,isp,AU,AS38195 
202.130.201.60,202.130.201.67,business,AU,AS38195 
202.130.201.68,202.130.201.71,isp,AU,AS38195 
202.130.201.72,202.130.201.83,business,AU,AS38195 
202.130.201.84,202.130.201.111,isp,AU,AS38195 
202.130.201.112,202.130.201.127,business,AU,AS38195 
202.130.201.128,202.130.201.159,isp,AU,AS38195 
202.130.201.160,202.130.201.163,business,AU,AS38195 
202.130.201.164,202.130.201.231,isp,AU,AS38195 
202.130.201.232,202.130.201.235,business,AU,AS38195 
202.130.201.236,202.130.201.243,isp,AU,AS38195 
202.130.201.244,202.130.201.251,business,AU,AS38195 
202.130.201.252,202.130.202.255,isp,AU,AS38195 
202.130.203.0,202.130.203.255,hosting,US,AS8075 
202.130.204.0,202.130.204.255,isp,AU,AS38195 
202.130.205.0,202.130.205.255,isp,AU,AS9443 
202.130.206.0,202.130.206.255,hosting,AU,AS148968 
202.130.207.0,202.130.207.255,business,AU, 
202.130.208.0,202.130.212.3,isp,AU,AS38195 
202.130.212.4,202.130.212.7,business,AU,AS38195 
202.130.212.8,202.130.212.11,isp,AU,AS38195 
202.130.212.12,202.130.212.19,business,AU,AS38195 
202.130.212.20,202.130.213.19,isp,AU,AS38195 
202.130.213.20,202.130.213.39,business,AU,AS38195 
202.130.213.40,202.130.213.255,isp,AU,AS38195 
202.130.214.0,202.130.214.0,hosting,HK,AS13631 
202.130.214.1,202.130.214.254,hosting,AU,AS13631 
202.130.214.255,202.130.214.255,hosting,HK,AS13631 
202.130.215.0,202.130.215.255,isp,AU,AS38195 
202.130.216.0,202.130.216.7,business,AU,AS38195 
202.130.216.8,202.130.216.15,isp,AU,AS38195 
202.130.216.16,202.130.216.27,business,AU,AS38195 
202.130.216.28,202.130.216.31,isp,AU,AS38195 
202.130.216.32,202.130.216.47,business,AU,AS38195 
202.130.216.48,202.130.216.55,isp,AU,AS38195 
202.130.216.56,202.130.216.83,business,AU,AS38195 
202.130.216.84,202.130.216.87,isp,AU,AS38195 
202.130.216.88,202.130.216.103,business,AU,AS38195 
202.130.216.104,202.130.216.111,isp,AU,AS38195 
202.130.216.112,202.130.216.119,education,AU,AS38195 
202.130.216.120,202.130.216.123,isp,AU,AS38195 
202.130.216.124,202.130.216.143,business,AU,AS38195 
202.130.216.144,202.130.216.151,isp,AU,AS38195 
202.130.216.152,202.130.216.167,business,AU,AS38195 
202.130.216.168,202.130.216.175,education,AU,AS38195 
202.130.216.176,202.130.216.195,business,AU,AS38195 
202.130.216.196,202.130.216.207,isp,AU,AS38195 
202.130.216.208,202.130.216.211,business,AU,AS38195 
202.130.216.212,202.130.216.223,isp,AU,AS38195 
202.130.216.224,202.130.216.227,business,AU,AS38195 
202.130.216.228,202.130.216.255,isp,AU,AS38195 
202.130.217.0,202.130.217.255,hosting,CA,AS18986 
202.130.218.0,202.130.223.255,isp,AU,AS38195 
202.130.224.0,202.130.255.255,isp,CN,AS4808 
