202.139.0.0,202.139.191.255,isp,AU,AS7474 
202.139.192.0,202.139.195.255,hosting,TH,AS9335 
202.139.196.0,202.139.196.255,business,TH,AS9335 
202.139.197.0,202.139.199.255,business,TH,AS135566 
202.139.200.0,202.139.203.255,business,TH,AS9835 
202.139.204.0,202.139.217.255,business,TH,AS135566 
202.139.218.0,202.139.222.255,hosting,TH,AS9335 
202.139.223.0,202.139.223.255,business,TH,AS9335 
202.139.224.0,202.139.255.255,hosting,SG,AS142617 
