129.250.0.0,129.250.39.255,isp,US,AS2914 
129.250.40.0,129.250.40.255,hosting,US,AS21778 
129.250.41.0,129.250.131.255,isp,US,AS2914 
129.250.132.0,129.250.132.31,business,US,AS2914 
129.250.132.32,129.250.132.39,isp,US,AS2914 
129.250.132.40,129.250.132.47,business,US,AS2914 
129.250.132.48,129.250.132.55,isp,US,AS2914 
129.250.132.56,129.250.132.131,business,US,AS2914 
129.250.132.132,129.250.132.135,isp,US,AS2914 
129.250.132.136,129.250.132.255,business,US,AS2914 
129.250.133.0,129.250.133.15,isp,US,AS2914 
129.250.133.16,129.250.133.207,business,US,AS2914 
129.250.133.208,129.250.133.223,isp,US,AS2914 
129.250.133.224,129.250.133.255,business,US,AS2914 
129.250.134.0,129.250.134.31,isp,US,AS2914 
129.250.134.32,129.250.134.223,business,US,AS2914 
129.250.134.224,129.250.143.255,isp,US,AS2914 
129.250.144.0,129.250.149.255,business,US,AS2914 
129.250.150.0,129.250.150.63,isp,US,AS2914 
129.250.150.64,129.250.151.255,business,US,AS2914 
129.250.152.0,129.250.156.255,isp,US,AS2914 
129.250.157.0,129.250.159.63,business,US,AS2914 
129.250.159.64,129.250.159.95,isp,US,AS2914 
129.250.159.96,129.250.159.255,business,US,AS2914 
129.250.160.0,129.250.160.255,isp,US,AS2914 
129.250.161.0,129.250.161.255,hosting,US,AS21778 
129.250.162.0,129.250.198.255,isp,US,AS2914 
129.250.199.0,129.250.199.31,business,,AS2914 
129.250.199.32,129.250.211.255,isp,US,AS2914 
129.250.212.0,129.250.212.7,business,US,AS2914 
129.250.212.8,129.250.212.167,isp,US,AS2914 
129.250.212.168,129.250.212.175,business,US,AS2914 
129.250.212.176,129.250.215.63,isp,US,AS2914 
129.250.215.64,129.250.215.67,business,US,AS2914 
129.250.215.68,129.250.215.91,isp,US,AS2914 
129.250.215.92,129.250.215.95,business,US,AS2914 
129.250.215.96,129.250.215.115,isp,US,AS2914 
129.250.215.116,129.250.215.119,business,US,AS2914 
129.250.215.120,129.250.215.139,isp,US,AS2914 
129.250.215.140,129.250.215.143,business,US,AS2914 
129.250.215.144,129.250.217.231,isp,US,AS2914 
129.250.217.232,129.250.217.235,business,US,AS2914 
129.250.217.236,129.250.217.251,isp,US,AS2914 
129.250.217.252,129.250.217.255,business,US,AS2914 
129.250.218.0,129.250.218.167,isp,US,AS2914 
129.250.218.168,129.250.218.171,business,US,AS2914 
129.250.218.172,129.250.226.23,isp,US,AS2914 
129.250.226.24,129.250.226.31,business,US,AS2914 
129.250.226.32,129.250.235.255,isp,US,AS2914 
129.250.236.0,129.250.236.15,business,US,AS2914 
129.250.236.16,129.250.237.15,isp,US,AS2914 
129.250.237.16,129.250.237.23,business,US,AS2914 
129.250.237.24,129.250.255.255,isp,US,AS2914 
