178.254.0.0,178.254.27.191,hosting,DE,AS42730 
178.254.27.192,178.254.27.223,business,DE,AS42730 
178.254.27.224,178.254.47.255,hosting,DE,AS42730 
178.254.48.0,178.254.48.127,isp,DE,AS42730 
178.254.48.128,178.254.49.255,hosting,DE,AS42730 
178.254.50.0,178.254.50.255,isp,DE,AS42730 
178.254.51.0,178.254.51.255,hosting,DE,AS42730 
178.254.52.0,178.254.52.255,isp,DE,AS42730 
178.254.53.0,178.254.53.255,hosting,DE,AS42730 
178.254.54.0,178.254.55.255,isp,DE,AS42730 
178.254.56.0,178.254.62.255,hosting,DE,AS42730 
178.254.63.0,178.254.63.255,hosting,DE,AS15388 
178.254.64.0,178.254.116.135,isp,LU,AS6661 
178.254.116.136,178.254.116.151,business,LU,AS6661 
178.254.116.152,178.254.116.191,isp,LU,AS6661 
178.254.116.192,178.254.116.199,business,LU,AS6661 
178.254.116.200,178.254.116.207,isp,LU,AS6661 
178.254.116.208,178.254.116.215,business,LU,AS6661 
178.254.116.216,178.254.117.15,isp,LU,AS6661 
178.254.117.16,178.254.117.23,business,LU,AS6661 
178.254.117.24,178.254.117.95,isp,LU,AS6661 
178.254.117.96,178.254.117.111,business,LU,AS6661 
178.254.117.112,178.254.117.183,isp,LU,AS6661 
178.254.117.184,178.254.117.207,business,LU,AS6661 
178.254.117.208,178.254.118.31,isp,LU,AS6661 
178.254.118.32,178.254.118.39,business,LU,AS6661 
178.254.118.40,178.254.118.95,isp,LU,AS6661 
178.254.118.96,178.254.118.103,business,LU,AS6661 
178.254.118.104,178.254.118.199,isp,LU,AS6661 
178.254.118.200,178.254.118.207,business,LU,AS6661 
178.254.118.208,178.254.119.15,isp,LU,AS6661 
178.254.119.16,178.254.119.23,business,LU,AS6661 
178.254.119.24,178.254.119.63,isp,LU,AS6661 
178.254.119.64,178.254.119.71,business,LU,AS6661 
178.254.119.72,178.254.119.87,isp,LU,AS6661 
178.254.119.88,178.254.119.95,business,LU,AS6661 
178.254.119.96,178.254.119.103,isp,LU,AS6661 
178.254.119.104,178.254.119.111,business,LU,AS6661 
178.254.119.112,178.254.119.175,isp,LU,AS6661 
178.254.119.176,178.254.119.183,business,LU,AS6661 
178.254.119.184,178.254.119.207,isp,LU,AS6661 
178.254.119.208,178.254.119.215,business,LU,AS6661 
178.254.119.216,178.254.119.223,isp,LU,AS6661 
178.254.119.224,178.254.119.231,business,LU,AS6661 
178.254.119.232,178.254.127.255,isp,LU,AS6661 
178.254.128.0,178.254.129.7,isp,RS,AS9125 
178.254.129.8,178.254.129.15,business,RS,AS9125 
178.254.129.16,178.254.129.19,isp,RS,AS9125 
178.254.129.20,178.254.129.43,business,RS,AS9125 
178.254.129.44,178.254.129.51,isp,RS,AS9125 
178.254.129.52,178.254.129.55,business,RS,AS9125 
178.254.129.56,178.254.129.75,isp,RS,AS9125 
178.254.129.76,178.254.129.79,business,RS,AS9125 
178.254.129.80,178.254.129.127,isp,RS,AS9125 
178.254.129.128,178.254.129.135,business,RS,AS9125 
178.254.129.136,178.254.129.163,isp,RS,AS9125 
178.254.129.164,178.254.129.199,business,RS,AS9125 
178.254.129.200,178.254.129.211,isp,RS,AS9125 
178.254.129.212,178.254.129.215,business,RS,AS9125 
178.254.129.216,178.254.129.223,isp,RS,AS9125 
178.254.129.224,178.254.129.227,business,RS,AS9125 
178.254.129.228,178.254.129.231,isp,RS,AS9125 
178.254.129.232,178.254.129.235,business,RS,AS9125 
178.254.129.236,178.254.129.239,isp,RS,AS9125 
178.254.129.240,178.254.129.247,business,RS,AS9125 
178.254.129.248,178.254.130.255,isp,RS,AS9125 
178.254.131.0,178.254.131.61,business,RS,AS9125 
178.254.131.62,178.254.131.71,isp,RS,AS9125 
178.254.131.72,178.254.131.79,business,RS,AS9125 
178.254.131.80,178.254.131.87,isp,RS,AS9125 
178.254.131.88,178.254.131.95,business,RS,AS9125 
178.254.131.96,178.254.131.131,isp,RS,AS9125 
178.254.131.132,178.254.131.135,business,RS,AS9125 
178.254.131.136,178.254.131.159,isp,RS,AS9125 
178.254.131.160,178.254.131.183,business,RS,AS9125 
178.254.131.184,178.254.131.207,isp,RS,AS9125 
178.254.131.208,178.254.131.231,business,RS,AS9125 
178.254.131.232,178.254.131.239,isp,RS,AS9125 
178.254.131.240,178.254.131.255,business,RS,AS9125 
178.254.132.0,178.254.132.55,isp,RS,AS9125 
178.254.132.56,178.254.132.59,business,RS,AS9125 
178.254.132.60,178.254.132.99,isp,RS,AS9125 
178.254.132.100,178.254.132.103,business,RS,AS9125 
178.254.132.104,178.254.132.107,isp,RS,AS9125 
178.254.132.108,178.254.132.111,business,RS,AS9125 
178.254.132.112,178.254.132.143,isp,RS,AS9125 
178.254.132.144,178.254.132.159,business,RS,AS9125 
178.254.132.160,178.254.133.63,isp,RS,AS9125 
178.254.133.64,178.254.133.95,business,RS,AS9125 
178.254.133.96,178.254.133.127,isp,RS,AS9125 
178.254.133.128,178.254.133.143,business,RS,AS9125 
178.254.133.144,178.254.133.159,isp,RS,AS9125 
178.254.133.160,178.254.133.167,business,RS,AS9125 
178.254.133.168,178.254.133.187,isp,RS,AS9125 
178.254.133.188,178.254.133.239,business,RS,AS9125 
178.254.133.240,178.254.133.247,isp,RS,AS9125 
178.254.133.248,178.254.133.251,business,RS,AS9125 
178.254.133.252,178.254.146.255,isp,RS,AS9125 
178.254.147.0,178.254.147.255,business,RS,AS202749 
178.254.148.0,178.254.148.39,business,RS,AS9125 
178.254.148.40,178.254.148.63,isp,RS,AS9125 
178.254.148.64,178.254.148.67,business,RS,AS9125 
178.254.148.68,178.254.148.71,isp,RS,AS9125 
178.254.148.72,178.254.148.87,business,RS,AS9125 
178.254.148.88,178.254.148.91,isp,RS,AS9125 
178.254.148.92,178.254.148.99,business,RS,AS9125 
178.254.148.100,178.254.148.111,isp,RS,AS9125 
178.254.148.112,178.254.148.119,business,RS,AS9125 
178.254.148.120,178.254.148.199,isp,RS,AS9125 
178.254.148.200,178.254.148.203,business,RS,AS9125 
178.254.148.204,178.254.148.247,isp,RS,AS9125 
178.254.148.248,178.254.149.7,business,RS,AS9125 
178.254.149.8,178.254.149.55,isp,RS,AS9125 
178.254.149.56,178.254.149.63,business,RS,AS9125 
178.254.149.64,178.254.149.95,isp,RS,AS9125 
178.254.149.96,178.254.149.99,business,RS,AS9125 
178.254.149.100,178.254.149.119,isp,RS,AS9125 
178.254.149.120,178.254.149.127,business,RS,AS9125 
178.254.149.128,178.254.149.143,isp,RS,AS9125 
178.254.149.144,178.254.149.151,business,RS,AS9125 
178.254.149.152,178.254.149.171,isp,RS,AS9125 
178.254.149.172,178.254.149.175,business,RS,AS9125 
178.254.149.176,178.254.149.243,isp,RS,AS9125 
178.254.149.244,178.254.149.247,business,RS,AS9125 
178.254.149.248,178.254.157.255,isp,RS,AS9125 
178.254.158.0,178.254.158.7,business,RS,AS9125 
178.254.158.8,178.254.166.255,isp,RS,AS9125 
178.254.167.0,178.254.167.255,isp,RS,AS28964 
178.254.168.0,178.254.168.255,business,TR,AS206119 
178.254.169.0,178.254.169.255,isp,RS,AS9125 
178.254.170.0,178.254.170.255,isp,RS,AS52116 
178.254.171.0,178.254.171.255,isp,ME,AS198961 
178.254.172.0,178.254.172.255,isp,RS,AS9125 
178.254.173.0,178.254.174.255,isp,RS,AS28964 
178.254.175.0,178.254.175.255,isp,RS,AS9125 
178.254.176.0,178.254.176.255,isp,RS,AS207069 
178.254.177.0,178.254.177.255,isp,,AS9125 
178.254.178.0,178.254.178.255,isp,RS,AS28964 
178.254.179.0,178.254.179.255,isp,ME,AS198961 
178.254.180.0,178.254.181.255,isp,RS,AS52116 
178.254.182.0,178.254.185.255,isp,RS,AS9125 
178.254.186.0,178.254.186.255,isp,HR,AS199565 
178.254.187.0,178.254.191.255,isp,RS,AS9125 
178.254.192.0,178.254.255.255,isp,BG,AS20911 
