84.252.0.0,84.252.11.255,isp,BG,AS8717 
84.252.12.0,84.252.13.255,isp,BG,AS13124 
84.252.14.0,84.252.14.255,isp,BG,AS29580 
84.252.15.0,84.252.15.255,isp,BG,AS13124 
84.252.16.0,84.252.51.255,isp,BG,AS8717 
84.252.52.0,84.252.54.255,isp,BG,AS13124 
84.252.55.0,84.252.55.255,hosting,BG,AS202043 
84.252.56.0,84.252.63.255,isp,BG,AS13124 
84.252.64.0,84.252.64.255,business,BD,AS62240 
84.252.65.0,84.252.65.255,business,MX,AS62240 
84.252.66.0,84.252.67.255,business,MY,AS59729 
84.252.68.0,84.252.68.255,hosting,RU,AS62300 
84.252.69.0,84.252.69.255,business,PL,AS62240 
84.252.70.0,84.252.71.255,business,RU,AS34665 
84.252.72.0,84.252.72.255,hosting,RU,AS9009 
84.252.73.0,84.252.75.255,hosting,RU,AS205090 
84.252.76.0,84.252.79.255,business,DK,AS49010 
84.252.80.0,84.252.83.255,hosting,TR,AS215739 
84.252.84.0,84.252.85.255,business,IT,AS9009 
84.252.86.0,84.252.86.255,business,CH,AS9009 
84.252.87.0,84.252.87.255,business,DE,AS9009 
84.252.88.0,84.252.91.255,hosting,PT,AS9186 
84.252.92.0,84.252.92.255,hosting,MO,AS9009 
84.252.93.0,84.252.93.255,hosting,BD,AS9009 
84.252.94.0,84.252.95.255,hosting,GB,AS9009 
84.252.96.0,84.252.99.255,isp,IL,AS204814 
84.252.100.0,84.252.101.255,hosting,HK,AS136933 
84.252.102.0,84.252.103.255,hosting,NL,AS216154 
84.252.104.0,84.252.104.255,business,GB, 
84.252.105.0,84.252.105.255,hosting,HR,AS207517 
84.252.106.0,84.252.106.255,isp,JO, 
84.252.107.0,84.252.107.255,business,NL, 
84.252.108.0,84.252.111.255,isp,IE,AS49567 
84.252.112.0,84.252.112.255,business,MT,AS212238 
84.252.113.0,84.252.113.255,hosting,MX,AS212238 
84.252.114.0,84.252.114.255,business,AR,AS212238 
84.252.115.0,84.252.115.255,business,AE,AS212238 
84.252.116.0,84.252.119.255,hosting,SK,AS138005 
84.252.120.0,84.252.123.255,hosting,DE,AS208208 
84.252.124.0,84.252.127.255,business,NL,AS209871 
84.252.128.0,84.252.143.255,hosting,RU,AS200350 
84.252.144.0,84.252.147.255,business,RU,AS35237 
84.252.148.0,84.252.148.255,business,RU,AS33844 
84.252.149.0,84.252.155.255,business,RU,AS35237 
84.252.156.0,84.252.159.255,hosting,KZ,AS200590 
84.252.160.0,84.252.191.255,hosting,RU,AS13238 
84.252.192.0,84.252.193.55,isp,GB,AS8586 
84.252.193.56,84.252.193.63,business,GB,AS8586 
84.252.193.64,84.252.193.95,isp,GB,AS8586 
84.252.193.96,84.252.193.103,business,GB,AS8586 
84.252.193.104,84.252.193.215,isp,GB,AS8586 
84.252.193.216,84.252.193.223,business,GB,AS8586 
84.252.193.224,84.252.194.255,isp,GB,AS8586 
84.252.195.0,84.252.195.55,business,GB,AS8586 
84.252.195.56,84.252.195.63,isp,GB,AS8586 
84.252.195.64,84.252.195.71,education,GB,AS8586 
84.252.195.72,84.252.195.87,business,GB,AS8586 
84.252.195.88,84.252.195.95,isp,GB,AS8586 
84.252.195.96,84.252.195.103,business,GB,AS8586 
84.252.195.104,84.252.195.111,isp,GB,AS8586 
84.252.195.112,84.252.196.31,business,GB,AS8586 
