84.246.0.0,84.246.17.255,isp,NL,AS28685 
84.246.18.0,84.246.18.255,business,NL,AS28685 
84.246.19.0,84.246.31.255,isp,NL,AS28685 
84.246.32.0,84.246.63.255,business,NL,AS28685 
84.246.64.0,84.246.71.255,business,DE,AS680 
84.246.72.0,84.246.79.255,business,KW,AS39504 
84.246.80.0,84.246.80.255,hosting,NL,AS50673 
84.246.81.0,84.246.81.255,business,AU,AS62240 
84.246.82.0,84.246.82.255,business,IN,AS202656 
84.246.83.0,84.246.83.255,hosting,US,AS7393 
84.246.84.0,84.246.84.255,business,UA,AS48031 
84.246.85.0,84.246.85.255,hosting,NL,AS44477 
84.246.86.0,84.246.87.255,business,UA,AS48031 
84.246.88.0,84.246.95.255,isp,SE,AS33885 
84.246.96.0,84.246.103.255,education,HR, 
84.246.104.0,84.246.104.255,hosting,FR,AS20565 
84.246.105.0,84.246.105.255,business,RU,AS20590 
84.246.106.0,84.246.106.255,business,UA,AS48031 
84.246.107.0,84.246.107.255,hosting,UA,AS210986 
84.246.108.0,84.246.108.255,business,GB,AS3320 
84.246.109.0,84.246.109.255,business,UA,AS48031 
84.246.110.0,84.246.110.255,business,FI,AS62240 
84.246.111.0,84.246.111.255,business,CY,AS3320 
84.246.112.0,84.246.118.255,hosting,GB,AS33921 
84.246.119.0,84.246.119.255,isp,IN, 
84.246.120.0,84.246.123.207,hosting,DE,AS34568 
84.246.123.208,84.246.123.215,hosting,GB,AS34568 
84.246.123.216,84.246.124.255,hosting,DE,AS34568 
84.246.125.0,84.246.125.255,hosting,DE,AS61157 
84.246.126.0,84.246.126.255,hosting,DE,AS34568 
84.246.127.0,84.246.127.255,business,DE,AS34568 
84.246.128.0,84.246.132.7,isp,SE,AS34236 
84.246.132.8,84.246.132.19,business,SE,AS34236 
84.246.132.20,84.246.132.71,isp,SE,AS34236 
84.246.132.72,84.246.132.79,business,SE,AS34236 
84.246.132.80,84.246.132.103,isp,SE,AS34236 
84.246.132.104,84.246.132.111,business,SE,AS34236 
84.246.132.112,84.246.132.143,isp,SE,AS34236 
84.246.132.144,84.246.132.151,business,FI,AS34236 
84.246.132.152,84.246.133.255,isp,SE,AS34236 
84.246.134.0,84.246.134.255,isp,SE,AS41943 
84.246.135.0,84.246.135.255,isp,SE,AS215331 
84.246.136.0,84.246.143.255,hosting,GB,AS31402 
84.246.144.0,84.246.145.9,isp,IT,AS62007 
84.246.145.10,84.246.145.10,business,GB,AS62007 
84.246.145.11,84.246.146.127,isp,IT,AS62007 
84.246.146.128,84.246.146.143,business,IT,AS62007 
84.246.146.144,84.246.151.255,isp,IT,AS62007 
84.246.152.0,84.246.152.63,isp,GB, 
84.246.152.64,84.246.159.255,business,GB, 
84.246.160.0,84.246.167.255,hosting,CZ,AS39761 
84.246.168.0,84.246.175.255,business,GB,AS33953 
84.246.176.0,84.246.177.63,business,GB,AS42880 
84.246.177.64,84.246.177.159,isp,GB,AS42880 
84.246.177.160,84.246.183.223,business,GB,AS42880 
84.246.183.224,84.246.183.255,isp,GB,AS42880 
84.246.184.0,84.246.191.255,business,GB,AS47113 
84.246.192.0,84.246.194.255,hosting,GB,AS8282 
84.246.195.0,84.246.195.255,isp,GB,AS8282 
84.246.196.0,84.246.199.255,isp,GB,AS24916 
84.246.200.0,84.246.201.255,isp,IM,AS42455 
84.246.202.0,84.246.206.191,isp,GB,AS42455 
84.246.206.192,84.246.206.231,business,GB,AS42455 
84.246.206.232,84.246.206.239,isp,GB,AS42455 
84.246.206.240,84.246.206.247,isp,IM,AS42455 
84.246.206.248,84.246.207.255,isp,GB,AS42455 
84.246.208.0,84.246.215.255,hosting,ES,AS50926 
84.246.216.0,84.246.223.255,business,FR,AS49137 
84.246.224.0,84.246.224.143,hosting,FR,AS35393 
84.246.224.144,84.246.224.151,isp,FR,AS35393 
84.246.224.152,84.246.224.159,hosting,FR,AS35393 
84.246.224.160,84.246.224.175,isp,FR,AS35393 
84.246.224.176,84.246.225.63,hosting,FR,AS35393 
84.246.225.64,84.246.225.127,isp,FR,AS35393 
84.246.225.128,84.246.225.255,hosting,FR,AS35393 
84.246.226.0,84.246.226.255,isp,FR,AS35393 
84.246.227.0,84.246.230.255,hosting,FR,AS35393 
84.246.231.0,84.246.231.255,business,ES,AS35393 
84.246.232.0,84.246.239.255,business,CH,AS12511 
84.246.240.0,84.246.241.255,hosting,DK,AS205984 
84.246.242.0,84.246.242.255,hosting,DK,AS208377 
84.246.243.0,84.246.243.255,hosting,DK,AS205984 
84.246.244.0,84.246.244.255,business,DK,AS34165 
84.246.245.0,84.246.245.31,isp,DK,AS34165 
84.246.245.32,84.246.245.63,business,DK,AS34165 
84.246.245.64,84.246.245.95,isp,DK,AS34165 
84.246.245.96,84.246.245.127,business,DK,AS34165 
84.246.245.128,84.246.245.159,isp,DK,AS34165 
84.246.245.160,84.246.245.191,business,DK,AS34165 
84.246.245.192,84.246.245.223,isp,DK,AS34165 
84.246.245.224,84.246.246.47,business,DK,AS34165 
84.246.246.48,84.246.246.63,isp,DK,AS34165 
84.246.246.64,84.246.246.255,business,DK,AS34165 
84.246.247.0,84.246.247.7,isp,DK,AS34165 
84.246.247.8,84.246.247.31,business,DK,AS34165 
84.246.247.32,84.246.247.39,isp,DK,AS34165 
84.246.247.40,84.246.247.47,business,DK,AS34165 
84.246.247.48,84.246.247.135,isp,DK,AS34165 
84.246.247.136,84.246.247.143,business,DK,AS34165 
84.246.247.144,84.246.247.159,isp,DK,AS34165 
84.246.247.160,84.246.247.255,business,DK,AS34165 
84.246.248.0,84.246.248.255,hosting,DE,AS34308 
84.246.249.0,84.246.249.71,business,DE,AS34308 
84.246.249.72,84.246.249.79,business,CH,AS34308 
84.246.249.80,84.246.249.95,business,DE,AS34308 
84.246.249.96,84.246.249.103,business,IT,AS34308 
84.246.249.104,84.246.249.111,business,DE,AS34308 
84.246.249.112,84.246.249.119,business,AT,AS34308 
84.246.249.120,84.246.249.127,business,DE,AS34308 
84.246.249.128,84.246.249.135,business,IT,AS34308 
84.246.249.136,84.246.249.207,business,DE,AS34308 
84.246.249.208,84.246.249.215,business,FR,AS34308 
84.246.249.216,84.246.249.239,business,DE,AS34308 
84.246.249.240,84.246.249.247,business,AT,AS34308 
84.246.249.248,84.246.250.11,business,DE,AS34308 
84.246.250.12,84.246.250.15,business,ES,AS34308 
84.246.250.16,84.246.250.16,business,CH,AS34308 
84.246.250.17,84.246.250.23,business,DE,AS34308 
84.246.250.24,84.246.250.31,business,IT,AS34308 
84.246.250.32,84.246.250.175,business,DE,AS34308 
84.246.250.176,84.246.250.183,business,CH,AS34308 
84.246.250.184,84.246.250.191,business,NL,AS34308 
84.246.250.192,84.246.250.247,business,DE,AS34308 
84.246.250.248,84.246.250.255,business,GB,AS34308 
84.246.251.0,84.246.254.15,business,DE,AS34308 
84.246.254.16,84.246.254.23,business,NL,AS34308 
84.246.254.24,84.246.254.31,business,DE,AS34308 
84.246.254.32,84.246.254.39,business,AT,AS34308 
84.246.254.40,84.246.254.87,business,DE,AS34308 
84.246.254.88,84.246.254.95,business,IT,AS34308 
84.246.254.96,84.246.254.207,business,DE,AS34308 
84.246.254.208,84.246.254.247,business,IT,AS34308 
84.246.254.248,84.246.254.255,business,CH,AS34308 
84.246.255.0,84.246.255.255,business,DE,AS34308 
