84.245.0.0,84.245.47.255,isp,NL,AS25596 
84.245.133.0,84.245.135.255,business,DE,AS20676 
84.245.136.0,84.245.136.31,isp,DE,AS20676 
84.245.136.32,84.245.136.32,business,DE,AS20676 
84.245.136.33,84.245.136.64,isp,DE,AS20676 
84.245.136.65,84.245.136.65,business,DE,AS20676 
84.245.136.66,84.245.136.72,isp,DE,AS20676 
84.245.136.73,84.245.136.73,business,DE,AS20676 
84.245.136.74,84.245.136.75,isp,DE,AS20676 
84.245.136.76,84.245.136.77,business,DE,AS20676 
84.245.136.78,84.245.136.79,isp,DE,AS20676 
84.245.136.80,84.245.136.83,business,DE,AS20676 
84.245.136.84,84.245.136.87,isp,DE,AS20676 
84.245.136.88,84.245.136.95,business,DE,AS20676 
84.245.136.96,84.245.136.101,isp,DE,AS20676 
84.245.136.102,84.245.136.102,business,DE,AS20676 
84.245.136.103,84.245.136.106,isp,DE,AS20676 
84.245.136.107,84.245.136.107,business,DE,AS20676 
84.245.136.108,84.245.136.108,isp,DE,AS20676 
84.245.136.109,84.245.136.109,business,DE,AS20676 
84.245.136.110,84.245.136.114,isp,DE,AS20676 
84.245.136.115,84.245.136.115,business,DE,AS20676 
84.245.136.116,84.245.136.116,isp,DE,AS20676 
84.245.136.117,84.245.136.117,business,DE,AS20676 
84.245.136.118,84.245.136.127,isp,DE,AS20676 
84.245.136.128,84.245.136.131,business,DE,AS20676 
84.245.136.132,84.245.136.143,isp,DE,AS20676 
84.245.136.144,84.245.136.148,business,DE,AS20676 
84.245.136.149,84.245.136.157,isp,DE,AS20676 
84.245.136.158,84.245.136.158,business,DE,AS20676 
84.245.136.159,84.245.136.163,isp,DE,AS20676 
84.245.136.164,84.245.136.164,business,DE,AS20676 
84.245.136.165,84.245.136.171,isp,DE,AS20676 
84.245.136.172,84.245.136.172,business,DE,AS20676 
84.245.136.173,84.245.136.194,isp,DE,AS20676 
84.245.136.195,84.245.136.195,business,DE,AS20676 
84.245.136.196,84.245.136.196,isp,DE,AS20676 
84.245.136.197,84.245.136.199,business,DE,AS20676 
84.245.136.200,84.245.136.207,isp,DE,AS20676 
84.245.136.208,84.245.136.208,business,DE,AS20676 
84.245.136.209,84.245.136.209,isp,DE,AS20676 
84.245.136.210,84.245.136.210,business,DE,AS20676 
84.245.136.211,84.245.136.225,isp,DE,AS20676 
84.245.136.226,84.245.136.227,business,DE,AS20676 
84.245.136.228,84.245.136.236,isp,DE,AS20676 
84.245.136.237,84.245.136.237,business,DE,AS20676 
84.245.136.238,84.245.136.255,isp,DE,AS20676 
84.245.137.0,84.245.137.3,business,DE,AS20676 
84.245.137.4,84.245.137.7,isp,DE,AS20676 
84.245.137.8,84.245.137.15,business,DE,AS20676 
84.245.137.16,84.245.137.31,isp,DE,AS20676 
84.245.137.32,84.245.137.63,education,DE,AS20676 
84.245.137.64,84.245.137.72,business,DE,AS20676 
84.245.137.73,84.245.137.75,isp,DE,AS20676 
84.245.137.76,84.245.137.76,business,DE,AS20676 
84.245.137.77,84.245.137.89,isp,DE,AS20676 
84.245.137.90,84.245.137.90,business,DE,AS20676 
84.245.137.91,84.245.137.93,isp,DE,AS20676 
84.245.137.94,84.245.137.94,business,DE,AS20676 
84.245.137.95,84.245.137.95,isp,DE,AS20676 
84.245.137.96,84.245.137.103,business,DE,AS20676 
84.245.137.104,84.245.137.111,isp,DE,AS20676 
84.245.137.112,84.245.137.119,business,DE,AS20676 
84.245.137.120,84.245.137.123,isp,DE,AS20676 
84.245.137.124,84.245.137.124,business,DE,AS20676 
84.245.137.125,84.245.137.125,isp,DE,AS20676 
84.245.137.126,84.245.137.126,business,DE,AS20676 
84.245.137.127,84.245.137.135,isp,DE,AS20676 
84.245.137.136,84.245.137.151,business,DE,AS20676 
84.245.137.152,84.245.137.170,isp,DE,AS20676 
84.245.137.171,84.245.137.171,business,DE,AS20676 
84.245.137.172,84.245.137.223,isp,DE,AS20676 
84.245.137.224,84.245.137.227,business,DE,AS20676 
84.245.137.228,84.245.137.230,isp,DE,AS20676 
84.245.137.231,84.245.137.239,business,DE,AS20676 
84.245.137.240,84.245.138.19,isp,DE,AS20676 
84.245.138.20,84.245.138.23,business,DE,AS20676 
84.245.138.24,84.245.138.27,isp,DE,AS20676 
84.245.138.28,84.245.138.28,business,DE,AS20676 
84.245.138.29,84.245.138.39,isp,DE,AS20676 
84.245.138.40,84.245.138.47,business,DE,AS20676 
84.245.138.48,84.245.138.55,isp,DE,AS20676 
84.245.138.56,84.245.138.63,business,DE,AS20676 
84.245.138.64,84.245.138.67,isp,DE,AS20676 
84.245.138.68,84.245.138.68,business,DE,AS20676 
84.245.138.69,84.245.138.69,isp,DE,AS20676 
84.245.138.70,84.245.138.70,business,DE,AS20676 
84.245.138.71,84.245.138.92,isp,DE,AS20676 
84.245.138.93,84.245.138.93,business,DE,AS20676 
84.245.138.94,84.245.138.106,isp,DE,AS20676 
84.245.138.107,84.245.138.107,business,DE,AS20676 
84.245.138.108,84.245.138.130,isp,DE,AS20676 
84.245.138.131,84.245.138.131,business,DE,AS20676 
84.245.138.132,84.245.138.132,isp,DE,AS20676 
84.245.138.133,84.245.138.135,business,DE,AS20676 
84.245.138.136,84.245.138.142,isp,DE,AS20676 
84.245.138.143,84.245.138.143,business,DE,AS20676 
84.245.138.144,84.245.138.144,isp,DE,AS20676 
84.245.138.145,84.245.138.145,business,DE,AS20676 
84.245.138.146,84.245.138.151,isp,DE,AS20676 
84.245.138.152,84.245.138.152,business,DE,AS20676 
84.245.138.153,84.245.138.167,isp,DE,AS20676 
84.245.138.168,84.245.138.175,business,DE,AS20676 
84.245.138.176,84.245.138.176,isp,DE,AS20676 
84.245.138.177,84.245.138.177,business,DE,AS20676 
84.245.138.178,84.245.138.178,isp,DE,AS20676 
84.245.138.179,84.245.138.183,business,DE,AS20676 
84.245.138.184,84.245.138.191,isp,DE,AS20676 
84.245.138.192,84.245.138.223,business,DE,AS20676 
84.245.138.224,84.245.138.235,isp,DE,AS20676 
84.245.138.236,84.245.138.247,business,DE,AS20676 
84.245.138.248,84.245.138.255,isp,DE,AS20676 
84.245.139.0,84.245.139.3,business,DE,AS20676 
84.245.139.4,84.245.139.5,isp,DE,AS20676 
84.245.139.6,84.245.139.6,business,DE,AS20676 
84.245.139.7,84.245.139.19,isp,DE,AS20676 
84.245.139.20,84.245.139.35,business,DE,AS20676 
84.245.139.36,84.245.139.39,isp,DE,AS20676 
84.245.139.40,84.245.139.47,business,DE,AS20676 
84.245.139.48,84.245.139.63,isp,DE,AS20676 
84.245.139.64,84.245.139.103,business,DE,AS20676 
84.245.139.104,84.245.139.119,isp,DE,AS20676 
84.245.139.120,84.245.139.127,business,DE,AS20676 
84.245.139.128,84.245.139.159,isp,DE,AS20676 
84.245.139.160,84.245.139.167,business,DE,AS20676 
84.245.139.168,84.245.139.169,isp,DE,AS20676 
84.245.139.170,84.245.139.170,business,DE,AS20676 
84.245.139.171,84.245.139.171,isp,DE,AS20676 
84.245.139.172,84.245.139.172,business,DE,AS20676 
84.245.139.173,84.245.139.174,isp,DE,AS20676 
84.245.139.175,84.245.139.183,business,DE,AS20676 
84.245.139.184,84.245.139.223,isp,DE,AS20676 
84.245.139.224,84.245.139.231,business,DE,AS20676 
84.245.139.232,84.245.140.17,isp,DE,AS20676 
84.245.140.18,84.245.140.18,business,DE,AS20676 
84.245.140.19,84.245.140.38,isp,DE,AS20676 
84.245.140.39,84.245.140.39,business,DE,AS20676 
84.245.140.40,84.245.140.44,isp,DE,AS20676 
84.245.140.45,84.245.140.45,business,DE,AS20676 
84.245.140.46,84.245.140.59,isp,DE,AS20676 
84.245.140.60,84.245.140.63,business,DE,AS20676 
84.245.140.64,84.245.140.79,isp,DE,AS20676 
84.245.140.80,84.245.140.83,business,DE,AS20676 
84.245.140.84,84.245.140.93,isp,DE,AS20676 
84.245.140.94,84.245.140.94,business,DE,AS20676 
84.245.140.95,84.245.140.99,isp,DE,AS20676 
84.245.140.100,84.245.140.100,business,DE,AS20676 
84.245.140.101,84.245.140.118,isp,DE,AS20676 
84.245.140.119,84.245.140.119,business,DE,AS20676 
84.245.140.120,84.245.140.131,isp,DE,AS20676 
84.245.140.132,84.245.140.133,business,DE,AS20676 
84.245.140.134,84.245.140.139,isp,DE,AS20676 
84.245.140.140,84.245.140.143,business,DE,AS20676 
84.245.140.144,84.245.140.151,isp,DE,AS20676 
84.245.140.152,84.245.140.159,business,DE,AS20676 
84.245.140.160,84.245.140.167,isp,DE,AS20676 
84.245.140.168,84.245.140.183,business,DE,AS20676 
84.245.140.184,84.245.140.215,isp,DE,AS20676 
84.245.140.216,84.245.140.223,business,DE,AS20676 
84.245.140.224,84.245.140.239,isp,DE,AS20676 
84.245.140.240,84.245.140.247,business,DE,AS20676 
84.245.140.248,84.245.141.8,isp,DE,AS20676 
84.245.141.9,84.245.141.9,business,DE,AS20676 
84.245.141.10,84.245.141.10,isp,DE,AS20676 
84.245.141.11,84.245.141.11,business,DE,AS20676 
84.245.141.12,84.245.141.32,isp,DE,AS20676 
84.245.141.33,84.245.141.36,business,DE,AS20676 
84.245.141.37,84.245.141.37,isp,DE,AS20676 
84.245.141.38,84.245.141.38,business,DE,AS20676 
84.245.141.39,84.245.141.55,isp,DE,AS20676 
84.245.141.56,84.245.141.56,business,DE,AS20676 
84.245.141.57,84.245.141.61,isp,DE,AS20676 
84.245.141.62,84.245.141.62,business,DE,AS20676 
84.245.141.63,84.245.141.99,isp,DE,AS20676 
84.245.141.100,84.245.141.103,business,DE,AS20676 
84.245.141.104,84.245.141.111,isp,DE,AS20676 
84.245.141.112,84.245.141.119,business,DE,AS20676 
84.245.141.120,84.245.141.143,isp,DE,AS20676 
84.245.141.144,84.245.141.151,business,DE,AS20676 
84.245.141.152,84.245.141.167,isp,DE,AS20676 
84.245.141.168,84.245.141.175,business,DE,AS20676 
84.245.141.176,84.245.141.199,isp,DE,AS20676 
84.245.141.200,84.245.141.211,business,DE,AS20676 
84.245.141.212,84.245.141.223,isp,DE,AS20676 
84.245.141.224,84.245.141.231,business,DE,AS20676 
84.245.141.232,84.245.141.247,isp,DE,AS20676 
84.245.141.248,84.245.141.251,business,DE,AS20676 
84.245.141.252,84.245.142.11,isp,DE,AS20676 
84.245.142.12,84.245.142.15,business,DE,AS20676 
84.245.142.16,84.245.142.16,isp,DE,AS20676 
84.245.142.17,84.245.142.18,business,DE,AS20676 
84.245.142.19,84.245.142.19,isp,DE,AS20676 
84.245.142.20,84.245.142.23,business,DE,AS20676 
84.245.142.24,84.245.142.47,isp,DE,AS20676 
84.245.142.48,84.245.142.55,business,DE,AS20676 
84.245.142.56,84.245.142.81,isp,DE,AS20676 
84.245.142.82,84.245.142.82,business,DE,AS20676 
84.245.142.83,84.245.142.91,isp,DE,AS20676 
84.245.142.92,84.245.142.93,business,DE,AS20676 
84.245.142.94,84.245.142.106,isp,DE,AS20676 
84.245.142.107,84.245.142.107,business,DE,AS20676 
84.245.142.108,84.245.142.111,isp,DE,AS20676 
84.245.142.112,84.245.142.112,business,DE,AS20676 
84.245.142.113,84.245.142.116,isp,DE,AS20676 
84.245.142.117,84.245.142.117,business,DE,AS20676 
84.245.142.118,84.245.142.118,isp,DE,AS20676 
84.245.142.119,84.245.142.119,business,DE,AS20676 
84.245.142.120,84.245.142.133,isp,DE,AS20676 
84.245.142.134,84.245.142.134,business,DE,AS20676 
84.245.142.135,84.245.142.145,isp,DE,AS20676 
84.245.142.146,84.245.142.146,business,DE,AS20676 
84.245.142.147,84.245.142.151,isp,DE,AS20676 
84.245.142.152,84.245.142.159,business,DE,AS20676 
84.245.142.160,84.245.142.163,isp,DE,AS20676 
84.245.142.164,84.245.142.167,business,DE,AS20676 
84.245.142.168,84.245.142.184,isp,DE,AS20676 
84.245.142.185,84.245.142.185,business,DE,AS20676 
84.245.142.186,84.245.142.187,isp,DE,AS20676 
84.245.142.188,84.245.142.223,business,DE,AS20676 
84.245.142.224,84.245.142.247,isp,DE,AS20676 
84.245.142.248,84.245.142.255,business,DE,AS20676 
84.245.143.0,84.245.143.1,isp,DE,AS20676 
84.245.143.2,84.245.143.2,business,DE,AS20676 
84.245.143.3,84.245.143.7,isp,DE,AS20676 
84.245.143.8,84.245.143.15,business,DE,AS20676 
84.245.143.16,84.245.143.37,isp,DE,AS20676 
84.245.143.38,84.245.143.38,business,DE,AS20676 
84.245.143.39,84.245.143.39,isp,DE,AS20676 
84.245.143.40,84.245.143.63,business,DE,AS20676 
84.245.143.64,84.245.143.202,isp,DE,AS20676 
84.245.143.203,84.245.143.203,business,DE,AS20676 
84.245.143.204,84.245.143.250,isp,DE,AS20676 
84.245.143.251,84.245.143.251,business,DE,AS20676 
84.245.143.252,84.245.144.15,isp,DE,AS20676 
84.245.144.16,84.245.144.19,business,DE,AS20676 
84.245.144.20,84.245.144.26,isp,DE,AS20676 
84.245.144.27,84.245.144.27,business,DE,AS20676 
84.245.144.28,84.245.144.71,isp,DE,AS20676 
84.245.144.72,84.245.144.79,business,DE,AS20676 
84.245.144.80,84.245.144.103,isp,DE,AS20676 
84.245.144.104,84.245.144.111,business,DE,AS20676 
84.245.144.112,84.245.144.119,isp,DE,AS20676 
84.245.144.120,84.245.144.127,business,DE,AS20676 
84.245.144.128,84.245.144.192,isp,DE,AS20676 
84.245.144.193,84.245.144.194,business,DE,AS20676 
84.245.144.195,84.245.144.195,isp,DE,AS20676 
84.245.144.196,84.245.144.196,business,DE,AS20676 
84.245.144.197,84.245.144.211,isp,DE,AS20676 
84.245.144.212,84.245.144.212,business,DE,AS20676 
84.245.144.213,84.245.144.223,isp,DE,AS20676 
84.245.144.224,84.245.144.231,business,DE,AS20676 
84.245.144.232,84.245.144.239,isp,DE,AS20676 
84.245.144.240,84.245.144.241,business,DE,AS20676 
84.245.144.242,84.245.144.255,isp,DE,AS20676 
84.245.145.0,84.245.145.31,business,DE,AS20676 
84.245.145.32,84.245.145.39,isp,DE,AS20676 
84.245.145.40,84.245.145.47,business,DE,AS20676 
84.245.145.48,84.245.145.55,isp,DE,AS20676 
84.245.145.56,84.245.145.56,business,DE,AS20676 
84.245.145.57,84.245.145.71,isp,DE,AS20676 
84.245.145.72,84.245.145.79,business,DE,AS20676 
84.245.145.80,84.245.145.95,isp,DE,AS20676 
84.245.145.96,84.245.145.103,business,DE,AS20676 
84.245.145.104,84.245.145.108,isp,DE,AS20676 
84.245.145.109,84.245.145.109,business,DE,AS20676 
84.245.145.110,84.245.145.111,isp,DE,AS20676 
84.245.145.112,84.245.145.127,business,DE,AS20676 
84.245.145.128,84.245.145.175,isp,DE,AS20676 
84.245.145.176,84.245.145.183,business,DE,AS20676 
84.245.145.184,84.245.145.185,isp,DE,AS20676 
84.245.145.186,84.245.145.187,business,DE,AS20676 
84.245.145.188,84.245.145.199,isp,DE,AS20676 
84.245.145.200,84.245.145.207,business,DE,AS20676 
84.245.145.208,84.245.145.215,isp,DE,AS20676 
84.245.145.216,84.245.145.219,business,DE,AS20676 
84.245.145.220,84.245.145.223,isp,DE,AS20676 
84.245.145.224,84.245.145.239,business,DE,AS20676 
84.245.145.240,84.245.145.249,isp,DE,AS20676 
84.245.145.250,84.245.145.250,business,DE,AS20676 
84.245.145.251,84.245.145.251,isp,DE,AS20676 
84.245.145.252,84.245.145.253,business,DE,AS20676 
84.245.145.254,84.245.146.7,isp,DE,AS20676 
84.245.146.8,84.245.146.8,business,DE,AS20676 
84.245.146.9,84.245.146.9,isp,DE,AS20676 
84.245.146.10,84.245.146.10,business,DE,AS20676 
84.245.146.11,84.245.146.14,isp,DE,AS20676 
84.245.146.15,84.245.146.15,business,DE,AS20676 
84.245.146.16,84.245.146.31,isp,DE,AS20676 
84.245.146.32,84.245.146.63,business,DE,AS20676 
84.245.146.64,84.245.146.119,isp,DE,AS20676 
84.245.146.120,84.245.146.127,business,DE,AS20676 
84.245.146.128,84.245.146.131,isp,DE,AS20676 
84.245.146.132,84.245.146.135,business,DE,AS20676 
84.245.146.136,84.245.146.143,isp,DE,AS20676 
84.245.146.144,84.245.146.171,business,DE,AS20676 
84.245.146.172,84.245.146.175,isp,DE,AS20676 
84.245.146.176,84.245.146.207,business,DE,AS20676 
84.245.146.208,84.245.146.218,isp,DE,AS20676 
84.245.146.219,84.245.146.220,business,DE,AS20676 
84.245.146.221,84.245.146.223,isp,DE,AS20676 
84.245.146.224,84.245.146.231,business,DE,AS20676 
84.245.146.232,84.245.146.236,isp,DE,AS20676 
84.245.146.237,84.245.146.237,business,DE,AS20676 
84.245.146.238,84.245.146.248,isp,DE,AS20676 
84.245.146.249,84.245.146.249,business,DE,AS20676 
84.245.146.250,84.245.147.29,isp,DE,AS20676 
84.245.147.30,84.245.147.31,business,DE,AS20676 
84.245.147.32,84.245.147.63,isp,DE,AS20676 
84.245.147.64,84.245.147.79,business,DE,AS20676 
84.245.147.80,84.245.147.85,isp,DE,AS20676 
84.245.147.86,84.245.147.88,business,DE,AS20676 
84.245.147.89,84.245.147.91,isp,DE,AS20676 
84.245.147.92,84.245.147.103,business,DE,AS20676 
84.245.147.104,84.245.147.118,isp,DE,AS20676 
84.245.147.119,84.245.147.119,business,DE,AS20676 
84.245.147.120,84.245.147.123,isp,DE,AS20676 
84.245.147.124,84.245.147.127,business,DE,AS20676 
84.245.147.128,84.245.147.228,isp,DE,AS20676 
84.245.147.229,84.245.147.229,business,DE,AS20676 
84.245.147.230,84.245.147.247,isp,DE,AS20676 
84.245.147.248,84.245.147.255,business,DE,AS20676 
84.245.148.0,84.245.148.207,isp,DE,AS20676 
84.245.148.208,84.245.148.223,business,DE,AS20676 
84.245.148.224,84.245.148.255,isp,DE,AS20676 
84.245.149.0,84.245.149.7,business,DE,AS20676 
84.245.149.8,84.245.149.15,isp,DE,AS20676 
84.245.149.16,84.245.149.23,business,DE,AS20676 
84.245.149.24,84.245.149.31,isp,DE,AS20676 
84.245.149.32,84.245.149.39,business,DE,AS20676 
84.245.149.40,84.245.149.79,isp,DE,AS20676 
84.245.149.80,84.245.149.87,business,DE,AS20676 
84.245.149.88,84.245.149.130,isp,DE,AS20676 
84.245.149.131,84.245.149.131,business,DE,AS20676 
84.245.149.132,84.245.149.135,isp,DE,AS20676 
84.245.149.136,84.245.149.143,business,DE,AS20676 
84.245.149.144,84.245.149.148,isp,DE,AS20676 
84.245.149.149,84.245.149.150,business,DE,AS20676 
84.245.149.151,84.245.149.166,isp,DE,AS20676 
84.245.149.167,84.245.149.167,business,DE,AS20676 
84.245.149.168,84.245.149.175,isp,DE,AS20676 
84.245.149.176,84.245.149.191,business,DE,AS20676 
84.245.149.192,84.245.149.192,isp,DE,AS20676 
84.245.149.193,84.245.149.193,business,DE,AS20676 
84.245.149.194,84.245.149.194,isp,DE,AS20676 
84.245.149.195,84.245.149.195,business,DE,AS20676 
