190.184.0.0,190.184.127.255,isp,NI,AS27761 
190.184.128.0,190.184.191.255,isp,CO,AS22368 
190.184.192.0,190.184.195.255,hosting,AR,AS52290 
190.184.196.0,190.184.196.15,hosting,LU,AS28110 
190.184.196.16,190.184.196.31,hosting,CR,AS28110 
190.184.196.32,190.184.196.47,hosting,LU,AS28110 
190.184.196.48,190.184.196.79,hosting,CR,AS28110 
190.184.196.80,190.184.196.87,hosting,US,AS28110 
190.184.196.88,190.184.196.95,hosting,MX,AS28110 
190.184.196.96,190.184.196.127,hosting,US,AS28110 
190.184.196.128,190.184.196.255,hosting,CR,AS28110 
190.184.197.0,190.184.197.63,hosting,HN,AS28110 
190.184.197.64,190.184.197.127,hosting,CR,AS28110 
190.184.197.128,190.184.197.135,hosting,LU,AS28110 
190.184.197.136,190.184.197.143,hosting,PA,AS28110 
190.184.197.144,190.184.197.159,hosting,CR,AS28110 
190.184.197.160,190.184.197.191,hosting,US,AS28110 
190.184.197.192,190.184.197.255,hosting,PL,AS28110 
190.184.198.0,190.184.199.15,hosting,CR,AS28110 
190.184.199.16,190.184.199.31,isp,CR,AS28110 
190.184.199.32,190.184.199.63,hosting,CR,AS28110 
190.184.199.64,190.184.199.79,isp,CR,AS28110 
190.184.199.80,190.184.199.255,hosting,CR,AS28110 
190.184.200.0,190.184.200.15,isp,CO,AS52330 
190.184.200.16,190.184.200.19,education,CO,AS52330 
190.184.200.20,190.184.201.23,isp,CO,AS52330 
190.184.201.24,190.184.201.31,education,CO,AS52330 
190.184.201.32,190.184.201.47,isp,CO,AS52330 
190.184.201.48,190.184.201.63,education,CO,AS52330 
190.184.201.64,190.184.201.91,isp,CO,AS52330 
190.184.201.92,190.184.201.95,business,CO,AS52330 
190.184.201.96,190.184.201.107,isp,CO,AS52330 
190.184.201.108,190.184.201.111,business,CO,AS52330 
190.184.201.112,190.184.201.159,isp,CO,AS52330 
190.184.201.160,190.184.201.167,education,CO,AS52330 
190.184.201.168,190.184.207.255,isp,CO,AS52330 
190.184.208.0,190.184.215.255,isp,AR,AS61510 
190.184.216.0,190.184.216.255,isp,BR,AS270959 
190.184.217.0,190.184.217.63,business,BR,AS270959 
190.184.217.64,190.184.217.127,isp,BR,AS270959 
190.184.217.128,190.184.217.255,business,BR,AS270959 
190.184.218.0,190.184.218.255,isp,BR,AS270959 
190.184.219.0,190.184.219.255,business,BR,AS270959 
190.184.220.0,190.184.223.255,isp,AR,AS52307 
190.184.224.0,190.184.239.255,isp,AR,AS52369 
190.184.240.0,190.184.255.255,isp,AR,AS262196 
