217.144.0.0,217.144.15.255,business,JO 
217.144.213.128,217.144.213.191,business,PL 
217.144.213.192,217.144.223.255,isp,PL 
217.144.224.0,217.144.224.8,isp,NO 
217.144.224.9,217.144.224.12,business,NO 
217.144.224.13,217.144.224.19,isp,NO 
217.144.224.20,217.144.224.24,business,NO 
217.144.224.25,217.144.224.103,isp,NO 
217.144.224.104,217.144.224.115,business,NO 
217.144.224.116,217.144.224.119,isp,NO 
217.144.224.120,217.144.224.135,business,NO 
217.144.224.136,217.144.224.147,isp,NO 
217.144.224.148,217.144.224.151,business,NO 
217.144.224.152,217.144.224.155,isp,NO 
217.144.224.156,217.144.224.159,business,NO 
217.144.224.160,217.144.224.201,isp,NO 
217.144.224.202,217.144.224.202,business,NO 
217.144.224.203,217.144.224.223,isp,NO 
217.144.224.224,217.144.224.225,business,NO 
217.144.224.226,217.144.224.239,isp,NO 
217.144.224.240,217.144.224.243,business,NO 
217.144.224.244,217.144.225.79,isp,NO 
217.144.225.80,217.144.225.81,business,NO 
217.144.225.82,217.144.225.107,isp,NO 
217.144.225.108,217.144.225.115,business,NO 
217.144.225.116,217.144.225.177,isp,NO 
217.144.225.178,217.144.225.178,business,NO 
217.144.225.179,217.144.225.255,isp,NO 
217.144.226.0,217.144.226.255,business,NO 
217.144.227.0,217.144.227.1,isp,NO 
217.144.227.2,217.144.227.25,business,NO 
217.144.227.26,217.144.227.30,isp,NO 
217.144.227.31,217.144.227.31,business,NO 
217.144.227.32,217.144.227.95,isp,NO 
217.144.227.96,217.144.227.98,business,NO 
217.144.227.99,217.144.227.105,isp,NO 
217.144.227.106,217.144.227.108,business,NO 
217.144.227.109,217.144.227.186,isp,NO 
217.144.227.187,217.144.227.190,business,NO 
217.144.227.191,217.144.227.194,isp,NO 
217.144.227.195,217.144.227.200,business,NO 
217.144.227.201,217.144.228.195,isp,NO 
217.144.228.196,217.144.228.196,business,NO 
217.144.228.197,217.144.228.200,isp,NO 
217.144.228.201,217.144.228.201,business,NO 
217.144.228.202,217.144.228.204,isp,NO 
217.144.228.205,217.144.228.205,business,NO 
217.144.228.206,217.144.230.3,isp,NO 
217.144.230.4,217.144.230.51,business,NO 
217.144.230.52,217.144.230.55,isp,NO 
217.144.230.56,217.144.230.123,business,NO 
217.144.230.124,217.144.230.135,isp,NO 
217.144.230.136,217.144.230.143,business,NO 
217.144.230.144,217.144.230.175,isp,NO 
217.144.230.176,217.144.230.179,business,NO 
217.144.230.180,217.144.230.191,isp,NO 
217.144.230.192,217.144.230.199,business,NO 
217.144.230.200,217.144.230.203,isp,NO 
217.144.230.204,217.144.230.223,business,NO 
217.144.230.224,217.144.230.239,isp,NO 
217.144.230.240,217.144.231.15,business,NO 
217.144.231.16,217.144.231.31,isp,NO 
217.144.231.32,217.144.231.47,business,NO 
217.144.231.48,217.144.231.51,isp,NO 
217.144.231.52,217.144.231.91,business,NO 
217.144.231.92,217.144.231.103,isp,NO 
217.144.231.104,217.144.231.135,business,NO 
217.144.231.136,217.144.231.139,isp,NO 
217.144.231.140,217.144.231.151,business,NO 
217.144.231.152,217.144.231.155,isp,NO 
217.144.231.156,217.144.231.255,business,NO 
217.144.232.0,217.144.232.7,isp,NO 
217.144.232.8,217.144.232.27,business,NO 
217.144.232.28,217.144.232.31,isp,NO 
217.144.232.32,217.144.232.35,business,NO 
217.144.232.36,217.144.232.63,isp,NO 
217.144.232.64,217.144.232.103,business,NO 
217.144.232.104,217.144.232.111,isp,NO 
217.144.232.112,217.144.232.167,business,NO 
217.144.232.168,217.144.232.171,isp,NO 
217.144.232.172,217.144.232.191,business,NO 
217.144.232.192,217.144.232.255,isp,NO 
217.144.233.0,217.144.233.7,business,NO 
217.144.233.8,217.144.233.15,isp,NO 
217.144.233.16,217.144.233.19,business,NO 
217.144.233.20,217.144.233.31,isp,NO 
217.144.233.32,217.144.233.75,business,NO 
217.144.233.76,217.144.233.79,isp,NO 
217.144.233.80,217.144.233.87,business,NO 
217.144.233.88,217.144.233.91,isp,NO 
217.144.233.92,217.144.233.127,business,NO 
217.144.233.128,217.144.233.143,isp,NO 
217.144.233.144,217.144.233.147,business,NO 
217.144.233.148,217.144.233.151,isp,NO 
217.144.233.152,217.144.233.171,business,NO 
217.144.233.172,217.144.233.175,isp,NO 
217.144.233.176,217.144.233.183,business,NO 
217.144.233.184,217.144.233.191,isp,NO 
217.144.233.192,217.144.233.195,business,NO 
217.144.233.196,217.144.233.199,isp,NO 
217.144.233.200,217.144.233.215,business,NO 
217.144.233.216,217.144.233.223,isp,NO 
217.144.233.224,217.144.233.255,business,NO 
217.144.234.0,217.144.234.23,isp,NO 
217.144.234.24,217.144.234.27,business,NO 
217.144.234.28,217.144.234.35,isp,NO 
217.144.234.36,217.144.234.75,business,NO 
217.144.234.76,217.144.234.79,isp,NO 
217.144.234.80,217.144.234.95,business,NO 
217.144.234.96,217.144.234.99,isp,NO 
217.144.234.100,217.144.234.107,business,NO 
217.144.234.108,217.144.234.111,isp,NO 
217.144.234.112,217.144.234.127,business,NO 
217.144.234.128,217.144.234.131,isp,NO 
217.144.234.132,217.144.234.135,business,NO 
217.144.234.136,217.144.234.151,isp,NO 
217.144.234.152,217.144.234.175,business,NO 
217.144.234.176,217.144.234.191,isp,NO 
217.144.234.192,217.144.234.255,business,NO 
217.144.235.0,217.144.235.7,isp,NO 
217.144.235.8,217.144.235.55,business,NO 
217.144.235.56,217.144.235.91,isp,NO 
217.144.235.92,217.144.235.99,business,NO 
217.144.235.100,217.144.235.103,isp,NO 
217.144.235.104,217.144.235.119,business,NO 
217.144.235.120,217.144.235.127,education,NO 
217.144.235.128,217.144.235.151,business,NO 
217.144.235.152,217.144.235.167,isp,NO 
217.144.235.168,217.144.235.175,business,NO 
217.144.235.176,217.144.235.183,isp,NO 
217.144.235.184,217.144.235.255,business,NO 
217.144.236.0,217.144.236.99,isp,NO 
217.144.236.100,217.144.236.107,business,NO 
217.144.236.108,217.144.236.111,isp,NO 
217.144.236.112,217.144.236.167,business,NO 
217.144.236.168,217.144.236.175,isp,NO 
217.144.236.176,217.144.236.187,business,NO 
217.144.236.188,217.144.236.191,isp,NO 
217.144.236.192,217.144.236.255,business,NO 
217.144.237.0,217.144.237.255,isp,NO 
217.144.238.0,217.144.239.15,business,NO 
217.144.239.16,217.144.239.19,isp,NO 
217.144.239.20,217.144.239.47,business,NO 
217.144.239.48,217.144.239.51,isp,NO 
217.144.239.52,217.144.239.63,business,NO 
217.144.239.64,217.144.239.79,isp,NO 
217.144.239.80,217.144.239.83,education,NO 
217.144.239.84,217.144.239.91,business,NO 
217.144.239.92,217.144.239.111,isp,NO 
217.144.239.112,217.144.239.127,business,NO 
217.144.239.128,217.144.239.135,isp,NO 
217.144.239.136,217.144.239.139,business,NO 
217.144.239.140,217.144.239.143,isp,NO 
217.144.239.144,217.144.239.151,business,NO 
217.144.239.152,217.144.239.155,isp,NO 
217.144.239.156,217.144.239.163,business,NO 
217.144.239.164,217.144.239.167,isp,NO 
217.144.239.168,217.144.239.171,business,NO 
217.144.239.172,217.144.239.175,isp,NO 
217.144.239.176,217.144.239.223,business,NO 
217.144.239.224,217.144.239.255,isp,NO 
217.144.240.0,217.144.240.15,business,NO 
217.144.240.16,217.144.240.19,isp,NO 
217.144.240.20,217.144.240.51,business,NO 
217.144.240.52,217.144.240.55,isp,NO 
217.144.240.56,217.144.240.59,business,NO 
217.144.240.60,217.144.240.63,education,NO 
217.144.240.64,217.144.240.71,isp,NO 
217.144.240.72,217.144.240.79,business,NO 
217.144.240.80,217.144.240.83,isp,NO 
217.144.240.84,217.144.240.99,business,NO 
217.144.240.100,217.144.240.103,isp,NO 
217.144.240.104,217.144.240.107,business,NO 
217.144.240.108,217.144.240.119,isp,NO 
217.144.240.120,217.144.240.123,business,NO 
217.144.240.124,217.144.240.135,isp,NO 
217.144.240.136,217.144.240.163,business,NO 
217.144.240.164,217.144.240.171,isp,NO 
217.144.240.172,217.144.240.175,business,NO 
217.144.240.176,217.144.240.183,isp,NO 
217.144.240.184,217.144.240.199,business,NO 
217.144.240.200,217.144.240.207,isp,NO 
217.144.240.208,217.144.240.219,business,NO 
217.144.240.220,217.144.240.223,isp,NO 
217.144.240.224,217.144.240.231,business,NO 
217.144.240.232,217.144.240.235,isp,NO 
217.144.240.236,217.144.240.239,business,NO 
217.144.240.240,217.144.240.243,isp,NO 
217.144.240.244,217.144.240.247,business,NO 
217.144.240.248,217.144.241.7,isp,NO 
217.144.241.8,217.144.241.11,business,NO 
217.144.241.12,217.144.241.15,isp,NO 
217.144.241.16,217.144.241.27,business,NO 
217.144.241.28,217.144.241.31,isp,NO 
217.144.241.32,217.144.241.47,business,NO 
217.144.241.48,217.144.241.79,isp,NO 
217.144.241.80,217.144.241.91,business,NO 
217.144.241.92,217.144.241.95,isp,NO 
217.144.241.96,217.144.241.99,business,NO 
217.144.241.100,217.144.241.103,isp,NO 
217.144.241.104,217.144.241.163,business,NO 
217.144.241.164,217.144.241.167,isp,NO 
217.144.241.168,217.144.241.175,business,NO 
217.144.241.176,217.144.241.183,isp,NO 
217.144.241.184,217.144.242.39,business,NO 
217.144.242.40,217.144.242.47,isp,NO 
217.144.242.48,217.144.242.63,business,NO 
217.144.242.64,217.144.242.83,isp,NO 
217.144.242.84,217.144.242.87,business,NO 
217.144.242.88,217.144.242.123,isp,NO 
217.144.242.124,217.144.242.151,business,NO 
217.144.242.152,217.144.242.159,isp,NO 
217.144.242.160,217.144.242.215,business,NO 
217.144.242.216,217.144.242.223,isp,NO 
217.144.242.224,217.144.242.231,business,NO 
217.144.242.232,217.144.242.255,isp,NO 
217.144.243.0,217.144.243.255,business,NO 
217.144.244.0,217.144.244.63,isp,NO 
217.144.244.64,217.144.244.111,business,NO 
217.144.244.112,217.144.244.119,isp,NO 
217.144.244.120,217.144.244.127,business,NO 
217.144.244.128,217.144.244.207,isp,NO 
217.144.244.208,217.144.244.215,business,NO 
217.144.244.216,217.144.244.255,isp,NO 
217.144.245.0,217.144.245.143,business,NO 
217.144.245.144,217.144.245.147,isp,NO 
217.144.245.148,217.144.245.151,business,NO 
217.144.245.152,217.144.245.155,isp,NO 
217.144.245.156,217.144.245.167,business,NO 
217.144.245.168,217.144.245.171,isp,NO 
217.144.245.172,217.144.245.207,business,NO 
217.144.245.208,217.144.245.215,isp,NO 
217.144.245.216,217.144.245.227,business,NO 
217.144.245.228,217.144.245.231,isp,NO 
217.144.245.232,217.144.245.239,business,NO 
217.144.245.240,217.144.245.247,isp,NO 
217.144.245.248,217.144.245.255,business,NO 
217.144.246.0,217.144.246.47,isp,NO 
217.144.246.48,217.144.246.67,business,NO 
217.144.246.68,217.144.246.79,isp,NO 
217.144.246.80,217.144.246.83,business,NO 
217.144.246.84,217.144.246.95,isp,NO 
217.144.246.96,217.144.246.99,business,NO 
217.144.246.100,217.144.246.103,isp,NO 
217.144.246.104,217.144.246.151,business,NO 
217.144.246.152,217.144.246.171,isp,NO 
217.144.246.172,217.144.246.191,business,NO 
217.144.246.192,217.144.246.195,isp,NO 
217.144.246.196,217.144.246.199,business,NO 
217.144.246.200,217.144.246.203,isp,NO 
217.144.246.204,217.144.246.207,business,NO 
217.144.246.208,217.144.246.231,isp,NO 
217.144.246.232,217.144.246.239,business,NO 
217.144.246.240,217.144.246.247,isp,NO 
217.144.246.248,217.144.247.255,business,NO 
217.144.248.0,217.144.248.7,isp,NO 
217.144.248.8,217.144.248.11,business,NO 
217.144.248.12,217.144.248.39,isp,NO 
217.144.248.40,217.144.248.55,business,NO 
217.144.248.56,217.144.248.63,isp,NO 
217.144.248.64,217.144.248.95,business,NO 
217.144.248.96,217.144.248.107,isp,NO 
217.144.248.108,217.144.248.111,business,NO 
217.144.248.112,217.144.248.119,isp,NO 
217.144.248.120,217.144.248.143,business,NO 
217.144.248.144,217.144.248.159,isp,NO 
217.144.248.160,217.144.248.167,business,NO 
217.144.248.168,217.144.248.171,isp,NO 
217.144.248.172,217.144.248.175,business,NO 
217.144.248.176,217.144.248.183,isp,NO 
217.144.248.184,217.144.248.191,business,NO 
217.144.248.192,217.144.248.199,education,NO 
217.144.248.200,217.144.249.7,business,NO 
217.144.249.8,217.144.249.11,isp,NO 
217.144.249.12,217.144.249.35,business,NO 
217.144.249.36,217.144.249.47,isp,NO 
217.144.249.48,217.144.249.71,business,NO 
217.144.249.72,217.144.249.75,isp,NO 
217.144.249.76,217.144.249.103,business,NO 
217.144.249.104,217.144.249.111,isp,NO 
217.144.249.112,217.144.249.135,business,NO 
217.144.249.136,217.144.249.139,isp,NO 
217.144.249.140,217.144.249.171,business,NO 
217.144.249.172,217.144.249.183,isp,NO 
217.144.249.184,217.144.249.191,business,NO 
217.144.249.192,217.144.250.15,isp,NO 
217.144.250.16,217.144.250.31,business,NO 
217.144.250.32,217.144.250.47,isp,NO 
217.144.250.48,217.144.250.63,business,NO 
217.144.250.64,217.144.250.71,isp,NO 
217.144.250.72,217.144.250.75,business,NO 
217.144.250.76,217.144.250.79,isp,NO 
217.144.250.80,217.144.250.115,business,NO 
217.144.250.116,217.144.250.123,isp,NO 
217.144.250.124,217.144.250.127,business,NO 
217.144.250.128,217.144.250.139,isp,NO 
217.144.250.140,217.144.250.175,business,NO 
217.144.250.176,217.144.250.203,isp,NO 
217.144.250.204,217.144.250.211,business,NO 
217.144.250.212,217.144.250.215,isp,NO 
217.144.250.216,217.144.250.239,business,NO 
217.144.250.240,217.144.250.247,isp,NO 
217.144.250.248,217.144.250.255,business,NO 
217.144.251.0,217.144.251.27,isp,NO 
217.144.251.28,217.144.251.39,business,NO 
217.144.251.40,217.144.251.47,isp,NO 
217.144.251.48,217.144.251.51,business,NO 
217.144.251.52,217.144.251.63,isp,NO 
217.144.251.64,217.144.251.139,business,NO 
217.144.251.140,217.144.251.143,isp,NO 
217.144.251.144,217.144.251.151,business,NO 
217.144.251.152,217.144.251.159,isp,NO 
217.144.251.160,217.144.251.163,business,NO 
217.144.251.164,217.144.251.167,isp,NO 
217.144.251.168,217.144.251.191,business,NO 
217.144.251.192,217.144.252.7,isp,NO 
217.144.252.8,217.144.252.15,business,NO 
217.144.252.16,217.144.252.19,isp,NO 
217.144.252.20,217.144.252.31,business,NO 
217.144.252.32,217.144.252.39,isp,NO 
217.144.252.40,217.144.252.47,business,NO 
217.144.252.48,217.144.252.63,isp,NO 
217.144.252.64,217.144.252.83,business,NO 
217.144.252.84,217.144.252.87,isp,NO 
217.144.252.88,217.144.252.111,business,NO 
217.144.252.112,217.144.252.115,isp,NO 
217.144.252.116,217.144.252.127,business,NO 
217.144.252.128,217.144.252.199,isp,NO 
217.144.252.200,217.144.252.207,business,NO 
217.144.252.208,217.144.252.215,isp,NO 
217.144.252.216,217.144.252.231,business,NO 
217.144.252.232,217.144.252.235,isp,NO 
217.144.252.236,217.144.252.239,business,NO 
217.144.252.240,217.144.252.255,isp,NO 
217.144.253.0,217.144.253.63,business,NO 
217.144.253.64,217.144.253.71,isp,NO 
217.144.253.72,217.144.253.91,business,NO 
217.144.253.92,217.144.253.119,isp,NO 
217.144.253.120,217.144.253.127,business,NO 
217.144.253.128,217.144.253.159,isp,NO 
217.144.253.160,217.144.253.223,business,NO 
217.144.253.224,217.144.254.15,isp,NO 
217.144.254.16,217.144.254.31,business,NO 
217.144.254.32,217.144.254.63,isp,NO 
217.144.254.64,217.144.254.75,business,NO 
217.144.254.76,217.144.254.79,isp,NO 
217.144.254.80,217.144.254.103,business,NO 
217.144.254.104,217.144.254.111,isp,NO 
217.144.254.112,217.144.254.127,business,NO 
217.144.254.128,217.144.254.135,isp,NO 
217.144.254.136,217.144.254.183,business,NO 
217.144.254.184,217.144.254.191,isp,NO 
217.144.254.192,217.144.254.247,business,NO 
217.144.254.248,217.144.255.15,isp,NO 
217.144.255.16,217.144.255.47,business,NO 
217.144.255.48,217.144.255.63,isp,NO 
217.144.255.64,217.144.255.79,business,NO 
217.144.255.80,217.144.255.91,isp,NO 
217.144.255.92,217.144.255.111,business,NO 
217.144.255.112,217.144.255.127,isp,NO 
217.144.255.128,217.144.255.135,business,NO 
217.144.255.136,217.144.255.167,isp,NO 
217.144.255.168,217.144.255.175,business,NO 
217.144.255.176,217.144.255.183,isp,NO 
217.144.255.184,217.144.255.187,business,NO 
217.144.255.188,217.144.255.191,isp,NO 
217.144.255.192,217.144.255.207,business,NO 
217.144.255.208,217.144.255.215,isp,NO 
217.144.255.216,217.144.255.239,business,NO 
217.144.255.240,217.144.255.255,isp,NO 
