217.144.0.0,217.144.15.255,business,JO 
217.144.16.0,217.144.21.223,isp,SK 
217.144.21.224,217.144.21.231,business,SK 
217.144.21.232,217.144.31.255,isp,SK 
217.144.32.0,217.144.47.255,business,DE 
217.144.48.0,217.144.49.255,business,HU 
217.144.50.0,217.144.51.255,hosting,HU 
217.144.52.0,217.144.52.255,business,GB 
217.144.53.0,217.144.63.255,hosting,HU 
217.144.64.0,217.144.69.191,hosting,NO 
217.144.69.192,217.144.69.207,business,NO 
217.144.69.208,217.144.73.31,hosting,NO 
217.144.73.32,217.144.73.63,business,NO 
217.144.73.64,217.144.73.131,hosting,NO 
217.144.73.132,217.144.73.143,business,NO 
217.144.73.144,217.144.73.231,hosting,NO 
217.144.73.232,217.144.73.235,business,NO 
217.144.73.236,217.144.79.255,hosting,NO 
217.144.80.0,217.144.95.255,isp,GB 
217.144.96.0,217.144.101.255,hosting,RU 
217.144.102.0,217.144.102.255,hosting,NL 
217.144.103.0,217.144.103.255,hosting,RU 
217.144.104.0,217.144.107.255,isp,IR 
217.144.108.0,217.144.111.255,hosting,US 
217.144.112.0,217.144.127.255,business,FR 
217.144.128.0,217.144.133.255,hosting,DE 
217.144.134.0,217.144.134.255,business,DE 
217.144.135.0,217.144.136.63,hosting,DE 
217.144.136.64,217.144.136.127,business,DE 
217.144.136.128,217.144.137.127,hosting,DE 
217.144.137.128,217.144.137.143,business,DE 
217.144.137.144,217.144.137.159,hosting,DE 
217.144.137.160,217.144.137.175,business,DE 
217.144.137.176,217.144.139.255,hosting,DE 
217.144.140.0,217.144.140.255,business,DE 
217.144.141.0,217.144.141.127,hosting,DE 
217.144.141.128,217.144.142.79,business,DE 
217.144.142.80,217.144.142.95,hosting,DE 
217.144.142.96,217.144.142.255,business,DE 
217.144.143.0,217.144.143.79,hosting,DE 
217.144.143.80,217.144.143.87,hosting,AE 
217.144.143.88,217.144.143.255,hosting,DE 
217.144.144.0,217.144.144.255,business,GB 
217.144.145.0,217.144.145.255,hosting,GB 
217.144.146.0,217.144.146.255,business,GB 
217.144.147.0,217.144.149.255,isp,GB 
217.144.150.0,217.144.150.127,business,GB 
217.144.150.128,217.144.151.63,hosting,GB 
217.144.151.64,217.144.153.255,isp,GB 
217.144.154.0,217.144.154.255,hosting,FR 
217.144.155.0,217.144.155.255,business,GB 
217.144.156.0,217.144.157.255,isp,GB 
217.144.158.0,217.144.158.255,hosting,GB 
217.144.159.0,217.144.159.255,isp,GB 
217.144.160.0,217.144.167.255,isp,RU 
217.144.168.0,217.144.170.255,hosting,RU 
217.144.171.0,217.144.171.255,business,RU 
217.144.172.0,217.144.175.255,isp,RU 
217.144.176.0,217.144.183.255,business,US 
217.144.184.0,217.144.184.255,hosting,RU 
217.144.185.0,217.144.185.255,hosting,NL 
217.144.186.0,217.144.186.255,hosting,FI 
217.144.187.0,217.144.187.255,hosting,DE 
217.144.188.0,217.144.188.255,hosting,FI 
217.144.189.0,217.144.189.255,hosting,NL 
217.144.190.0,217.144.190.255,hosting,DE 
217.144.191.0,217.144.191.255,hosting,US 
217.144.192.0,217.144.203.31,isp,PL 
217.144.203.32,217.144.203.55,business,PL 
217.144.203.56,217.144.203.79,isp,PL 
217.144.203.80,217.144.203.103,business,PL 
217.144.203.104,217.144.203.127,isp,PL 
217.144.203.128,217.144.203.159,education,PL 
217.144.203.160,217.144.203.175,business,PL 
217.144.203.176,217.144.203.255,isp,PL 
217.144.204.0,217.144.206.255,business,PL 
217.144.207.0,217.144.208.127,isp,PL 
217.144.208.128,217.144.208.159,business,PL 
217.144.208.160,217.144.208.191,isp,PL 
217.144.208.192,217.144.208.223,business,PL 
217.144.208.224,217.144.209.255,isp,PL 
217.144.210.0,217.144.211.95,business,PL 
217.144.211.96,217.144.211.223,isp,PL 
217.144.211.224,217.144.212.255,business,PL 
217.144.213.0,217.144.213.63,isp,PL 
217.144.213.64,217.144.213.79,business,PL 
217.144.213.80,217.144.213.127,isp,PL 
