46.248.0.0,46.248.1.255,business,GB,AS44931 
46.248.2.0,46.248.3.255,business,BE,AS44931 
46.248.4.0,46.248.5.255,hosting,BE,AS44931 
46.248.6.0,46.248.7.255,business,IT, 
46.248.8.0,46.248.11.255,business,BE,AS5400 
46.248.12.0,46.248.13.255,business,US, 
46.248.14.0,46.248.15.255,business,SG, 
46.248.16.0,46.248.17.255,business,IN, 
46.248.18.0,46.248.19.255,business,ES, 
46.248.20.0,46.248.21.255,business,HK, 
46.248.22.0,46.248.23.255,business,AU, 
46.248.24.0,46.248.25.255,business,CN, 
46.248.26.0,46.248.27.255,business,AR, 
46.248.28.0,46.248.29.255,business,CA, 
46.248.30.0,46.248.31.255,business,RU, 
46.248.32.0,46.248.63.255,isp,IR,AS58224 
46.248.64.0,46.248.95.255,isp,SI,AS34779 
46.248.96.0,46.248.99.255,business,GB,AS2856 
46.248.100.0,46.248.101.255,hosting,GB,AS9153 
46.248.102.0,46.248.105.255,business,GB,AS2856 
46.248.106.0,46.248.107.255,hosting,GB,AS9153 
46.248.108.0,46.248.111.255,business,GB,AS2856 
46.248.112.0,46.248.123.255,hosting,GB,AS9153 
46.248.124.0,46.248.127.255,business,GB,AS2856 
46.248.128.0,46.248.128.255,isp,US,AS8220 
46.248.129.0,46.248.129.3,business,DE,AS8220 
46.248.129.4,46.248.129.7,isp,US,AS8220 
46.248.129.8,46.248.129.23,business,US,AS8220 
46.248.129.24,46.248.129.119,isp,US,AS8220 
46.248.129.120,46.248.129.127,business,US,AS8220 
46.248.129.128,46.248.129.135,isp,US,AS8220 
46.248.129.136,46.248.129.151,business,US,AS8220 
46.248.129.152,46.248.129.159,isp,US,AS8220 
46.248.129.160,46.248.129.167,business,US,AS8220 
46.248.129.168,46.248.129.175,isp,US,AS8220 
46.248.129.176,46.248.129.191,business,US,AS8220 
46.248.129.192,46.248.130.39,isp,US,AS8220 
46.248.130.40,46.248.130.47,business,US,AS8220 
46.248.130.48,46.248.130.55,isp,US,AS8220 
46.248.130.56,46.248.130.63,business,US,AS8220 
46.248.130.64,46.248.130.71,business,GB,AS8220 
46.248.130.72,46.248.130.95,business,US,AS8220 
46.248.130.96,46.248.130.111,isp,US,AS8220 
46.248.130.112,46.248.130.127,business,US,AS8220 
46.248.130.128,46.248.130.151,isp,US,AS8220 
46.248.130.152,46.248.130.159,business,US,AS8220 
46.248.130.160,46.248.130.191,isp,US,AS8220 
46.248.130.192,46.248.130.199,business,US,AS8220 
46.248.130.200,46.248.130.239,isp,US,AS8220 
46.248.130.240,46.248.131.7,business,US,AS8220 
46.248.131.8,46.248.131.15,isp,US,AS8220 
46.248.131.16,46.248.131.31,business,US,AS8220 
46.248.131.32,46.248.131.39,isp,US,AS8220 
46.248.131.40,46.248.131.67,business,US,AS8220 
46.248.131.68,46.248.131.71,isp,US,AS8220 
46.248.131.72,46.248.131.79,business,US,AS8220 
46.248.131.80,46.248.131.87,business,CA,AS8220 
46.248.131.88,46.248.131.103,business,US,AS8220 
46.248.131.104,46.248.131.111,isp,US,AS8220 
46.248.131.112,46.248.131.167,business,US,AS8220 
46.248.131.168,46.248.131.183,isp,US,AS8220 
46.248.131.184,46.248.131.223,business,US,AS8220 
46.248.131.224,46.248.131.239,isp,US,AS8220 
46.248.131.240,46.248.131.255,business,US,AS8220 
46.248.132.0,46.248.132.47,isp,US,AS8220 
46.248.132.48,46.248.132.151,business,US,AS8220 
46.248.132.152,46.248.132.167,isp,US,AS8220 
46.248.132.168,46.248.132.191,business,US,AS8220 
46.248.132.192,46.248.132.199,isp,US,AS8220 
46.248.132.200,46.248.132.255,business,US,AS8220 
46.248.133.0,46.248.134.3,isp,US,AS8220 
46.248.134.4,46.248.134.7,isp,CA,AS8220 
46.248.134.8,46.248.134.15,business,US,AS8220 
46.248.134.16,46.248.134.39,isp,US,AS8220 
46.248.134.40,46.248.134.63,business,US,AS8220 
46.248.134.64,46.248.134.111,isp,US,AS8220 
46.248.134.112,46.248.134.151,business,US,AS8220 
46.248.134.152,46.248.134.175,isp,US,AS8220 
46.248.134.176,46.248.134.191,business,US,AS8220 
46.248.134.192,46.248.134.192,isp,US,AS8220 
46.248.134.193,46.248.134.223,business,US,AS8220 
46.248.134.224,46.248.134.231,business,CA,AS8220 
46.248.134.232,46.248.134.239,business,US,AS8220 
46.248.134.240,46.248.134.247,isp,US,AS8220 
46.248.134.248,46.248.135.7,business,US,AS8220 
46.248.135.8,46.248.135.15,isp,US,AS8220 
46.248.135.16,46.248.135.19,business,US,AS8220 
46.248.135.20,46.248.135.39,isp,US,AS8220 
46.248.135.40,46.248.135.47,isp,IN,AS8220 
46.248.135.48,46.248.135.63,isp,US,AS8220 
46.248.135.64,46.248.135.79,business,US,AS8220 
46.248.135.80,46.248.135.87,isp,US,AS8220 
46.248.135.88,46.248.135.95,business,US,AS8220 
46.248.135.96,46.248.135.127,isp,US,AS8220 
46.248.135.128,46.248.135.135,business,US,AS8220 
46.248.135.136,46.248.135.175,isp,US,AS8220 
46.248.135.176,46.248.135.191,business,US,AS8220 
46.248.135.192,46.248.135.223,isp,US,AS8220 
46.248.135.224,46.248.135.231,business,US,AS8220 
46.248.135.232,46.248.136.15,isp,US,AS8220 
46.248.136.16,46.248.136.23,business,US,AS8220 
46.248.136.24,46.248.136.31,isp,US,AS8220 
46.248.136.32,46.248.136.39,business,US,AS8220 
46.248.136.40,46.248.136.47,isp,US,AS8220 
46.248.136.48,46.248.136.55,business,US,AS8220 
46.248.136.56,46.248.136.71,isp,US,AS8220 
46.248.136.72,46.248.136.79,isp,BE,AS8220 
46.248.136.80,46.248.136.87,business,DE,AS8220 
46.248.136.88,46.248.136.95,isp,US,AS8220 
46.248.136.96,46.248.136.159,business,US,AS8220 
46.248.136.160,46.248.136.255,isp,US,AS8220 
46.248.137.0,46.248.137.255,business,US,AS8220 
46.248.138.0,46.248.139.15,isp,US,AS8220 
46.248.139.16,46.248.139.31,business,US,AS8220 
46.248.139.32,46.248.139.119,isp,US,AS8220 
46.248.139.120,46.248.139.127,business,US,AS8220 
46.248.139.128,46.248.139.143,isp,US,AS8220 
46.248.139.144,46.248.139.175,business,US,AS8220 
46.248.139.176,46.248.139.191,isp,US,AS8220 
46.248.139.192,46.248.139.199,business,CA,AS8220 
46.248.139.200,46.248.139.207,isp,US,AS8220 
46.248.139.208,46.248.139.215,business,US,AS8220 
46.248.139.216,46.248.139.223,isp,US,AS8220 
46.248.139.224,46.248.139.239,business,US,AS8220 
46.248.139.240,46.248.139.247,isp,US,AS8220 
46.248.139.248,46.248.140.15,business,US,AS8220 
46.248.140.16,46.248.140.55,isp,US,AS8220 
46.248.140.56,46.248.140.63,business,US,AS8220 
46.248.140.64,46.248.140.71,isp,US,AS8220 
