67.204.0.0,67.204.2.255,isp,US,AS13876 
67.204.185.112,67.204.185.119,business,US,AS4181 
67.204.185.120,67.204.185.159,isp,US,AS4181 
67.204.185.160,67.204.185.167,business,US,AS4181 
67.204.185.168,67.204.185.191,isp,US,AS4181 
67.204.185.192,67.204.185.199,business,US,AS4181 
67.204.185.200,67.204.185.239,isp,US,AS4181 
67.204.185.240,67.204.185.243,business,US,AS4181 
67.204.185.244,67.204.186.15,isp,US,AS4181 
67.204.186.16,67.204.186.23,business,US,AS4181 
67.204.186.24,67.204.186.27,isp,US,AS4181 
67.204.186.28,67.204.186.31,business,US,AS4181 
67.204.186.32,67.204.186.47,isp,US,AS4181 
67.204.186.48,67.204.186.63,business,US,AS4181 
67.204.186.64,67.204.186.95,isp,US,AS4181 
67.204.186.96,67.204.186.103,business,US,AS4181 
67.204.186.104,67.204.186.119,isp,US,AS4181 
67.204.186.120,67.204.186.135,business,US,AS4181 
67.204.186.136,67.204.186.203,isp,US,AS4181 
67.204.186.204,67.204.186.215,business,US,AS4181 
67.204.186.216,67.204.186.219,isp,US,AS4181 
67.204.186.220,67.204.186.231,business,US,AS4181 
67.204.186.232,67.204.186.239,isp,US,AS4181 
67.204.186.240,67.204.186.243,business,US,AS4181 
67.204.186.244,67.204.190.255,isp,US,AS4181 
67.204.191.0,67.204.191.63,business,US,AS4181 
67.204.191.64,67.204.191.87,isp,US,AS4181 
67.204.191.88,67.204.191.99,business,US,AS4181 
67.204.191.100,67.204.191.103,isp,US,AS4181 
67.204.191.104,67.204.191.111,education,US,AS4181 
67.204.191.112,67.204.191.139,isp,US,AS4181 
67.204.191.140,67.204.191.143,business,US,AS4181 
67.204.191.144,67.204.191.151,isp,US,AS4181 
67.204.191.152,67.204.191.159,business,US,AS4181 
67.204.191.160,67.204.191.175,isp,US,AS4181 
67.204.191.176,67.204.191.191,business,US,AS4181 
67.204.191.192,67.204.191.231,isp,US,AS4181 
67.204.191.232,67.204.191.239,business,US,AS4181 
67.204.191.240,67.204.191.247,isp,US,AS4181 
67.204.191.248,67.204.191.251,business,US,AS4181 
67.204.191.252,67.204.191.255,isp,US,AS4181 
67.204.192.0,67.204.255.255,isp,CA,AS11260 
