122.248.0.0,122.248.15.255,business,BD 
122.248.16.0,122.248.23.255,hosting,HK 
122.248.24.0,122.248.31.255,isp,CN 
122.248.32.0,122.248.32.24,isp,ID 
122.248.32.25,122.248.32.30,business,ID 
122.248.32.31,122.248.32.89,isp,ID 
122.248.32.90,122.248.32.94,business,ID 
122.248.32.95,122.248.32.104,isp,ID 
122.248.32.105,122.248.32.110,business,ID 
122.248.32.111,122.248.32.113,isp,ID 
122.248.32.114,122.248.32.118,business,ID 
122.248.32.119,122.248.32.120,isp,ID 
122.248.32.121,122.248.32.126,business,ID 
122.248.32.127,122.248.34.8,isp,ID 
122.248.34.9,122.248.34.14,business,ID 
122.248.34.15,122.248.34.16,isp,ID 
122.248.34.17,122.248.34.30,business,ID 
122.248.34.31,122.248.34.123,isp,ID 
122.248.34.124,122.248.34.125,business,ID 
122.248.34.126,122.248.35.97,isp,ID 
122.248.35.98,122.248.35.102,business,ID 
122.248.35.103,122.248.38.160,isp,ID 
122.248.38.161,122.248.38.190,business,ID 
122.248.38.191,122.248.45.191,isp,ID 
122.248.45.192,122.248.45.255,business,ID 
122.248.46.0,122.248.47.255,isp,ID 
122.248.48.0,122.248.63.255,education,CN 
122.248.64.0,122.248.84.255,business,JP 
122.248.85.0,122.248.87.255,isp,JP 
122.248.88.0,122.248.95.255,business,JP 
122.248.96.0,122.248.127.255,isp,MM 
122.248.128.0,122.248.128.7,isp,SG 
122.248.128.8,122.248.128.151,business,SG 
122.248.128.152,122.248.128.167,isp,SG 
122.248.128.168,122.248.128.191,business,SG 
122.248.128.192,122.248.128.195,isp,SG 
122.248.128.196,122.248.128.199,business,SG 
122.248.128.200,122.248.128.207,isp,SG 
122.248.128.208,122.248.128.223,business,SG 
122.248.128.224,122.248.128.239,isp,SG 
122.248.128.240,122.248.128.255,business,SG 
122.248.129.0,122.248.129.255,isp,SG 
122.248.130.0,122.248.130.99,isp,AU 
122.248.130.100,122.248.130.100,business,SG 
122.248.130.101,122.248.130.255,isp,AU 
122.248.131.0,122.248.131.15,isp,SG 
122.248.131.16,122.248.131.23,business,SG 
122.248.131.24,122.248.131.27,isp,SG 
122.248.131.28,122.248.131.39,business,SG 
122.248.131.40,122.248.131.47,isp,SG 
122.248.131.48,122.248.131.159,business,SG 
122.248.131.160,122.248.131.167,isp,SG 
122.248.131.168,122.248.131.175,business,SG 
122.248.131.176,122.248.131.183,isp,SG 
122.248.131.184,122.248.131.191,business,SG 
122.248.131.192,122.248.131.199,isp,SG 
122.248.131.200,122.248.131.207,business,SG 
122.248.131.208,122.248.131.223,isp,SG 
122.248.131.224,122.248.131.255,business,SG 
122.248.132.0,122.248.132.15,isp,SG 
122.248.132.16,122.248.132.31,business,SG 
122.248.132.32,122.248.132.47,isp,SG 
122.248.132.48,122.248.132.63,business,SG 
122.248.132.64,122.248.132.95,isp,SG 
122.248.132.96,122.248.132.111,business,SG 
122.248.132.112,122.248.132.127,isp,SG 
122.248.132.128,122.248.132.191,business,SG 
122.248.132.192,122.248.132.239,isp,SG 
122.248.132.240,122.248.132.247,business,SG 
122.248.132.248,122.248.132.255,isp,SG 
122.248.133.0,122.248.133.23,business,SG 
122.248.133.24,122.248.133.27,isp,SG 
122.248.133.28,122.248.133.95,business,SG 
122.248.133.96,122.248.133.127,isp,SG 
122.248.133.128,122.248.133.151,business,SG 
122.248.133.152,122.248.133.155,isp,SG 
122.248.133.156,122.248.133.175,business,SG 
122.248.133.176,122.248.133.223,isp,SG 
122.248.133.224,122.248.134.55,business,SG 
122.248.134.56,122.248.134.63,business,PH 
122.248.134.64,122.248.134.71,business,MY 
122.248.134.72,122.248.134.79,business,HK 
122.248.134.80,122.248.134.87,business,TW 
122.248.134.88,122.248.134.95,business,CN 
122.248.134.96,122.248.134.103,isp,SG 
122.248.134.104,122.248.134.111,business,SG 
122.248.134.112,122.248.134.115,isp,SG 
122.248.134.116,122.248.134.143,business,SG 
122.248.134.144,122.248.134.255,isp,SG 
122.248.135.0,122.248.135.255,isp,AU 
122.248.136.0,122.248.138.255,isp,HK 
122.248.139.0,122.248.139.95,business,HK 
122.248.139.96,122.248.139.99,isp,HK 
122.248.139.100,122.248.139.103,business,HK 
122.248.139.104,122.248.139.115,isp,HK 
122.248.139.116,122.248.139.131,business,HK 
122.248.139.132,122.248.139.143,isp,HK 
122.248.139.144,122.248.139.151,business,HK 
122.248.139.152,122.248.139.155,isp,HK 
122.248.139.156,122.248.139.191,business,HK 
122.248.139.192,122.248.140.127,isp,HK 
122.248.140.128,122.248.141.63,business,HK 
122.248.141.64,122.248.141.79,isp,HK 
122.248.141.80,122.248.141.87,business,HK 
122.248.141.88,122.248.141.99,isp,HK 
122.248.141.100,122.248.141.143,business,HK 
122.248.141.144,122.248.141.207,isp,HK 
122.248.141.208,122.248.141.215,business,HK 
122.248.141.216,122.248.141.223,isp,HK 
122.248.141.224,122.248.141.239,business,HK 
122.248.141.240,122.248.141.255,isp,HK 
122.248.142.0,122.248.142.23,business,HK 
122.248.142.24,122.248.142.31,isp,HK 
122.248.142.32,122.248.142.43,business,HK 
122.248.142.44,122.248.142.63,isp,HK 
122.248.142.64,122.248.142.163,business,HK 
122.248.142.164,122.248.142.175,isp,HK 
122.248.142.176,122.248.142.191,business,HK 
122.248.142.192,122.248.142.227,isp,HK 
122.248.142.228,122.248.143.95,business,HK 
122.248.143.96,122.248.143.223,isp,HK 
122.248.143.224,122.248.143.255,business,HK 
122.248.144.0,122.248.144.255,business,JP 
122.248.145.0,122.248.145.127,isp,JP 
122.248.145.128,122.248.145.159,business,JP 
122.248.145.160,122.248.145.167,isp,JP 
122.248.145.168,122.248.145.255,business,JP 
122.248.146.0,122.248.146.7,isp,JP 
122.248.146.8,122.248.146.15,business,JP 
122.248.146.16,122.248.146.31,isp,JP 
122.248.146.32,122.248.146.47,business,JP 
122.248.146.48,122.248.146.63,isp,JP 
122.248.146.64,122.248.146.95,business,JP 
122.248.146.96,122.248.146.111,isp,JP 
122.248.146.112,122.248.146.119,business,JP 
122.248.146.120,122.248.146.127,isp,JP 
122.248.146.128,122.248.146.223,business,JP 
122.248.146.224,122.248.146.255,isp,JP 
122.248.147.0,122.248.147.255,business,JP 
122.248.148.0,122.248.148.3,business,AU 
122.248.148.4,122.248.148.7,isp,JP 
122.248.148.8,122.248.148.31,business,AU 
122.248.148.32,122.248.148.39,isp,JP 
122.248.148.40,122.248.148.47,business,AU 
122.248.148.48,122.248.148.55,isp,JP 
122.248.148.56,122.248.148.63,business,AU 
122.248.148.64,122.248.148.95,isp,JP 
122.248.148.96,122.248.148.111,business,AU 
122.248.148.112,122.248.148.119,isp,JP 
122.248.148.120,122.248.148.159,business,AU 
122.248.148.160,122.248.148.175,isp,JP 
122.248.148.176,122.248.148.207,business,AU 
122.248.148.208,122.248.148.211,isp,JP 
122.248.148.212,122.248.149.63,business,AU 
122.248.149.64,122.248.149.71,isp,JP 
122.248.149.72,122.248.149.95,business,AU 
122.248.149.96,122.248.149.103,isp,JP 
122.248.149.104,122.248.149.119,business,AU 
122.248.149.120,122.248.149.123,isp,JP 
122.248.149.124,122.248.149.127,business,AU 
122.248.149.128,122.248.149.183,isp,JP 
122.248.149.184,122.248.149.191,business,AU 
122.248.149.192,122.248.149.207,isp,AU 
122.248.149.208,122.248.149.223,isp,JP 
122.248.149.224,122.248.149.231,business,AU 
122.248.149.232,122.248.149.239,isp,JP 
122.248.149.240,122.248.150.7,business,AU 
122.248.150.8,122.248.150.11,isp,JP 
122.248.150.12,122.248.150.31,business,AU 
122.248.150.32,122.248.150.63,isp,JP 
122.248.150.64,122.248.150.79,business,AU 
122.248.150.80,122.248.150.95,isp,AU 
122.248.150.96,122.248.150.123,business,AU 
122.248.150.124,122.248.150.127,isp,JP 
122.248.150.128,122.248.150.175,business,AU 
122.248.150.176,122.248.150.191,isp,JP 
122.248.150.192,122.248.150.207,business,AU 
122.248.150.208,122.248.151.63,isp,JP 
122.248.151.64,122.248.151.71,business,AU 
122.248.151.72,122.248.151.75,isp,JP 
122.248.151.76,122.248.151.83,business,AU 
122.248.151.84,122.248.151.87,isp,JP 
122.248.151.88,122.248.151.127,business,AU 
122.248.151.128,122.248.151.143,isp,JP 
122.248.151.144,122.248.151.159,isp,AU 
122.248.151.160,122.248.151.207,business,AU 
122.248.151.208,122.248.151.215,isp,JP 
122.248.151.216,122.248.151.223,business,AU 
122.248.151.224,122.248.151.255,isp,JP 
122.248.152.0,122.248.153.31,business,AU 
122.248.153.32,122.248.153.39,isp,JP 
122.248.153.40,122.248.153.47,business,AU 
122.248.153.48,122.248.153.207,isp,JP 
122.248.153.208,122.248.153.223,isp,AU 
