122.248.0.0,122.248.15.255,business,BD 
122.248.153.224,122.248.153.255,business,AU 
122.248.154.0,122.248.154.191,isp,JP 
122.248.154.192,122.248.154.207,business,AU 
122.248.154.208,122.248.154.215,isp,JP 
122.248.154.216,122.248.154.231,business,AU 
122.248.154.232,122.248.154.239,isp,JP 
122.248.154.240,122.248.154.255,business,AU 
122.248.155.0,122.248.155.63,isp,JP 
122.248.155.64,122.248.155.127,business,AU 
122.248.155.128,122.248.156.7,isp,JP 
122.248.156.8,122.248.156.23,business,AU 
122.248.156.24,122.248.156.31,isp,JP 
122.248.156.32,122.248.156.55,business,AU 
122.248.156.56,122.248.156.63,isp,JP 
122.248.156.64,122.248.156.79,isp,AU 
122.248.156.80,122.248.156.95,isp,JP 
122.248.156.96,122.248.156.143,business,AU 
122.248.156.144,122.248.156.151,isp,JP 
122.248.156.152,122.248.156.167,business,AU 
122.248.156.168,122.248.156.175,isp,JP 
122.248.156.176,122.248.156.215,business,AU 
122.248.156.216,122.248.156.231,isp,JP 
122.248.156.232,122.248.157.15,business,AU 
122.248.157.16,122.248.157.27,isp,JP 
122.248.157.28,122.248.157.63,business,AU 
122.248.157.64,122.248.157.79,isp,JP 
122.248.157.80,122.248.157.111,business,AU 
122.248.157.112,122.248.157.119,isp,JP 
122.248.157.120,122.248.157.123,business,AU 
122.248.157.124,122.248.157.255,isp,AU 
122.248.158.0,122.248.158.23,isp,JP 
122.248.158.24,122.248.158.31,business,AU 
122.248.158.32,122.248.158.39,isp,JP 
122.248.158.40,122.248.158.47,business,AU 
122.248.158.48,122.248.158.55,isp,JP 
122.248.158.56,122.248.158.63,business,AU 
122.248.158.64,122.248.158.71,isp,JP 
122.248.158.72,122.248.158.79,business,AU 
122.248.158.80,122.248.158.111,isp,JP 
122.248.158.112,122.248.158.127,business,AU 
122.248.158.128,122.248.158.191,isp,JP 
122.248.158.192,122.248.159.255,business,AU 
122.248.160.0,122.248.160.39,business,IN 
122.248.160.40,122.248.160.55,isp,IN 
122.248.160.56,122.248.160.79,business,IN 
122.248.160.80,122.248.160.87,isp,IN 
122.248.160.88,122.248.160.95,business,IN 
122.248.160.96,122.248.160.135,isp,IN 
122.248.160.136,122.248.160.139,business,IN 
122.248.160.140,122.248.160.191,isp,IN 
122.248.160.192,122.248.160.199,business,IN 
122.248.160.200,122.248.160.203,isp,IN 
122.248.160.204,122.248.160.215,business,IN 
122.248.160.216,122.248.160.223,isp,IN 
122.248.160.224,122.248.160.231,business,IN 
122.248.160.232,122.248.161.7,isp,IN 
122.248.161.8,122.248.161.15,business,IN 
122.248.161.16,122.248.161.31,isp,IN 
122.248.161.32,122.248.161.143,business,IN 
122.248.161.144,122.248.161.159,isp,IN 
122.248.161.160,122.248.161.215,business,IN 
122.248.161.216,122.248.161.223,isp,IN 
122.248.161.224,122.248.161.231,business,IN 
122.248.161.232,122.248.161.247,isp,IN 
122.248.161.248,122.248.163.111,business,IN 
122.248.163.112,122.248.163.119,isp,IN 
122.248.163.120,122.248.163.255,business,IN 
122.248.164.0,122.248.164.155,business,JP 
122.248.164.156,122.248.164.167,isp,JP 
122.248.164.168,122.248.164.191,business,JP 
122.248.164.192,122.248.165.7,isp,JP 
122.248.165.8,122.248.165.15,business,JP 
122.248.165.16,122.248.165.23,isp,JP 
122.248.165.24,122.248.165.59,business,JP 
122.248.165.60,122.248.165.63,isp,JP 
122.248.165.64,122.248.165.191,business,JP 
122.248.165.192,122.248.165.239,isp,JP 
122.248.165.240,122.248.165.251,business,JP 
122.248.165.252,122.248.167.255,isp,JP 
122.248.168.0,122.248.168.15,business,SG 
122.248.168.16,122.248.168.31,isp,SG 
122.248.168.32,122.248.168.63,business,SG 
122.248.168.64,122.248.168.95,isp,JP 
122.248.168.96,122.248.168.127,business,SG 
122.248.168.128,122.248.168.191,isp,JP 
122.248.168.192,122.248.168.199,business,SG 
122.248.168.200,122.248.168.223,isp,JP 
122.248.168.224,122.248.168.255,business,SG 
122.248.169.0,122.248.169.95,business,TW 
122.248.169.96,122.248.169.103,isp,JP 
122.248.169.104,122.248.169.191,business,TW 
122.248.169.192,122.248.169.195,isp,JP 
122.248.169.196,122.248.169.247,business,TW 
122.248.169.248,122.248.169.255,isp,TW 
122.248.170.0,122.248.170.7,isp,KR 
122.248.170.8,122.248.170.55,business,KR 
122.248.170.56,122.248.170.63,isp,KR 
122.248.170.64,122.248.170.79,business,KR 
122.248.170.80,122.248.170.87,isp,KR 
122.248.170.88,122.248.170.95,business,KR 
122.248.170.96,122.248.170.103,isp,KR 
122.248.170.104,122.248.170.127,business,KR 
122.248.170.128,122.248.170.175,isp,KR 
122.248.170.176,122.248.170.203,business,KR 
122.248.170.204,122.248.170.231,isp,KR 
122.248.170.232,122.248.170.239,business,KR 
122.248.170.240,122.248.171.255,isp,KR 
122.248.172.0,122.248.172.15,business,NZ 
122.248.172.16,122.248.172.23,isp,NZ 
122.248.172.24,122.248.172.27,business,NZ 
122.248.172.28,122.248.172.31,isp,NZ 
122.248.172.32,122.248.172.47,business,NZ 
122.248.172.48,122.248.172.71,isp,NZ 
122.248.172.72,122.248.172.79,business,NZ 
122.248.172.80,122.248.172.91,isp,NZ 
122.248.172.92,122.248.172.107,business,NZ 
122.248.172.108,122.248.172.111,isp,NZ 
122.248.172.112,122.248.172.119,business,NZ 
122.248.172.120,122.248.172.127,isp,NZ 
122.248.172.128,122.248.172.143,business,NZ 
122.248.172.144,122.248.172.151,education,NZ 
122.248.172.152,122.248.172.167,business,NZ 
122.248.172.168,122.248.172.175,isp,NZ 
122.248.172.176,122.248.172.183,business,NZ 
122.248.172.184,122.248.172.191,isp,NZ 
122.248.172.192,122.248.172.207,business,NZ 
122.248.172.208,122.248.172.223,isp,NZ 
122.248.172.224,122.248.172.255,business,NZ 
122.248.173.0,122.248.173.7,isp,NZ 
122.248.173.8,122.248.173.15,business,NZ 
122.248.173.16,122.248.173.23,isp,NZ 
122.248.173.24,122.248.173.63,business,NZ 
122.248.173.64,122.248.173.71,isp,NZ 
122.248.173.72,122.248.173.103,business,NZ 
122.248.173.104,122.248.173.111,isp,NZ 
122.248.173.112,122.248.173.133,business,NZ 
122.248.173.134,122.248.173.135,isp,NZ 
122.248.173.136,122.248.173.175,business,NZ 
122.248.173.176,122.248.173.183,isp,NZ 
122.248.173.184,122.248.173.235,business,NZ 
122.248.173.236,122.248.173.239,isp,NZ 
122.248.173.240,122.248.173.255,business,NZ 
122.248.174.0,122.248.174.15,business,PH 
122.248.174.16,122.248.174.19,isp,PH 
122.248.174.20,122.248.174.27,business,PH 
122.248.174.28,122.248.174.31,isp,PH 
122.248.174.32,122.248.174.39,business,PH 
122.248.174.40,122.248.174.127,isp,PH 
122.248.174.128,122.248.174.159,business,PH 
122.248.174.160,122.248.174.163,isp,PH 
122.248.174.164,122.248.175.11,business,PH 
122.248.175.12,122.248.175.15,isp,PH 
122.248.175.16,122.248.175.31,business,PH 
122.248.175.32,122.248.175.35,isp,PH 
122.248.175.36,122.248.175.43,business,PH 
122.248.175.44,122.248.175.47,isp,PH 
122.248.175.48,122.248.175.95,business,PH 
122.248.175.96,122.248.175.191,isp,PH 
122.248.175.192,122.248.175.199,business,PH 
122.248.175.200,122.248.175.255,isp,PH 
122.248.176.0,122.248.176.31,isp,IN 
122.248.176.32,122.248.176.85,business,IN 
122.248.176.86,122.248.176.99,isp,IN 
122.248.176.100,122.248.176.103,business,IN 
122.248.176.104,122.248.176.111,isp,IN 
122.248.176.112,122.248.176.115,business,IN 
122.248.176.116,122.248.176.119,isp,IN 
122.248.176.120,122.248.176.127,business,IN 
122.248.176.128,122.248.176.143,isp,IN 
122.248.176.144,122.248.176.191,business,IN 
122.248.176.192,122.248.176.203,isp,IN 
122.248.176.204,122.248.176.207,business,IN 
122.248.176.208,122.248.176.223,isp,IN 
122.248.176.224,122.248.176.231,business,IN 
122.248.176.232,122.248.176.239,isp,IN 
122.248.176.240,122.248.176.247,business,IN 
122.248.176.248,122.248.177.31,isp,IN 
122.248.177.32,122.248.177.55,business,IN 
122.248.177.56,122.248.177.63,isp,IN 
122.248.177.64,122.248.177.79,business,IN 
122.248.177.80,122.248.177.95,isp,IN 
122.248.177.96,122.248.177.103,business,IN 
122.248.177.104,122.248.177.111,isp,IN 
122.248.177.112,122.248.177.115,business,IN 
122.248.177.116,122.248.177.127,isp,IN 
122.248.177.128,122.248.177.255,business,IN 
122.248.178.0,122.248.178.63,business,SG 
122.248.178.64,122.248.178.95,isp,SG 
122.248.178.96,122.248.178.159,business,SG 
122.248.178.160,122.248.178.191,isp,SG 
122.248.178.192,122.248.178.223,business,SG 
122.248.178.224,122.248.178.255,isp,SG 
122.248.179.0,122.248.179.31,business,SG 
122.248.179.32,122.248.179.39,isp,SG 
122.248.179.40,122.248.179.63,business,SG 
122.248.179.64,122.248.179.79,isp,SG 
122.248.179.80,122.248.179.255,business,SG 
122.248.180.0,122.248.180.31,isp,HK 
122.248.180.32,122.248.180.87,business,HK 
122.248.180.88,122.248.180.95,isp,HK 
122.248.180.96,122.248.180.103,business,HK 
122.248.180.104,122.248.180.111,isp,HK 
122.248.180.112,122.248.180.127,business,HK 
122.248.180.128,122.248.180.255,isp,HK 
122.248.181.0,122.248.181.191,business,HK 
122.248.181.192,122.248.181.199,isp,HK 
122.248.181.200,122.248.181.255,business,HK 
122.248.182.0,122.248.182.255,isp,IN 
122.248.183.0,122.248.183.31,business,IN 
122.248.183.32,122.248.183.39,isp,IN 
122.248.183.40,122.248.183.43,business,IN 
122.248.183.44,122.248.183.47,isp,IN 
122.248.183.48,122.248.183.95,business,IN 
122.248.183.96,122.248.183.111,isp,IN 
122.248.183.112,122.248.183.135,business,IN 
122.248.183.136,122.248.183.143,isp,IN 
122.248.183.144,122.248.183.191,business,IN 
122.248.183.192,122.248.183.223,isp,IN 
122.248.183.224,122.248.183.255,business,IN 
122.248.184.0,122.248.184.47,business,TW 
122.248.184.48,122.248.184.63,business,HK 
122.248.184.64,122.248.184.79,business,TW 
122.248.184.80,122.248.184.95,isp,TW 
122.248.184.96,122.248.184.99,business,TW 
122.248.184.100,122.248.184.103,isp,TW 
122.248.184.104,122.248.184.111,business,TW 
122.248.184.112,122.248.184.135,isp,TW 
122.248.184.136,122.248.184.143,business,TW 
122.248.184.144,122.248.184.159,isp,TW 
122.248.184.160,122.248.184.163,business,TW 
122.248.184.164,122.248.184.191,isp,TW 
122.248.184.192,122.248.184.255,business,TW 
122.248.185.0,122.248.185.7,isp,TW 
122.248.185.8,122.248.185.31,business,TW 
122.248.185.32,122.248.185.191,isp,TW 
122.248.185.192,122.248.185.199,business,TW 
122.248.185.200,122.248.185.255,isp,TW 
122.248.186.0,122.248.187.15,isp,JP 
122.248.187.16,122.248.187.35,business,AU 
122.248.187.36,122.248.187.39,isp,JP 
122.248.187.40,122.248.187.47,business,AU 
122.248.187.48,122.248.187.79,isp,JP 
122.248.187.80,122.248.187.83,business,AU 
122.248.187.84,122.248.187.87,isp,JP 
122.248.187.88,122.248.187.175,business,AU 
122.248.187.176,122.248.187.191,isp,JP 
122.248.187.192,122.248.187.255,business,AU 
122.248.188.0,122.248.189.255,isp,JP 
122.248.190.0,122.248.190.15,isp,IN 
122.248.190.16,122.248.190.31,business,IN 
122.248.190.32,122.248.190.71,isp,IN 
122.248.190.72,122.248.190.159,business,IN 
122.248.190.160,122.248.190.191,isp,IN 
122.248.190.192,122.248.190.223,business,IN 
122.248.190.224,122.248.190.255,isp,IN 
122.248.191.0,122.248.191.23,business,IN 
122.248.191.24,122.248.191.47,isp,IN 
122.248.191.48,122.248.191.71,business,IN 
122.248.191.72,122.248.191.79,isp,IN 
122.248.191.80,122.248.191.127,business,IN 
122.248.191.128,122.248.191.139,isp,IN 
122.248.191.140,122.248.191.147,business,IN 
122.248.191.148,122.248.191.151,isp,IN 
122.248.191.152,122.248.191.159,business,IN 
122.248.191.160,122.248.191.167,isp,IN 
122.248.191.168,122.248.191.191,business,IN 
122.248.191.192,122.248.191.207,isp,IN 
122.248.191.208,122.248.191.215,business,IN 
122.248.191.216,122.248.191.223,isp,IN 
122.248.191.224,122.248.191.255,business,IN 
122.248.192.0,122.248.255.255,hosting,SG 
