23.117.57.72,23.117.57.79,business,US,AS7018 
23.117.57.80,23.117.192.15,isp,US,AS7018 
23.117.192.16,23.117.192.23,business,US,AS7018 
23.117.192.24,23.117.192.39,isp,US,AS7018 
23.117.192.40,23.117.192.47,business,US,AS7018 
23.117.192.48,23.117.192.255,isp,US,AS7018 
23.117.193.0,23.117.193.7,business,US,AS7018 
23.117.193.8,23.117.195.23,isp,US,AS7018 
23.117.195.24,23.117.195.31,business,US,AS7018 
23.117.195.32,23.117.195.79,isp,US,AS7018 
23.117.195.80,23.117.195.87,business,US,AS7018 
23.117.195.88,23.117.196.47,isp,US,AS7018 
23.117.196.48,23.117.196.55,business,US,AS7018 
23.117.196.56,23.117.196.167,isp,US,AS7018 
23.117.196.168,23.117.196.175,business,US,AS7018 
23.117.196.176,23.117.196.199,isp,US,AS7018 
23.117.196.200,23.117.196.207,business,US,AS7018 
23.117.196.208,23.117.197.31,isp,US,AS7018 
23.117.197.32,23.117.197.39,business,US,AS7018 
23.117.197.40,23.117.197.143,isp,US,AS7018 
23.117.197.144,23.117.197.151,business,US,AS7018 
23.117.197.152,23.117.197.207,isp,US,AS7018 
23.117.197.208,23.117.197.215,business,US,AS7018 
23.117.197.216,23.117.198.87,isp,US,AS7018 
23.117.198.88,23.117.198.95,business,US,AS7018 
23.117.198.96,23.117.198.215,isp,US,AS7018 
23.117.198.216,23.117.198.223,business,US,AS7018 
23.117.198.224,23.117.198.231,isp,US,AS7018 
23.117.198.232,23.117.198.239,business,US,AS7018 
23.117.198.240,23.117.198.255,isp,US,AS7018 
23.117.199.0,23.117.199.7,business,US,AS7018 
23.117.199.8,23.117.249.31,isp,US,AS7018 
23.117.249.32,23.117.249.63,business,US,AS7018 
23.117.249.64,23.117.250.175,isp,US,AS7018 
23.117.250.176,23.117.250.183,business,US,AS7018 
23.117.250.184,23.117.250.255,isp,US,AS7018 
23.117.251.0,23.117.251.7,business,US,AS7018 
23.117.251.8,23.118.0.7,isp,US,AS7018 
