88.222.0.0,88.222.207.255,isp,LT,AS24877 
88.222.208.0,88.222.215.255,hosting,IN,AS47583 
88.222.216.0,88.222.219.255,hosting,GB,AS47583 
88.222.220.0,88.222.221.255,hosting,DE,AS47583 
88.222.222.0,88.222.222.255,hosting,LT,AS47583 
88.222.223.0,88.222.223.255,hosting,ZA,AS47583 
88.222.224.0,88.222.239.255,isp,LT,AS24877 
88.222.240.0,88.222.247.255,hosting,IN,AS47583 
88.222.248.0,88.222.255.255,isp,LT,AS24877 
