203.174.0.0,203.174.3.255,hosting,AU,AS1221 
203.174.4.0,203.174.4.255,hosting,CN,AS58519 
203.174.5.0,203.174.5.255,isp,ID,AS133798 
203.174.6.0,203.174.6.255,business,CN, 
203.174.7.0,203.174.7.255,business,CN,AS38834 
203.174.8.0,203.174.15.255,isp,ID,AS24523 
203.174.16.0,203.174.23.255,hosting,AU,AS1221 
203.174.24.0,203.174.25.255,business,AU,AS45171 
203.174.26.0,203.174.26.255,isp,MN,AS38818 
203.174.27.0,203.174.27.255,isp,AF,AS45178 
203.174.28.0,203.174.29.255,business,SG, 
203.174.30.0,203.174.31.255,business,NZ,AS4648 
203.174.32.0,203.174.32.255,business,HK,AS24462 
203.174.33.0,203.174.63.255,hosting,HK,AS9381 
203.174.64.0,203.174.79.255,hosting,JP,AS17707 
203.174.80.0,203.174.80.255,business,SG, 
203.174.81.0,203.174.87.255,hosting,SG,AS38001 
203.174.88.0,203.174.95.255,isp,JP,AS24290 
203.174.96.0,203.174.127.255,isp,CN,AS63647 
203.174.128.0,203.174.130.77,isp,AU,AS2764 
203.174.130.78,203.174.130.79,business,AU,AS2764 
203.174.130.80,203.174.133.11,isp,AU,AS2764 
203.174.133.12,203.174.133.12,business,AU,AS2764 
203.174.133.13,203.174.143.255,isp,AU,AS2764 
203.174.144.0,203.174.144.63,business,AU,AS2764 
203.174.144.64,203.174.144.95,isp,AU,AS2764 
203.174.144.96,203.174.144.127,education,AU,AS2764 
203.174.144.128,203.174.144.159,business,AU,AS2764 
203.174.144.160,203.174.145.7,isp,AU,AS2764 
203.174.145.8,203.174.145.11,business,AU,AS2764 
203.174.145.12,203.174.145.23,isp,AU,AS2764 
203.174.145.24,203.174.145.43,business,AU,AS2764 
203.174.145.44,203.174.145.51,isp,AU,AS2764 
203.174.145.52,203.174.145.55,business,AU,AS2764 
203.174.145.56,203.174.145.59,isp,AU,AS2764 
203.174.145.60,203.174.145.67,business,AU,AS2764 
203.174.145.68,203.174.145.71,isp,AU,AS2764 
203.174.145.72,203.174.145.75,business,AU,AS2764 
203.174.145.76,203.174.145.79,isp,AU,AS2764 
203.174.145.80,203.174.145.83,business,AU,AS2764 
203.174.145.84,203.174.145.103,isp,AU,AS2764 
203.174.145.104,203.174.145.111,business,AU,AS2764 
203.174.145.112,203.174.145.119,isp,AU,AS2764 
203.174.145.120,203.174.145.147,business,AU,AS2764 
203.174.145.148,203.174.145.159,isp,AU,AS2764 
203.174.145.160,203.174.145.167,business,AU,AS2764 
203.174.145.168,203.174.145.171,isp,AU,AS2764 
203.174.145.172,203.174.145.175,business,AU,AS2764 
203.174.145.176,203.174.145.179,isp,AU,AS2764 
203.174.145.180,203.174.145.191,business,AU,AS2764 
203.174.145.192,203.174.145.203,isp,AU,AS2764 
203.174.145.204,203.174.145.227,business,AU,AS2764 
203.174.145.228,203.174.145.231,isp,AU,AS2764 
203.174.145.232,203.174.145.235,business,AU,AS2764 
203.174.145.236,203.174.145.243,isp,AU,AS2764 
203.174.145.244,203.174.145.251,business,AU,AS2764 
203.174.145.252,203.174.145.255,isp,AU,AS2764 
203.174.146.0,203.174.146.7,business,AU,AS2764 
203.174.146.8,203.174.146.23,isp,AU,AS2764 
203.174.146.24,203.174.146.47,business,AU,AS2764 
203.174.146.48,203.174.146.55,education,AU,AS2764 
203.174.146.56,203.174.146.87,business,AU,AS2764 
203.174.146.88,203.174.146.111,isp,AU,AS2764 
203.174.146.112,203.174.146.127,business,AU,AS2764 
203.174.146.128,203.174.146.143,isp,AU,AS2764 
203.174.146.144,203.174.146.159,business,AU,AS2764 
203.174.146.160,203.174.146.191,isp,AU,AS2764 
203.174.146.192,203.174.146.207,education,AU,AS2764 
203.174.146.208,203.174.146.223,isp,AU,AS2764 
203.174.146.224,203.174.146.239,education,AU,AS2764 
203.174.146.240,203.174.146.255,business,AU,AS2764 
203.174.147.0,203.174.147.31,isp,AU,AS2764 
203.174.147.32,203.174.147.55,business,AU,AS2764 
203.174.147.56,203.174.147.59,isp,AU,AS2764 
203.174.147.60,203.174.147.63,business,AU,AS2764 
203.174.147.64,203.174.147.95,isp,AU,AS2764 
203.174.147.96,203.174.147.111,business,AU,AS2764 
203.174.147.112,203.174.148.11,isp,AU,AS2764 
203.174.148.12,203.174.148.15,business,AU,AS2764 
203.174.148.16,203.174.148.23,isp,AU,AS2764 
203.174.148.24,203.174.148.31,business,AU,AS2764 
203.174.148.32,203.174.148.43,isp,AU,AS2764 
203.174.148.44,203.174.148.55,business,AU,AS2764 
203.174.148.56,203.174.148.59,isp,AU,AS2764 
203.174.148.60,203.174.148.67,business,AU,AS2764 
203.174.148.68,203.174.148.71,isp,AU,AS2764 
203.174.148.72,203.174.148.79,business,AU,AS2764 
203.174.148.80,203.174.148.83,isp,AU,AS2764 
203.174.148.84,203.174.148.95,business,AU,AS2764 
203.174.148.96,203.174.148.127,isp,AU,AS2764 
203.174.148.128,203.174.148.159,business,AU,AS2764 
203.174.148.160,203.174.148.163,isp,AU,AS2764 
203.174.148.164,203.174.148.167,business,AU,AS2764 
203.174.148.168,203.174.148.171,isp,AU,AS2764 
203.174.148.172,203.174.148.183,business,AU,AS2764 
203.174.148.184,203.174.148.191,isp,AU,AS2764 
203.174.148.192,203.174.148.219,business,AU,AS2764 
203.174.148.220,203.174.148.223,isp,AU,AS2764 
203.174.148.224,203.174.148.243,business,AU,AS2764 
203.174.148.244,203.174.148.251,isp,AU,AS2764 
203.174.148.252,203.174.149.255,business,AU,AS2764 
203.174.150.0,203.174.150.7,isp,AU,AS2764 
203.174.150.8,203.174.150.27,business,AU,AS2764 
203.174.150.28,203.174.150.35,isp,AU,AS2764 
203.174.150.36,203.174.150.55,business,AU,AS2764 
203.174.150.56,203.174.150.59,isp,AU,AS2764 
203.174.150.60,203.174.150.139,business,AU,AS2764 
203.174.150.140,203.174.150.143,isp,AU,AS2764 
203.174.150.144,203.174.150.175,business,AU,AS2764 
203.174.150.176,203.174.150.179,isp,AU,AS2764 
203.174.150.180,203.174.151.3,business,AU,AS2764 
203.174.151.4,203.174.151.7,isp,AU,AS2764 
203.174.151.8,203.174.151.23,business,AU,AS2764 
203.174.151.24,203.174.151.27,isp,AU,AS2764 
203.174.151.28,203.174.151.39,business,AU,AS2764 
