203.174.0.0,203.174.3.255,hosting,AU,AS1221 
203.174.151.40,203.174.151.47,isp,AU,AS2764 
203.174.151.48,203.174.151.79,business,AU,AS2764 
203.174.151.80,203.174.151.83,isp,AU,AS2764 
203.174.151.84,203.174.151.91,business,AU,AS2764 
203.174.151.92,203.174.151.95,isp,AU,AS2764 
203.174.151.96,203.174.151.99,business,AU,AS2764 
203.174.151.100,203.174.151.119,isp,AU,AS2764 
203.174.151.120,203.174.151.127,business,AU,AS2764 
203.174.151.128,203.174.151.135,isp,AU,AS2764 
203.174.151.136,203.174.151.155,business,AU,AS2764 
203.174.151.156,203.174.151.159,isp,AU,AS2764 
203.174.151.160,203.174.151.175,business,AU,AS2764 
203.174.151.176,203.174.151.179,isp,AU,AS2764 
203.174.151.180,203.174.151.191,business,AU,AS2764 
203.174.151.192,203.174.151.195,education,AU,AS2764 
203.174.151.196,203.174.151.203,business,AU,AS2764 
203.174.151.204,203.174.151.211,isp,AU,AS2764 
203.174.151.212,203.174.151.251,business,AU,AS2764 
203.174.151.252,203.174.151.255,isp,AU,AS2764 
203.174.152.0,203.174.152.7,education,AU,AS2764 
203.174.152.8,203.174.152.15,isp,AU,AS2764 
203.174.152.16,203.174.152.23,business,AU,AS2764 
203.174.152.24,203.174.152.63,isp,AU,AS2764 
203.174.152.64,203.174.152.255,business,AU,AS2764 
203.174.153.0,203.174.153.15,isp,AU,AS2764 
203.174.153.16,203.174.153.31,business,AU,AS2764 
203.174.153.32,203.174.153.47,isp,AU,AS2764 
203.174.153.48,203.174.153.71,business,AU,AS2764 
203.174.153.72,203.174.153.87,isp,AU,AS2764 
203.174.153.88,203.174.153.95,business,AU,AS2764 
203.174.153.96,203.174.153.103,isp,AU,AS2764 
203.174.153.104,203.174.153.127,business,AU,AS2764 
203.174.153.128,203.174.153.143,education,AU,AS2764 
203.174.153.144,203.174.153.175,isp,AU,AS2764 
203.174.153.176,203.174.153.223,business,AU,AS2764 
203.174.153.224,203.174.153.239,isp,AU,AS2764 
203.174.153.240,203.174.154.95,business,AU,AS2764 
203.174.154.96,203.174.154.111,isp,AU,AS2764 
203.174.154.112,203.174.154.143,business,AU,AS2764 
203.174.154.144,203.174.154.159,isp,AU,AS2764 
203.174.154.160,203.174.154.175,business,AU,AS2764 
203.174.154.176,203.174.154.191,isp,AU,AS2764 
203.174.154.192,203.174.154.207,business,AU,AS2764 
203.174.154.208,203.174.154.215,education,AU,AS2764 
203.174.154.216,203.174.154.223,isp,AU,AS2764 
203.174.154.224,203.174.154.255,business,AU,AS2764 
203.174.155.0,203.174.155.15,isp,AU,AS2764 
203.174.155.16,203.174.155.23,business,AU,AS2764 
203.174.155.24,203.174.155.31,education,AU,AS2764 
203.174.155.32,203.174.155.63,business,AU,AS2764 
203.174.155.64,203.174.155.79,isp,AU,AS2764 
203.174.155.80,203.174.155.87,business,AU,AS2764 
203.174.155.88,203.174.155.103,isp,AU,AS2764 
203.174.155.104,203.174.155.111,business,AU,AS2764 
203.174.155.112,203.174.155.119,isp,AU,AS2764 
203.174.155.120,203.174.155.135,business,AU,AS2764 
203.174.155.136,203.174.155.143,isp,AU,AS2764 
203.174.155.144,203.174.155.199,business,AU,AS2764 
203.174.155.200,203.174.155.207,isp,AU,AS2764 
203.174.155.208,203.174.155.247,business,AU,AS2764 
203.174.155.248,203.174.155.255,isp,AU,AS2764 
203.174.156.0,203.174.156.47,business,AU,AS2764 
203.174.156.48,203.174.156.55,isp,AU,AS2764 
203.174.156.56,203.174.156.63,business,AU,AS2764 
203.174.156.64,203.174.156.79,isp,AU,AS2764 
203.174.156.80,203.174.156.103,business,AU,AS2764 
203.174.156.104,203.174.156.111,isp,AU,AS2764 
203.174.156.112,203.174.156.119,business,AU,AS2764 
203.174.156.120,203.174.156.135,isp,AU,AS2764 
203.174.156.136,203.174.156.143,business,AU,AS2764 
203.174.156.144,203.174.156.151,isp,AU,AS2764 
203.174.156.152,203.174.156.159,business,AU,AS2764 
203.174.156.160,203.174.156.167,isp,AU,AS2764 
203.174.156.168,203.174.156.175,business,AU,AS2764 
203.174.156.176,203.174.156.215,isp,AU,AS2764 
203.174.156.216,203.174.156.223,business,AU,AS2764 
203.174.156.224,203.174.156.239,isp,AU,AS2764 
203.174.156.240,203.174.156.247,business,AU,AS2764 
203.174.156.248,203.174.156.255,isp,AU,AS2764 
203.174.157.0,203.174.157.63,business,AU,AS2764 
203.174.157.64,203.174.157.127,isp,AU,AS2764 
203.174.157.128,203.174.157.255,business,AU,AS2764 
203.174.158.0,203.174.158.63,isp,AU,AS2764 
203.174.158.64,203.174.158.79,business,AU,AS2764 
203.174.158.80,203.174.158.91,isp,AU,AS2764 
203.174.158.92,203.174.158.95,business,AU,AS2764 
203.174.158.96,203.174.158.255,isp,AU,AS2764 
203.174.159.0,203.174.159.31,business,AU,AS2764 
203.174.159.32,203.174.159.63,isp,AU,AS2764 
203.174.159.64,203.174.159.159,business,AU,AS2764 
203.174.159.160,203.174.161.191,isp,AU,AS2764 
203.174.161.192,203.174.161.255,business,AU,AS2764 
203.174.162.0,203.174.162.95,isp,AU,AS2764 
203.174.162.96,203.174.163.31,business,AU,AS2764 
203.174.163.32,203.174.163.127,isp,AU,AS2764 
203.174.163.128,203.174.163.175,business,AU,AS2764 
203.174.163.176,203.174.163.191,isp,AU,AS2764 
203.174.163.192,203.174.163.223,business,AU,AS2764 
203.174.163.224,203.174.164.47,isp,AU,AS2764 
203.174.164.48,203.174.164.63,business,AU,AS2764 
203.174.164.64,203.174.164.111,isp,AU,AS2764 
203.174.164.112,203.174.164.119,business,AU,AS2764 
203.174.164.120,203.174.164.127,isp,AU,AS2764 
203.174.164.128,203.174.164.135,business,AU,AS2764 
203.174.164.136,203.174.164.175,isp,AU,AS2764 
203.174.164.176,203.174.164.191,business,AU,AS2764 
203.174.164.192,203.174.164.239,isp,AU,AS2764 
203.174.164.240,203.174.164.247,business,AU,AS2764 
203.174.164.248,203.174.165.11,isp,AU,AS2764 
203.174.165.12,203.174.165.19,business,AU,AS2764 
203.174.165.20,203.174.165.23,isp,AU,AS2764 
203.174.165.24,203.174.165.31,business,AU,AS2764 
203.174.165.32,203.174.165.35,isp,AU,AS2764 
203.174.165.36,203.174.165.39,business,AU,AS2764 
203.174.165.40,203.174.165.43,isp,AU,AS2764 
203.174.165.44,203.174.165.47,business,AU,AS2764 
203.174.165.48,203.174.165.51,education,AU,AS2764 
203.174.165.52,203.174.165.67,business,AU,AS2764 
203.174.165.68,203.174.165.71,isp,AU,AS2764 
203.174.165.72,203.174.165.83,business,AU,AS2764 
203.174.165.84,203.174.165.87,isp,AU,AS2764 
203.174.165.88,203.174.165.127,business,AU,AS2764 
203.174.165.128,203.174.165.255,education,AU,AS2764 
203.174.166.0,203.174.166.15,isp,AU,AS2764 
203.174.166.16,203.174.166.23,business,AU,AS2764 
203.174.166.24,203.174.166.39,isp,AU,AS2764 
203.174.166.40,203.174.166.151,business,AU,AS2764 
203.174.166.152,203.174.166.159,isp,AU,AS2764 
203.174.166.160,203.174.166.191,business,AU,AS2764 
203.174.166.192,203.174.166.199,isp,AU,AS2764 
203.174.166.200,203.174.166.247,business,AU,AS2764 
203.174.166.248,203.174.167.15,isp,AU,AS2764 
203.174.167.16,203.174.167.31,education,AU,AS2764 
203.174.167.32,203.174.167.47,business,AU,AS2764 
203.174.167.48,203.174.167.63,isp,AU,AS2764 
203.174.167.64,203.174.167.79,business,AU,AS2764 
203.174.167.80,203.174.167.95,isp,AU,AS2764 
203.174.167.96,203.174.167.127,business,AU,AS2764 
203.174.167.128,203.174.167.143,isp,AU,AS2764 
203.174.167.144,203.174.167.207,business,AU,AS2764 
203.174.167.208,203.174.167.223,isp,AU,AS2764 
203.174.167.224,203.174.167.239,business,AU,AS2764 
203.174.167.240,203.174.168.63,isp,AU,AS2764 
203.174.168.64,203.174.169.31,business,AU,AS2764 
203.174.169.32,203.174.169.63,isp,AU,AS2764 
203.174.169.64,203.174.169.95,business,AU,AS2764 
203.174.169.96,203.174.169.127,isp,AU,AS2764 
203.174.169.128,203.174.169.191,business,AU,AS2764 
203.174.169.192,203.174.169.255,isp,AU,AS2764 
203.174.170.0,203.174.171.127,business,AU,AS2764 
203.174.171.128,203.174.171.143,isp,AU,AS2764 
203.174.171.144,203.174.171.223,business,AU,AS2764 
203.174.171.224,203.174.171.239,isp,AU,AS2764 
203.174.171.240,203.174.172.31,business,AU,AS2764 
203.174.172.32,203.174.172.39,isp,AU,AS2764 
203.174.172.40,203.174.172.63,business,AU,AS2764 
203.174.172.64,203.174.172.71,isp,AU,AS2764 
203.174.172.72,203.174.172.79,business,AU,AS2764 
203.174.172.80,203.174.172.87,isp,AU,AS2764 
203.174.172.88,203.174.172.95,business,AU,AS2764 
203.174.172.96,203.174.172.103,isp,AU,AS2764 
203.174.172.104,203.174.172.111,business,AU,AS2764 
203.174.172.112,203.174.172.119,isp,AU,AS2764 
203.174.172.120,203.174.172.127,business,AU,AS2764 
203.174.172.128,203.174.172.135,isp,AU,AS2764 
203.174.172.136,203.174.172.159,business,AU,AS2764 
203.174.172.160,203.174.172.167,isp,AU,AS2764 
203.174.172.168,203.174.172.175,business,AU,AS2764 
203.174.172.176,203.174.172.191,isp,AU,AS2764 
203.174.172.192,203.174.172.231,business,AU,AS2764 
203.174.172.232,203.174.172.239,isp,AU,AS2764 
203.174.172.240,203.174.172.247,business,AU,AS2764 
203.174.172.248,203.174.173.7,isp,AU,AS2764 
203.174.173.8,203.174.173.15,business,AU,AS2764 
203.174.173.16,203.174.173.19,education,AU,AS2764 
203.174.173.20,203.174.173.23,business,AU,AS2764 
203.174.173.24,203.174.173.31,isp,AU,AS2764 
203.174.173.32,203.174.173.67,business,AU,AS2764 
203.174.173.68,203.174.173.71,isp,AU,AS2764 
203.174.173.72,203.174.173.79,business,AU,AS2764 
203.174.173.80,203.174.173.91,isp,AU,AS2764 
203.174.173.92,203.174.173.95,business,AU,AS2764 
203.174.173.96,203.174.173.119,isp,AU,AS2764 
203.174.173.120,203.174.173.123,business,AU,AS2764 
203.174.173.124,203.174.173.131,isp,AU,AS2764 
203.174.173.132,203.174.173.135,business,AU,AS2764 
203.174.173.136,203.174.173.151,isp,AU,AS2764 
203.174.173.152,203.174.173.179,business,AU,AS2764 
203.174.173.180,203.174.173.183,isp,AU,AS2764 
203.174.173.184,203.174.173.211,business,AU,AS2764 
203.174.173.212,203.174.173.223,isp,AU,AS2764 
203.174.173.224,203.174.173.243,business,AU,AS2764 
203.174.173.244,203.174.173.255,isp,AU,AS2764 
203.174.174.0,203.174.174.127,business,AU,AS2764 
203.174.174.128,203.174.174.255,isp,AU,AS2764 
203.174.175.0,203.174.175.63,business,AU,AS2764 
203.174.175.64,203.174.175.127,isp,AU,AS2764 
203.174.175.128,203.174.175.255,business,AU,AS2764 
203.174.176.0,203.174.191.255,isp,AU,AS2764 
203.174.192.0,203.174.207.255,business,JP,AS17698 
203.174.208.0,203.174.211.255,isp,JP,AS17698 
203.174.212.0,203.174.223.255,business,JP,AS17698 
203.174.224.0,203.174.255.255,isp,JP,AS9614 
