203.192.0.0,203.192.0.255,business,CN 
203.192.1.0,203.192.1.255,hosting,CN 
203.192.2.0,203.192.3.255,business,CN 
203.192.4.0,203.192.4.255,hosting,CN 
203.192.5.0,203.192.5.255,business,CN 
203.192.6.0,203.192.9.255,hosting,CN 
203.192.10.0,203.192.31.255,business,CN 
203.192.32.0,203.192.47.255,isp,TH 
203.192.48.0,203.192.63.255,business,TH 
203.192.64.0,203.192.84.191,isp,AU 
203.192.84.192,203.192.84.207,business,AU 
203.192.84.208,203.192.87.255,isp,AU 
203.192.88.0,203.192.88.63,business,AU 
203.192.88.64,203.192.95.255,isp,AU 
203.192.96.0,203.192.96.255,business,JP 
203.192.97.0,203.192.101.127,hosting,JP 
203.192.101.128,203.192.101.159,business,JP 
203.192.101.160,203.192.101.175,hosting,JP 
203.192.101.176,203.192.101.227,business,JP 
203.192.101.228,203.192.101.231,hosting,JP 
203.192.101.232,203.192.101.239,business,JP 
203.192.101.240,203.192.101.255,hosting,JP 
203.192.102.0,203.192.102.255,business,JP 
203.192.103.0,203.192.103.255,hosting,JP 
203.192.104.0,203.192.104.191,business,JP 
203.192.104.192,203.192.104.255,hosting,JP 
203.192.105.0,203.192.113.255,business,JP 
203.192.114.0,203.192.114.31,hosting,JP 
203.192.114.32,203.192.114.39,business,JP 
203.192.114.40,203.192.114.70,isp,JP 
203.192.114.71,203.192.114.79,hosting,JP 
203.192.114.80,203.192.114.95,isp,JP 
203.192.114.96,203.192.114.143,hosting,JP 
203.192.114.144,203.192.114.151,business,JP 
203.192.114.152,203.192.114.159,hosting,JP 
203.192.114.160,203.192.114.171,isp,JP 
203.192.114.172,203.192.114.255,hosting,JP 
203.192.115.0,203.192.127.255,business,JP 
203.192.128.0,203.192.129.255,isp,JP 
203.192.130.0,203.192.130.255,isp,AU 
203.192.131.0,203.192.133.255,isp,JP 
203.192.134.0,203.192.134.255,isp,HK 
203.192.135.0,203.192.135.15,business,HK 
203.192.135.16,203.192.135.23,isp,HK 
203.192.135.24,203.192.135.31,business,HK 
203.192.135.32,203.192.135.47,isp,JP 
203.192.135.48,203.192.135.95,isp,HK 
203.192.135.96,203.192.135.127,business,HK 
203.192.135.128,203.192.135.143,isp,HK 
203.192.135.144,203.192.135.167,isp,JP 
203.192.135.168,203.192.135.175,isp,HK 
203.192.135.176,203.192.135.191,isp,JP 
203.192.135.192,203.192.135.255,business,HK 
203.192.136.0,203.192.136.255,isp,AU 
203.192.137.0,203.192.137.255,isp,HK 
203.192.138.0,203.192.138.15,isp,SG 
203.192.138.16,203.192.138.23,business,MY 
203.192.138.24,203.192.138.31,isp,SG 
203.192.138.32,203.192.138.47,business,MY 
203.192.138.48,203.192.138.55,isp,JP 
203.192.138.56,203.192.138.63,business,SG 
203.192.138.64,203.192.138.71,isp,SG 
203.192.138.72,203.192.138.79,business,SG 
203.192.138.80,203.192.138.87,isp,SG 
203.192.138.88,203.192.138.95,business,SG 
203.192.138.96,203.192.138.111,isp,SG 
203.192.138.112,203.192.138.127,business,SG 
203.192.138.128,203.192.138.143,business,MY 
203.192.138.144,203.192.138.159,business,SG 
203.192.138.160,203.192.138.191,isp,JP 
203.192.138.192,203.192.138.215,business,SG 
203.192.138.216,203.192.138.223,isp,MY 
203.192.138.224,203.192.138.239,isp,JP 
203.192.138.240,203.192.138.247,business,SG 
203.192.138.248,203.192.138.255,isp,SG 
203.192.139.0,203.192.139.127,isp,MY 
203.192.139.128,203.192.139.143,business,SG 
203.192.139.144,203.192.139.159,isp,JP 
203.192.139.160,203.192.139.175,business,MY 
203.192.139.176,203.192.139.191,isp,SG 
203.192.139.192,203.192.139.223,business,SG 
203.192.139.224,203.192.139.239,isp,MY 
203.192.139.240,203.192.140.79,isp,JP 
203.192.140.80,203.192.140.95,business,JP 
203.192.140.96,203.192.140.127,isp,JP 
203.192.140.128,203.192.140.159,business,JP 
203.192.140.160,203.192.140.207,isp,JP 
203.192.140.208,203.192.140.215,business,JP 
203.192.140.216,203.192.140.223,isp,JP 
203.192.140.224,203.192.140.255,business,JP 
203.192.141.0,203.192.141.71,business,AU 
203.192.141.72,203.192.141.95,isp,AU 
203.192.141.96,203.192.141.127,business,AU 
203.192.141.128,203.192.141.191,isp,AU 
203.192.141.192,203.192.141.207,business,AU 
203.192.141.208,203.192.141.223,business,NZ 
203.192.141.224,203.192.141.239,isp,AU 
203.192.141.240,203.192.141.247,business,AU 
203.192.141.248,203.192.141.255,isp,AU 
203.192.142.0,203.192.142.255,isp,KR 
203.192.143.0,203.192.143.255,isp,TW 
203.192.144.0,203.192.144.255,isp,MY 
203.192.145.0,203.192.145.255,isp,HK 
203.192.146.0,203.192.146.255,business,AU 
203.192.147.0,203.192.147.15,business,JP 
203.192.147.16,203.192.147.31,isp,JP 
203.192.147.32,203.192.147.39,business,JP 
203.192.147.40,203.192.147.223,isp,JP 
203.192.147.224,203.192.147.239,business,JP 
203.192.147.240,203.192.147.255,isp,JP 
203.192.148.0,203.192.148.15,isp,KR 
203.192.148.16,203.192.148.23,business,KR 
203.192.148.24,203.192.148.63,isp,JP 
203.192.148.64,203.192.148.95,isp,KR 
203.192.148.96,203.192.148.111,business,KR 
203.192.148.112,203.192.148.127,isp,KR 
203.192.148.128,203.192.148.151,isp,JP 
203.192.148.152,203.192.148.191,business,KR 
203.192.148.192,203.192.150.255,isp,JP 
203.192.151.0,203.192.151.7,isp,PH 
203.192.151.8,203.192.151.15,business,PH 
203.192.151.16,203.192.151.31,business,TW 
203.192.151.32,203.192.151.63,isp,TW 
203.192.151.64,203.192.151.127,isp,PH 
203.192.151.128,203.192.151.143,business,PH 
203.192.151.144,203.192.151.159,isp,JP 
203.192.151.160,203.192.151.215,isp,PH 
203.192.151.216,203.192.151.223,isp,JP 
203.192.151.224,203.192.151.255,isp,PH 
203.192.152.0,203.192.152.15,isp,JP 
203.192.152.16,203.192.152.31,isp,TW 
203.192.152.32,203.192.152.47,isp,PH 
203.192.152.48,203.192.152.63,business,TW 
203.192.152.64,203.192.152.79,isp,JP 
203.192.152.80,203.192.152.87,business,TW 
203.192.152.88,203.192.152.95,isp,PH 
203.192.152.96,203.192.152.103,business,TW 
203.192.152.104,203.192.152.111,isp,JP 
203.192.152.112,203.192.152.127,business,TW 
203.192.152.128,203.192.152.143,isp,PH 
203.192.152.144,203.192.152.167,isp,JP 
203.192.152.168,203.192.152.175,isp,PH 
203.192.152.176,203.192.152.183,education,TW 
203.192.152.184,203.192.152.191,isp,TW 
203.192.152.192,203.192.152.223,isp,PH 
203.192.152.224,203.192.152.231,business,TW 
203.192.152.232,203.192.152.239,isp,PH 
203.192.152.240,203.192.152.255,isp,TW 
203.192.153.0,203.192.153.255,isp,HK 
203.192.154.0,203.192.154.255,isp,SG 
203.192.155.0,203.192.155.191,isp,JP 
203.192.155.192,203.192.155.195,isp,PH 
203.192.155.196,203.192.155.255,isp,JP 
203.192.156.0,203.192.156.7,business,HK 
203.192.156.8,203.192.156.15,isp,JP 
203.192.156.16,203.192.156.31,business,HK 
203.192.156.32,203.192.156.87,isp,JP 
203.192.156.88,203.192.156.127,business,HK 
203.192.156.128,203.192.156.143,isp,JP 
203.192.156.144,203.192.156.151,isp,HK 
203.192.156.152,203.192.156.191,business,HK 
203.192.156.192,203.192.156.215,isp,JP 
203.192.156.216,203.192.156.223,isp,HK 
203.192.156.224,203.192.156.239,business,HK 
203.192.156.240,203.192.156.255,isp,HK 
203.192.157.0,203.192.157.31,isp,JP 
203.192.157.32,203.192.157.79,isp,KR 
203.192.157.80,203.192.157.95,isp,JP 
203.192.157.96,203.192.157.127,business,KR 
203.192.157.128,203.192.157.191,isp,KR 
203.192.157.192,203.192.157.255,isp,JP 
203.192.158.0,203.192.159.255,business,ID 
203.192.160.0,203.192.160.255,isp,PH 
203.192.161.0,203.192.161.63,isp,JP 
203.192.161.64,203.192.161.79,business,JP 
203.192.161.80,203.192.161.127,isp,JP 
203.192.161.128,203.192.161.159,business,JP 
203.192.161.160,203.192.161.207,isp,JP 
203.192.161.208,203.192.161.215,business,JP 
203.192.161.216,203.192.161.255,isp,JP 
203.192.162.0,203.192.162.15,business,PH 
203.192.162.16,203.192.162.31,isp,TW 
203.192.162.32,203.192.162.47,isp,PH 
203.192.162.48,203.192.162.63,business,PH 
203.192.162.64,203.192.162.95,isp,TW 
203.192.162.96,203.192.162.111,isp,PH 
203.192.162.112,203.192.162.127,isp,JP 
203.192.162.128,203.192.162.143,isp,TW 
203.192.162.144,203.192.162.159,business,TW 
203.192.162.160,203.192.162.191,isp,PH 
203.192.162.192,203.192.162.199,isp,TW 
203.192.162.200,203.192.162.207,business,PH 
203.192.162.208,203.192.162.223,isp,PH 
203.192.162.224,203.192.162.239,business,PH 
203.192.162.240,203.192.162.255,isp,JP 
203.192.163.0,203.192.163.255,isp,SG 
203.192.164.0,203.192.165.255,isp,KR 
203.192.166.0,203.192.166.63,isp,JP 
203.192.166.64,203.192.166.67,isp,NZ 
203.192.166.68,203.192.166.255,isp,JP 
203.192.167.0,203.192.167.255,isp,AU 
203.192.168.0,203.192.168.187,isp,JP 
203.192.168.188,203.192.168.191,isp,SG 
203.192.168.192,203.192.168.255,isp,JP 
203.192.169.0,203.192.169.255,isp,SG 
203.192.170.0,203.192.170.255,isp,TW 
203.192.171.0,203.192.171.7,business,PH 
203.192.171.8,203.192.171.15,business,TW 
203.192.171.16,203.192.171.31,isp,JP 
203.192.171.32,203.192.171.63,isp,TW 
203.192.171.64,203.192.171.79,business,TW 
203.192.171.80,203.192.171.95,isp,PH 
203.192.171.96,203.192.171.159,isp,JP 
203.192.171.160,203.192.171.175,isp,TW 
203.192.171.176,203.192.171.183,business,TW 
203.192.171.184,203.192.171.191,isp,PH 
203.192.171.192,203.192.171.223,isp,JP 
203.192.171.224,203.192.171.255,business,PH 
203.192.172.0,203.192.172.31,isp,TW 
203.192.172.32,203.192.172.63,isp,PH 
203.192.172.64,203.192.172.79,isp,JP 
203.192.172.80,203.192.172.95,isp,TW 
203.192.172.96,203.192.172.111,business,PH 
203.192.172.112,203.192.172.127,isp,JP 
203.192.172.128,203.192.172.143,isp,PH 
203.192.172.144,203.192.172.159,isp,JP 
203.192.172.160,203.192.172.191,isp,TW 
203.192.172.192,203.192.172.199,isp,PH 
203.192.172.200,203.192.172.255,isp,JP 
203.192.173.0,203.192.173.63,business,JP 
203.192.173.64,203.192.173.127,isp,JP 
203.192.173.128,203.192.173.175,business,JP 
203.192.173.176,203.192.176.255,isp,JP 
203.192.177.0,203.192.177.31,isp,MY 
203.192.177.32,203.192.177.47,isp,JP 
203.192.177.48,203.192.177.79,business,SG 
203.192.177.80,203.192.177.87,isp,TW 
203.192.177.88,203.192.177.95,isp,SG 
203.192.177.96,203.192.177.103,business,SG 
203.192.177.104,203.192.177.111,isp,SG 
203.192.177.112,203.192.177.127,business,SG 
203.192.177.128,203.192.177.135,isp,MY 
203.192.177.136,203.192.177.143,business,SG 
