203.214.0.0,203.214.159.255,isp,AU,AS7545 
203.214.160.0,203.214.165.255,hosting,AU,AS9328 
203.214.166.0,203.214.167.255,isp,AU,AS58735 
203.214.168.0,203.214.170.255,business,AU,AS9328 
203.214.171.0,203.214.171.255,hosting,AU,AS9328 
203.214.172.0,203.214.173.255,business,AU,AS9328 
203.214.174.0,203.214.174.255,hosting,AU,AS9328 
203.214.175.0,203.214.175.255,business,AU,AS9328 
203.214.176.0,203.214.177.255,hosting,MY,AS9328 
203.214.178.0,203.214.255.255,hosting,AU,AS9328 
