206.145.1.192,206.145.1.199,business,US,AS5006 
206.145.1.200,206.145.23.255,hosting,US,AS5006 
206.145.24.0,206.145.27.255,isp,US,AS15100 
206.145.28.0,206.145.105.127,hosting,US,AS5006 
206.145.105.128,206.145.105.135,business,US,AS5006 
206.145.105.136,206.145.105.151,hosting,US,AS5006 
206.145.105.152,206.145.105.159,business,US,AS5006 
206.145.105.160,206.145.120.255,hosting,US,AS5006 
206.145.121.0,206.145.121.255,business,US,AS5006 
206.145.122.0,206.145.171.255,hosting,US,AS5006 
206.145.172.0,206.145.175.255,isp,US,AS1347 
206.145.176.0,206.145.177.255,hosting,US,AS5006 
206.145.178.0,206.145.179.255,isp,US,AS33362 
206.145.180.0,206.145.187.223,hosting,US,AS5006 
206.145.187.224,206.145.187.255,business,US,AS5006 
206.145.188.0,206.145.190.223,hosting,US,AS5006 
206.145.190.224,206.145.190.247,business,US,AS5006 
206.145.190.248,206.145.223.255,hosting,US,AS5006 
206.145.224.0,206.145.225.255,isp,US,AS33362 
206.145.226.0,206.145.230.239,hosting,US,AS5006 
206.145.230.240,206.145.230.247,business,US,AS5006 
206.145.230.248,206.145.252.47,hosting,US,AS5006 
206.145.252.48,206.145.252.55,business,US,AS5006 
206.145.252.56,206.145.255.255,hosting,US,AS5006 
