78.142.0.0,78.142.0.255,business,US 
78.142.1.0,78.142.1.255,business,BG 
78.142.2.0,78.142.2.255,hosting,BG 
78.142.3.0,78.142.5.255,business,BG 
78.142.6.0,78.142.6.255,hosting,BG 
78.142.7.0,78.142.7.255,business,BG 
78.142.8.0,78.142.8.255,hosting,US 
78.142.9.0,78.142.15.255,isp,BG 
78.142.16.0,78.142.16.255,hosting,BG 
78.142.17.0,78.142.17.255,business,BG 
78.142.18.0,78.142.18.255,hosting,NL 
78.142.19.0,78.142.20.255,business,BG 
78.142.21.0,78.142.21.255,hosting,BG 
78.142.22.0,78.142.23.255,isp,BG 
78.142.24.0,78.142.24.255,business,BG 
78.142.25.0,78.142.25.255,hosting,BG 
78.142.26.0,78.142.28.255,isp,BG 
78.142.29.0,78.142.29.255,hosting,VU 
78.142.30.0,78.142.31.255,isp,BG 
78.142.32.0,78.142.32.255,hosting,BG 
78.142.33.0,78.142.35.255,business,BG 
78.142.36.0,78.142.45.255,isp,BG 
78.142.46.0,78.142.46.255,business,BG 
78.142.47.0,78.142.47.255,hosting,BG 
78.142.48.0,78.142.49.255,business,BG 
78.142.50.0,78.142.51.255,hosting,BG 
78.142.52.0,78.142.55.255,isp,BG 
78.142.56.0,78.142.59.255,hosting,BG 
78.142.60.0,78.142.60.255,business,BG 
78.142.61.0,78.142.63.255,hosting,BG 
78.142.64.0,78.142.111.255,isp,AT 
78.142.112.0,78.142.113.255,isp,DE 
78.142.114.0,78.142.114.255,isp,AT 
78.142.115.0,78.142.115.255,business,AT 
78.142.116.0,78.142.128.15,isp,AT 
78.142.128.16,78.142.128.19,business,AT 
78.142.128.20,78.142.128.23,isp,AT 
78.142.128.24,78.142.128.31,business,AT 
78.142.128.32,78.142.128.35,isp,AT 
78.142.128.36,78.142.128.39,business,AT 
78.142.128.40,78.142.128.47,isp,AT 
78.142.128.48,78.142.128.51,business,AT 
78.142.128.52,78.142.128.63,isp,AT 
78.142.128.64,78.142.128.79,business,AT 
78.142.128.80,78.142.128.95,isp,AT 
78.142.128.96,78.142.128.103,business,AT 
78.142.128.104,78.142.128.127,isp,AT 
78.142.128.128,78.142.128.159,business,AT 
78.142.128.160,78.142.128.175,isp,AT 
78.142.128.176,78.142.128.223,business,AT 
78.142.128.224,78.142.136.3,isp,AT 
78.142.136.4,78.142.136.7,business,AT 
78.142.136.8,78.142.136.47,isp,AT 
78.142.136.48,78.142.136.55,business,AT 
78.142.136.56,78.142.136.99,isp,AT 
78.142.136.100,78.142.136.103,business,AT 
78.142.136.104,78.142.136.111,isp,AT 
78.142.136.112,78.142.136.127,business,AT 
78.142.136.128,78.142.136.135,isp,AT 
78.142.136.136,78.142.136.143,business,AT 
78.142.136.144,78.142.136.151,isp,AT 
78.142.136.152,78.142.136.159,business,AT 
78.142.136.160,78.142.136.175,isp,AT 
78.142.136.176,78.142.136.207,business,AT 
78.142.136.208,78.142.136.231,isp,AT 
78.142.136.232,78.142.136.247,business,AT 
78.142.136.248,78.142.136.255,isp,AT 
78.142.137.0,78.142.137.255,business,AT 
78.142.138.0,78.142.138.127,isp,AT 
78.142.138.128,78.142.139.63,business,AT 
78.142.139.64,78.142.144.31,isp,AT 
78.142.144.32,78.142.144.127,business,AT 
78.142.144.128,78.142.144.143,isp,AT 
78.142.144.144,78.142.144.199,business,AT 
78.142.144.200,78.142.144.215,isp,AT 
78.142.144.216,78.142.144.239,business,AT 
78.142.144.240,78.142.144.255,isp,AT 
78.142.145.0,78.142.145.7,business,AT 
78.142.145.8,78.142.145.31,isp,AT 
78.142.145.32,78.142.145.39,business,AT 
78.142.145.40,78.142.145.79,isp,AT 
78.142.145.80,78.142.145.95,business,AT 
78.142.145.96,78.142.145.111,isp,AT 
78.142.145.112,78.142.145.119,business,AT 
78.142.145.120,78.142.145.167,isp,AT 
78.142.145.168,78.142.145.199,business,AT 
78.142.145.200,78.142.145.223,isp,AT 
78.142.145.224,78.142.145.231,education,AT 
78.142.145.232,78.142.145.255,business,AT 
78.142.146.0,78.142.146.3,isp,AT 
78.142.146.4,78.142.146.7,business,AT 
78.142.146.8,78.142.146.11,isp,AT 
78.142.146.12,78.142.146.15,business,AT 
78.142.146.16,78.142.146.19,isp,AT 
78.142.146.20,78.142.146.23,business,AT 
78.142.146.24,78.142.146.35,isp,AT 
78.142.146.36,78.142.146.39,business,AT 
78.142.146.40,78.142.146.43,isp,AT 
78.142.146.44,78.142.146.55,business,AT 
78.142.146.56,78.142.146.59,isp,AT 
78.142.146.60,78.142.146.67,business,AT 
78.142.146.68,78.142.146.71,isp,AT 
78.142.146.72,78.142.146.75,business,AT 
78.142.146.76,78.142.146.79,isp,AT 
78.142.146.80,78.142.146.83,business,AT 
78.142.146.84,78.142.146.103,isp,AT 
78.142.146.104,78.142.146.111,business,AT 
78.142.146.112,78.142.146.135,isp,AT 
78.142.146.136,78.142.146.151,business,AT 
78.142.146.152,78.142.146.175,isp,AT 
78.142.146.176,78.142.146.183,business,AT 
78.142.146.184,78.142.146.231,isp,AT 
78.142.146.232,78.142.146.239,business,AT 
78.142.146.240,78.142.146.255,isp,AT 
78.142.147.0,78.142.147.7,business,AT 
78.142.147.8,78.142.147.15,isp,AT 
78.142.147.16,78.142.147.23,business,AT 
78.142.147.24,78.142.147.31,isp,AT 
78.142.147.32,78.142.147.39,business,AT 
78.142.147.40,78.142.147.47,isp,AT 
78.142.147.48,78.142.147.55,business,AT 
78.142.147.56,78.142.147.159,isp,AT 
78.142.147.160,78.142.147.167,business,AT 
78.142.147.168,78.142.147.175,isp,AT 
78.142.147.176,78.142.147.183,business,AT 
78.142.147.184,78.142.147.231,isp,AT 
78.142.147.232,78.142.147.247,business,AT 
78.142.147.248,78.142.148.15,isp,AT 
78.142.148.16,78.142.148.23,business,AT 
78.142.148.24,78.142.148.127,isp,AT 
78.142.148.128,78.142.148.135,business,AT 
78.142.148.136,78.142.148.183,isp,AT 
78.142.148.184,78.142.148.191,business,AT 
78.142.148.192,78.142.148.215,isp,AT 
78.142.148.216,78.142.148.223,business,AT 
78.142.148.224,78.142.148.255,isp,AT 
78.142.149.0,78.142.149.31,business,AT 
78.142.149.32,78.142.149.39,isp,AT 
78.142.149.40,78.142.149.47,business,AT 
78.142.149.48,78.142.149.103,isp,AT 
78.142.149.104,78.142.149.119,business,AT 
78.142.149.120,78.142.149.183,isp,AT 
78.142.149.184,78.142.149.191,business,AT 
78.142.149.192,78.142.149.255,education,AT 
78.142.150.0,78.142.150.39,isp,AT 
78.142.150.40,78.142.150.79,business,AT 
78.142.150.80,78.142.150.111,isp,AT 
78.142.150.112,78.142.150.127,business,AT 
78.142.150.128,78.142.150.215,isp,AT 
78.142.150.216,78.142.150.223,business,AT 
78.142.150.224,78.142.150.255,isp,AT 
78.142.151.0,78.142.151.31,business,AT 
78.142.151.32,78.142.151.63,isp,AT 
78.142.151.64,78.142.151.79,business,AT 
78.142.151.80,78.142.151.95,isp,AT 
78.142.151.96,78.142.151.103,business,AT 
78.142.151.104,78.142.151.127,isp,AT 
78.142.151.128,78.142.151.135,business,AT 
78.142.151.136,78.142.151.143,isp,AT 
78.142.151.144,78.142.151.159,business,AT 
78.142.151.160,78.142.151.223,isp,AT 
78.142.151.224,78.142.151.255,business,AT 
78.142.152.0,78.142.156.79,isp,AT 
78.142.156.80,78.142.156.87,business,AT 
78.142.156.88,78.142.156.223,isp,AT 
78.142.156.224,78.142.156.255,business,AT 
78.142.157.0,78.142.158.15,isp,AT 
78.142.158.16,78.142.158.19,business,AT 
78.142.158.20,78.142.158.23,isp,AT 
78.142.158.24,78.142.158.31,business,AT 
78.142.158.32,78.142.158.43,isp,AT 
