77.47.0.0,77.47.127.255,isp,DE 
77.47.128.0,77.47.135.63,education,UA 
77.47.135.64,77.47.135.95,business,UA 
77.47.135.96,77.47.135.103,education,UA 
77.47.135.104,77.47.135.111,business,UA 
77.47.135.112,77.47.136.255,education,UA 
77.47.137.0,77.47.137.255,business,UA 
77.47.138.0,77.47.140.255,education,UA 
77.47.141.0,77.47.142.255,business,UA 
77.47.143.0,77.47.143.255,education,CA 
77.47.144.0,77.47.147.255,education,UA 
77.47.148.0,77.47.151.255,education,CA 
77.47.152.0,77.47.155.255,business,UA 
77.47.156.0,77.47.159.255,education,CA 
77.47.160.0,77.47.178.255,education,UA 
77.47.179.0,77.47.179.255,education,BZ 
77.47.180.0,77.47.183.255,education,US 
77.47.184.0,77.47.191.255,education,UA 
77.47.192.0,77.47.192.15,business,UA 
77.47.192.16,77.47.192.31,education,UA 
77.47.192.32,77.47.192.39,business,UA 
77.47.192.40,77.47.192.95,education,UA 
77.47.192.96,77.47.192.111,business,UA 
77.47.192.112,77.47.192.143,education,UA 
77.47.192.144,77.47.192.151,business,UA 
77.47.192.152,77.47.192.191,education,UA 
77.47.192.192,77.47.192.223,business,UA 
77.47.192.224,77.47.192.239,education,UA 
77.47.192.240,77.47.192.255,business,UA 
77.47.193.0,77.47.193.15,education,UA 
77.47.193.16,77.47.193.31,business,UA 
77.47.193.32,77.47.193.63,education,UA 
77.47.193.64,77.47.193.71,business,UA 
77.47.193.72,77.47.193.95,education,UA 
77.47.193.96,77.47.193.111,business,UA 
77.47.193.112,77.47.193.119,education,UA 
77.47.193.120,77.47.193.127,business,UA 
77.47.193.128,77.47.193.143,education,UA 
77.47.193.144,77.47.193.255,business,UA 
77.47.194.0,77.47.194.255,education,UA 
77.47.195.0,77.47.195.255,business,UA 
77.47.196.0,77.47.209.255,education,UA 
77.47.210.0,77.47.211.255,education,GB 
77.47.212.0,77.47.213.255,education,CA 
77.47.214.0,77.47.239.255,education,UA 
77.47.240.0,77.47.241.255,education,CA 
77.47.242.0,77.47.243.255,education,GB 
77.47.244.0,77.47.247.255,education,CA 
77.47.248.0,77.47.255.255,education,US 
