157.185.0.0,157.185.63.255,business,US,AS773 
157.185.64.0,157.185.127.255,isp,US,AS40702 
157.185.128.0,157.185.129.255,hosting,FR,AS54994 
157.185.130.0,157.185.130.255,hosting,IT,AS54994 
157.185.131.0,157.185.134.255,hosting,CA,AS54994 
157.185.135.0,157.185.136.255,hosting,HK,AS54994 
157.185.137.0,157.185.137.255,hosting,CA,AS54994 
157.185.138.0,157.185.139.255,hosting,HK,AS54994 
157.185.140.0,157.185.140.255,hosting,CL,AS54994 
157.185.141.0,157.185.143.255,hosting,CA,AS54994 
157.185.144.0,157.185.144.255,hosting,JP,AS54994 
157.185.145.0,157.185.145.255,hosting,US,AS54994 
157.185.146.0,157.185.146.255,hosting,CA,AS54994 
157.185.147.0,157.185.147.255,hosting,JP,AS54994 
157.185.148.0,157.185.148.255,hosting,US,AS54994 
157.185.149.0,157.185.150.255,hosting,SG,AS54994 
157.185.151.0,157.185.155.255,hosting,CA,AS54994 
157.185.156.0,157.185.158.255,hosting,US,AS54994 
157.185.159.0,157.185.161.255,hosting,CA,AS54994 
157.185.162.0,157.185.162.255,hosting,US,AS54994 
157.185.163.0,157.185.163.255,hosting,CA,AS54994 
157.185.164.0,157.185.164.255,hosting,US,AS54994 
157.185.165.0,157.185.165.255,hosting,CA,AS54994 
157.185.166.0,157.185.166.255,hosting,MX,AS54994 
157.185.167.0,157.185.170.255,hosting,CA,AS54994 
157.185.171.0,157.185.171.255,hosting,US,AS54994 
157.185.172.0,157.185.172.255,hosting,SG,AS54994 
157.185.173.0,157.185.174.255,hosting,BR,AS54994 
157.185.175.0,157.185.181.255,hosting,US,AS54994 
157.185.182.0,157.185.182.255,hosting,ID,AS21859 
157.185.183.0,157.185.183.255,hosting,CA,AS54994 
157.185.184.0,157.185.184.255,hosting,MY,AS21859 
157.185.185.0,157.185.185.255,hosting,SG,AS54994 
157.185.186.0,157.185.189.255,hosting,CA,AS54994 
157.185.190.0,157.185.190.255,hosting,EG,AS54994 
157.185.191.0,157.185.191.255,hosting,CA,AS54994 
157.185.192.0,157.185.193.255,business,JP,AS131914 
157.185.194.0,157.185.194.255,hosting,JP,AS131914 
157.185.195.0,157.185.195.15,business,JP,AS131914 
157.185.195.16,157.185.195.47,hosting,JP,AS131914 
157.185.195.48,157.185.195.63,business,JP,AS131914 
157.185.195.64,157.185.195.79,hosting,JP,AS131914 
157.185.195.80,157.185.195.95,business,JP,AS131914 
157.185.195.96,157.185.195.111,hosting,JP,AS131914 
157.185.195.112,157.185.195.127,business,JP,AS131914 
157.185.195.128,157.185.195.255,hosting,JP,AS131914 
157.185.196.0,157.185.197.63,business,JP,AS131914 
157.185.197.64,157.185.199.255,hosting,JP,AS131914 
157.185.200.0,157.185.200.47,business,JP, 
157.185.200.48,157.185.255.255,hosting,JP,AS131914 
