49.206.0.1,49.206.159.255,isp,IN,AS18209 
49.206.160.0,49.206.191.255,isp,IN, 
49.206.192.0,49.206.199.255,isp,IN,AS18209 
49.206.200.0,49.206.203.255,isp,IN,AS24309 
49.206.204.0,49.206.207.255,isp,IN,AS18209 
49.206.208.0,49.206.215.255,isp,IN, 
49.206.216.0,49.206.219.255,isp,IN,AS18209 
49.206.220.0,49.206.223.255,isp,IN, 
49.206.224.0,49.206.225.255,isp,IN,AS18209 
49.206.226.0,49.206.226.255,isp,IN, 
49.206.227.0,49.206.227.255,isp,IN,AS18209 
49.206.228.0,49.206.231.255,isp,IN,AS24309 
49.206.232.0,49.206.239.255,isp,IN,AS18209 
49.206.240.0,49.206.247.255,isp,IN,AS24309 
49.206.248.0,49.206.250.255,isp,IN, 
49.206.251.0,49.206.251.255,isp,IN,AS24309 
49.206.252.0,49.206.255.254,isp,IN,AS18209 
49.206.255.255,49.207.1.255,isp,IN,AS24309 
