216.139.0.0,216.139.26.255,isp,US,AS4307 
216.139.27.0,216.139.27.255,business,US,AS4307 
216.139.28.0,216.139.63.255,isp,US,AS4307 
216.139.64.0,216.139.95.255,business,US,AS16509 
216.139.96.0,216.139.106.255,isp,US,AS395582 
216.139.107.0,216.139.107.255,education,US,AS395582 
216.139.108.0,216.139.116.255,isp,US,AS395582 
216.139.117.0,216.139.117.255,education,US,AS395582 
216.139.118.0,216.139.127.255,isp,US,AS395582 
216.139.128.0,216.139.130.191,isp,US,AS22136 
216.139.130.192,216.139.130.207,business,US,AS22136 
216.139.130.208,216.139.155.207,isp,US,AS22136 
216.139.155.208,216.139.155.211,business,CZ,AS22136 
216.139.155.212,216.139.159.255,isp,US,AS22136 
216.139.160.0,216.139.164.15,business,US,AS22351 
216.139.164.16,216.139.164.23,business,ZA,AS22351 
216.139.164.24,216.139.164.31,business,US,AS22351 
216.139.164.32,216.139.164.39,business,ZA,AS22351 
216.139.164.40,216.139.164.47,business,US,AS22351 
216.139.164.48,216.139.164.55,business,ZA,AS22351 
216.139.164.56,216.139.164.63,business,US,AS22351 
216.139.164.64,216.139.164.71,business,ZA,AS22351 
216.139.164.72,216.139.164.79,business,NG,AS22351 
216.139.164.80,216.139.164.87,business,ZA,AS22351 
216.139.164.88,216.139.164.143,business,US,AS22351 
216.139.164.144,216.139.164.159,business,ZA,AS22351 
216.139.164.160,216.139.164.191,business,US,AS22351 
216.139.164.192,216.139.164.215,business,ZA,AS22351 
216.139.164.216,216.139.165.255,business,US,AS22351 
216.139.166.0,216.139.166.255,business,SN,AS22351 
216.139.167.0,216.139.168.159,business,US,AS22351 
216.139.168.160,216.139.168.175,isp,US,AS22351 
216.139.168.176,216.139.169.63,business,US,AS22351 
216.139.169.64,216.139.169.71,isp,US,AS22351 
216.139.169.72,216.139.169.95,business,US,AS22351 
216.139.169.96,216.139.169.111,isp,US,AS22351 
216.139.169.112,216.139.169.191,business,US,AS22351 
216.139.169.192,216.139.169.199,business,ZA,AS22351 
216.139.169.200,216.139.169.223,business,US,AS22351 
216.139.169.224,216.139.169.231,isp,NG,AS22351 
216.139.169.232,216.139.170.7,business,US,AS22351 
216.139.170.8,216.139.170.15,business,NG,AS22351 
216.139.170.16,216.139.170.23,business,US,AS22351 
216.139.170.24,216.139.170.31,isp,US,AS22351 
216.139.170.32,216.139.170.39,business,US,AS22351 
216.139.170.40,216.139.170.63,isp,US,AS22351 
216.139.170.64,216.139.170.191,business,US,AS22351 
216.139.170.192,216.139.170.207,isp,US,AS22351 
216.139.170.208,216.139.171.23,business,US,AS22351 
216.139.171.24,216.139.171.31,business,NL,AS22351 
