216.147.0.0,216.147.61.255,business,US,AS16509 
216.147.62.0,216.147.62.255,business,US, 
216.147.63.0,216.147.63.255,business,US,AS16509 
216.147.64.0,216.147.95.255,isp,US,AS399673 
216.147.96.0,216.147.111.255,isp,ES,AS35699 
216.147.112.0,216.147.119.255,isp,US,AS26356 
216.147.120.0,216.147.127.255,isp,US,AS14593 
216.147.128.0,216.147.129.255,hosting,US,AS11300 
216.147.130.0,216.147.130.255,business,US,AS11300 
216.147.131.0,216.147.133.255,hosting,US,AS11300 
216.147.134.0,216.147.134.255,business,US,AS11300 
216.147.135.0,216.147.142.255,hosting,US,AS11300 
216.147.143.0,216.147.144.255,business,US,AS11300 
216.147.145.0,216.147.146.255,hosting,US,AS11300 
216.147.147.0,216.147.148.63,business,US,AS11300 
216.147.148.64,216.147.148.127,hosting,US,AS11300 
216.147.148.128,216.147.148.191,business,US,AS11300 
216.147.148.192,216.147.155.255,hosting,US,AS11300 
216.147.156.0,216.147.157.255,business,US,AS11300 
216.147.158.0,216.147.158.223,hosting,US,AS11300 
216.147.158.224,216.147.158.231,business,US,AS11300 
216.147.158.232,216.147.158.247,hosting,US,AS11300 
216.147.158.248,216.147.158.255,business,US,AS11300 
216.147.159.0,216.147.159.127,business,GW,AS11300 
216.147.159.128,216.147.159.255,hosting,US,AS11300 
216.147.160.0,216.147.160.255,isp,US,AS26794 
216.147.161.0,216.147.162.255,isp,US,AS18780 
216.147.163.0,216.147.163.31,business,US,AS26794 
216.147.163.32,216.147.163.55,isp,US,AS26794 
216.147.163.56,216.147.163.79,business,US,AS26794 
216.147.163.80,216.147.163.127,isp,US,AS26794 
216.147.163.128,216.147.163.183,business,US,AS26794 
216.147.163.184,216.147.163.191,isp,US,AS26794 
216.147.163.192,216.147.163.223,business,US,AS26794 
216.147.163.224,216.147.163.239,isp,US,AS26794 
216.147.163.240,216.147.163.247,business,US,AS26794 
216.147.163.248,216.147.164.255,isp,US,AS26794 
216.147.165.0,216.147.165.255,business,US,AS394321 
216.147.166.0,216.147.166.255,business,US,AS26794 
216.147.167.0,216.147.173.255,isp,US,AS26794 
216.147.174.0,216.147.175.255,business,US,AS26794 
216.147.176.0,216.147.176.255,isp,US,AS18780 
216.147.177.0,216.147.177.255,isp,US,AS26794 
216.147.178.0,216.147.178.255,isp,US,AS18780 
216.147.179.0,216.147.180.255,isp,US,AS26794 
216.147.181.0,216.147.181.255,business,US,AS26794 
216.147.182.0,216.147.183.255,isp,US,AS18780 
216.147.184.0,216.147.184.255,business,US,AS394321 
216.147.185.0,216.147.185.63,isp,US,AS26794 
216.147.185.64,216.147.185.255,business,US,AS26794 
216.147.186.0,216.147.186.255,isp,US,AS26794 
216.147.187.0,216.147.188.255,isp,US,AS18780 
216.147.189.0,216.147.190.255,business,US,AS26794 
216.147.191.0,216.147.191.31,isp,US,AS26794 
216.147.191.32,216.147.191.47,business,US,AS26794 
216.147.191.48,216.147.191.63,isp,US,AS26794 
216.147.191.64,216.147.191.79,business,US,AS26794 
216.147.191.80,216.147.191.95,isp,US,AS26794 
216.147.191.96,216.147.191.103,business,US,AS26794 
216.147.191.104,216.147.191.111,isp,US,AS26794 
216.147.191.112,216.147.191.255,business,US,AS26794 
216.147.192.0,216.147.207.255,business,US,AS32058 
216.147.208.0,216.147.223.255,business,US,AS14148 
216.147.224.0,216.147.239.255,isp,US,AS19504 
216.147.240.0,216.147.255.255,business,US,AS40113 
