216.116.16.0,216.116.63.255,business,US 
216.116.64.0,216.116.79.255,isp,US 
216.116.80.0,216.116.95.255,business,US 
216.116.96.0,216.116.97.15,isp,US 
216.116.97.16,216.116.97.23,business,US 
216.116.97.24,216.116.97.175,isp,US 
216.116.97.176,216.116.97.183,business,US 
216.116.97.184,216.116.102.127,isp,US 
216.116.102.128,216.116.102.159,business,US 
216.116.102.160,216.116.102.223,isp,US 
216.116.102.224,216.116.103.63,business,US 
216.116.103.64,216.116.103.159,isp,US 
216.116.103.160,216.116.103.175,business,US 
216.116.103.176,216.116.103.183,isp,US 
216.116.103.184,216.116.103.223,business,US 
216.116.103.224,216.116.103.255,isp,US 
216.116.104.0,216.116.104.63,business,US 
216.116.104.64,216.116.104.255,isp,US 
216.116.105.0,216.116.105.63,business,US 
216.116.105.64,216.116.106.31,isp,US 
216.116.106.32,216.116.106.63,business,US 
216.116.106.64,216.116.106.255,isp,US 
216.116.107.0,216.116.107.31,business,US 
216.116.107.32,216.116.107.127,isp,US 
216.116.107.128,216.116.107.159,business,US 
216.116.107.160,216.116.109.79,isp,US 
216.116.109.80,216.116.109.127,business,US 
216.116.109.128,216.116.110.255,isp,US 
216.116.111.0,216.116.111.255,business,US 
216.116.112.0,216.116.112.95,isp,US 
216.116.112.96,216.116.112.127,business,US 
216.116.112.128,216.116.112.191,isp,US 
216.116.112.192,216.116.112.255,business,US 
216.116.113.0,216.116.113.63,isp,US 
216.116.113.64,216.116.113.191,business,US 
216.116.113.192,216.116.113.255,isp,US 
216.116.114.0,216.116.114.255,business,US 
216.116.115.0,216.116.116.255,isp,US 
216.116.117.0,216.116.118.63,business,US 
216.116.118.64,216.116.119.63,isp,US 
216.116.119.64,216.116.119.127,business,US 
216.116.119.128,216.116.120.127,isp,US 
216.116.120.128,216.116.120.191,education,US 
216.116.120.192,216.116.120.255,isp,US 
216.116.121.0,216.116.121.255,business,US 
216.116.122.0,216.116.125.255,isp,US 
216.116.126.0,216.116.126.255,business,US 
216.116.127.0,216.116.128.255,isp,US 
216.116.129.0,216.116.130.255,business,CA 
216.116.131.0,216.116.131.255,business,GB 
216.116.132.0,216.116.133.255,isp,US 
216.116.134.0,216.116.134.255,hosting,US 
216.116.135.0,216.116.135.255,business,US 
216.116.136.0,216.116.139.255,business,CA 
216.116.140.0,216.116.143.255,isp,US 
216.116.144.0,216.116.161.255,business,US 
216.116.162.0,216.116.162.31,isp,US 
216.116.162.32,216.116.162.47,business,US 
216.116.162.48,216.116.162.255,isp,US 
216.116.163.0,216.116.164.255,business,US 
216.116.165.0,216.116.165.127,isp,US 
216.116.165.128,216.116.166.255,business,US 
216.116.167.0,216.116.169.255,isp,US 
216.116.170.0,216.116.170.255,business,US 
216.116.171.0,216.116.173.255,isp,US 
216.116.174.0,216.116.186.255,business,US 
216.116.187.0,216.116.188.255,isp,US 
216.116.189.0,216.116.191.255,business,US 
216.116.192.0,216.116.196.223,hosting,US 
216.116.196.224,216.116.196.255,business,US 
216.116.197.0,216.116.197.223,hosting,US 
216.116.197.224,216.116.197.254,business,US 
216.116.197.255,216.116.199.0,hosting,US 
216.116.199.1,216.116.199.254,business,US 
216.116.199.255,216.116.223.255,hosting,US 
216.116.224.0,216.116.255.255,isp,US 
