216.199.0.0,216.199.99.63,isp,US,AS7029 
216.199.99.64,216.199.99.79,business,US,AS7029 
216.199.99.80,216.199.137.223,isp,US,AS7029 
216.199.137.224,216.199.137.239,business,US,AS7029 
216.199.137.240,216.199.139.207,isp,US,AS7029 
216.199.139.208,216.199.139.223,business,US,AS7029 
216.199.139.224,216.199.184.79,isp,US,AS7029 
216.199.184.80,216.199.184.95,business,US,AS7029 
216.199.184.96,216.199.199.47,isp,US,AS7029 
216.199.199.48,216.199.199.55,business,US,AS7029 
216.199.199.56,216.199.200.255,isp,US,AS7029 
216.199.201.0,216.199.201.15,business,US,AS7029 
216.199.201.16,216.199.234.135,isp,US,AS7029 
216.199.234.136,216.199.234.139,business,US,AS7029 
216.199.234.140,216.199.245.63,isp,US,AS7029 
216.199.245.64,216.199.245.79,business,US,AS7029 
216.199.245.80,216.199.248.127,isp,US,AS7029 
216.199.248.128,216.199.248.255,business,US,AS7029 
216.199.249.0,216.199.254.255,isp,US,AS7029 
216.199.255.0,216.199.255.15,business,US,AS7029 
216.199.255.16,216.199.255.255,isp,US,AS7029 
