216.112.0.0,216.112.31.223,isp,US,AS2828 
216.112.31.224,216.112.34.255,business,US,AS2828 
216.112.35.0,216.112.47.255,isp,US,AS2828 
216.112.48.0,216.112.63.255,hosting,US,AS19893 
216.112.64.0,216.112.111.255,isp,US,AS2828 
216.112.112.0,216.112.116.255,business,US,AS2828 
216.112.117.0,216.112.117.255,business,US,AS30639 
216.112.118.0,216.112.125.255,isp,US,AS2828 
216.112.126.0,216.112.126.255,business,US,AS701 
216.112.127.0,216.112.179.255,isp,US,AS2828 
216.112.180.0,216.112.180.11,business,US,AS17248 
216.112.180.12,216.112.180.15,isp,US,AS17248 
216.112.180.16,216.112.180.19,business,US,AS17248 
216.112.180.20,216.112.180.23,isp,US,AS17248 
216.112.180.24,216.112.180.27,business,US,AS17248 
216.112.180.28,216.112.180.31,isp,US,AS17248 
216.112.180.32,216.112.180.35,business,US,AS17248 
216.112.180.36,216.112.180.87,isp,US,AS17248 
216.112.180.88,216.112.180.99,business,US,AS17248 
216.112.180.100,216.112.180.107,isp,US,AS17248 
216.112.180.108,216.112.180.111,business,US,AS17248 
216.112.180.112,216.112.180.119,isp,US,AS17248 
216.112.180.120,216.112.180.123,business,US,AS17248 
216.112.180.124,216.112.180.135,isp,US,AS17248 
216.112.180.136,216.112.180.143,business,US,AS17248 
216.112.180.144,216.112.180.151,isp,US,AS17248 
216.112.180.152,216.112.180.159,business,US,AS17248 
216.112.180.160,216.112.180.175,isp,US,AS17248 
216.112.180.176,216.112.180.183,business,US,AS17248 
216.112.180.184,216.112.180.191,isp,US,AS17248 
216.112.180.192,216.112.180.199,business,US,AS17248 
216.112.180.200,216.112.180.207,isp,US,AS17248 
216.112.180.208,216.112.180.215,business,US,AS17248 
216.112.180.216,216.112.181.63,isp,US,AS17248 
216.112.181.64,216.112.181.127,business,US,AS17248 
216.112.181.128,216.112.181.191,isp,US,AS17248 
216.112.181.192,216.112.181.223,business,US,AS17248 
216.112.181.224,216.112.181.255,isp,US,AS17248 
216.112.182.0,216.112.255.255,isp,US,AS2828 
