216.126.0.0,216.126.31.255,business,US 
216.126.32.0,216.126.39.255,isp,US 
216.126.40.0,216.126.40.255,hosting,US 
216.126.41.0,216.126.41.255,business,US 
216.126.42.0,216.126.43.255,isp,CA 
216.126.44.0,216.126.46.255,hosting,US 
216.126.47.0,216.126.47.255,business,CA 
216.126.48.0,216.126.55.255,business,US 
216.126.56.0,216.126.63.255,hosting,US 
216.126.64.0,216.126.67.255,business,CA 
216.126.68.0,216.126.68.255,isp,CA 
216.126.69.0,216.126.69.255,business,CA 
216.126.70.0,216.126.71.255,isp,CA 
216.126.72.0,216.126.72.3,business,CA 
216.126.72.4,216.126.72.47,isp,CA 
216.126.72.48,216.126.72.55,business,CA 
216.126.72.56,216.126.72.79,isp,CA 
216.126.72.80,216.126.72.103,business,CA 
216.126.72.104,216.126.72.111,isp,CA 
216.126.72.112,216.126.72.119,business,CA 
216.126.72.120,216.126.72.147,isp,CA 
216.126.72.148,216.126.72.151,business,CA 
216.126.72.152,216.126.72.255,isp,CA 
216.126.73.0,216.126.77.255,business,CA 
216.126.78.0,216.126.78.219,isp,CA 
216.126.78.220,216.126.78.223,business,CA 
216.126.78.224,216.126.78.255,isp,CA 
216.126.79.0,216.126.79.255,business,CA 
216.126.80.0,216.126.87.255,isp,CA 
216.126.88.0,216.126.88.255,business,CA 
216.126.89.0,216.126.98.167,isp,CA 
216.126.98.168,216.126.98.175,business,CA 
216.126.98.176,216.126.98.239,isp,CA 
216.126.98.240,216.126.98.255,business,CA 
216.126.99.0,216.126.109.103,isp,CA 
216.126.109.104,216.126.109.111,business,CA 
216.126.109.112,216.126.109.207,isp,CA 
216.126.109.208,216.126.109.215,business,CA 
216.126.109.216,216.126.110.79,isp,CA 
216.126.110.80,216.126.110.87,business,CA 
216.126.110.88,216.126.114.71,isp,CA 
216.126.114.72,216.126.114.79,business,CA 
216.126.114.80,216.126.114.159,isp,CA 
216.126.114.160,216.126.114.183,business,CA 
216.126.114.184,216.126.114.207,isp,CA 
216.126.114.208,216.126.114.215,business,CA 
216.126.114.216,216.126.114.223,education,CA 
216.126.114.224,216.126.114.231,business,CA 
216.126.114.232,216.126.127.255,isp,CA 
216.126.128.0,216.126.130.0,isp,US 
216.126.130.1,216.126.130.5,business,US 
216.126.130.6,216.126.130.7,isp,US 
216.126.130.8,216.126.130.11,business,US 
216.126.130.12,216.126.130.17,isp,US 
216.126.130.18,216.126.130.23,business,US 
216.126.130.24,216.126.130.43,isp,US 
216.126.130.44,216.126.130.45,business,US 
216.126.130.46,216.126.130.49,isp,US 
216.126.130.50,216.126.130.52,business,US 
216.126.130.53,216.126.130.55,isp,US 
216.126.130.56,216.126.130.56,business,US 
216.126.130.57,216.126.130.57,isp,US 
216.126.130.58,216.126.130.61,business,US 
216.126.130.62,216.126.130.91,isp,US 
216.126.130.92,216.126.130.95,business,US 
216.126.130.96,216.126.130.109,isp,US 
216.126.130.110,216.126.130.111,business,US 
216.126.130.112,216.126.130.175,isp,US 
216.126.130.176,216.126.130.187,business,US 
216.126.130.188,216.126.130.223,isp,US 
216.126.130.224,216.126.130.235,business,US 
216.126.130.236,216.126.132.75,isp,US 
216.126.132.76,216.126.132.79,isp,CA 
216.126.132.80,216.126.132.151,isp,US 
216.126.132.152,216.126.132.157,business,US 
216.126.132.158,216.126.133.69,isp,US 
216.126.133.70,216.126.133.71,isp,CA 
216.126.133.72,216.126.133.79,isp,US 
216.126.133.80,216.126.133.83,isp,CA 
216.126.133.84,216.126.133.85,business,US 
216.126.133.86,216.126.133.101,isp,US 
216.126.133.102,216.126.133.103,business,US 
216.126.133.104,216.126.133.107,isp,US 
