216.245.0.0,216.245.63.255,business,US 
216.245.64.0,216.245.67.255,isp,US 
216.245.68.0,216.245.69.255,business,US 
216.245.70.0,216.245.79.255,isp,US 
216.245.80.0,216.245.80.255,hosting,GB 
216.245.81.0,216.245.81.255,business,US 
216.245.82.0,216.245.87.255,isp,US 
216.245.88.0,216.245.95.255,hosting,US 
216.245.96.0,216.245.127.255,isp,US 
216.245.128.0,216.245.128.7,hosting,US 
216.245.128.8,216.245.128.127,isp,US 
216.245.128.128,216.245.128.255,business,US 
216.245.129.0,216.245.129.31,hosting,US 
216.245.129.32,216.245.129.63,business,US 
216.245.129.64,216.245.129.79,isp,US 
216.245.129.80,216.245.129.119,business,US 
216.245.129.120,216.245.129.127,hosting,US 
216.245.129.128,216.245.129.207,isp,US 
216.245.129.208,216.245.129.255,hosting,US 
216.245.130.0,216.245.132.127,business,US 
216.245.132.128,216.245.132.135,hosting,US 
216.245.132.136,216.245.132.143,isp,US 
216.245.132.144,216.245.132.255,hosting,US 
216.245.133.0,216.245.133.255,hosting,BR 
216.245.134.0,216.245.135.255,isp,US 
216.245.136.0,216.245.136.47,hosting,US 
216.245.136.48,216.245.136.95,isp,US 
216.245.136.96,216.245.136.111,hosting,US 
216.245.136.112,216.245.136.119,isp,US 
216.245.136.120,216.245.136.143,hosting,US 
216.245.136.144,216.245.136.159,isp,US 
216.245.136.160,216.245.136.191,hosting,US 
216.245.136.192,216.245.136.207,isp,US 
216.245.136.208,216.245.136.231,hosting,US 
216.245.136.232,216.245.136.239,isp,US 
216.245.136.240,216.245.136.255,hosting,US 
216.245.137.0,216.245.137.255,business,US 
216.245.138.0,216.245.139.255,hosting,US 
216.245.140.0,216.245.140.255,hosting,GB 
216.245.141.0,216.245.141.63,isp,US 
216.245.141.64,216.245.141.79,hosting,US 
216.245.141.80,216.245.141.87,isp,US 
216.245.141.88,216.245.141.127,hosting,US 
216.245.141.128,216.245.141.255,isp,US 
216.245.142.0,216.245.143.255,hosting,US 
216.245.144.0,216.245.145.23,business,US 
216.245.145.24,216.245.145.39,hosting,US 
216.245.145.40,216.245.145.47,business,US 
216.245.145.48,216.245.145.127,isp,US 
216.245.145.128,216.245.145.191,business,US 
216.245.145.192,216.245.145.199,hosting,US 
216.245.145.200,216.245.145.207,isp,US 
216.245.145.208,216.245.145.215,hosting,US 
216.245.145.216,216.245.145.223,isp,US 
216.245.145.224,216.245.145.231,hosting,US 
216.245.145.232,216.245.145.239,isp,US 
216.245.145.240,216.245.145.255,business,US 
216.245.146.0,216.245.147.255,hosting,US 
216.245.148.0,216.245.151.255,isp,US 
216.245.152.0,216.245.152.255,business,US 
216.245.153.0,216.245.153.207,hosting,US 
216.245.153.208,216.245.153.223,isp,US 
216.245.153.224,216.245.159.255,hosting,US 
216.245.160.0,216.245.175.255,business,US 
216.245.176.0,216.245.177.255,hosting,CA 
216.245.178.0,216.245.178.47,isp,US 
216.245.178.48,216.245.178.95,hosting,US 
216.245.178.96,216.245.178.127,isp,US 
216.245.178.128,216.245.178.175,hosting,US 
216.245.178.176,216.245.178.183,isp,US 
216.245.178.184,216.245.178.191,hosting,US 
216.245.178.192,216.245.178.207,isp,US 
216.245.178.208,216.245.179.255,hosting,US 
216.245.180.0,216.245.180.255,isp,US 
216.245.181.0,216.245.184.255,hosting,US 
216.245.185.0,216.245.185.31,isp,US 
216.245.185.32,216.245.185.47,business,US 
216.245.185.48,216.245.185.63,isp,US 
216.245.185.64,216.245.185.95,business,US 
216.245.185.96,216.245.185.127,isp,US 
