3.120.0.0,3.120.120.255,hosting,DE 
3.120.121.0,3.120.121.255,hosting,US 
3.120.122.0,3.120.181.47,hosting,DE 
3.120.181.48,3.120.181.63,hosting,GB 
3.120.181.64,3.120.181.95,hosting,US 
3.120.181.96,3.120.181.159,hosting,DE 
3.120.181.160,3.120.181.175,hosting,US 
3.120.181.176,3.120.181.191,hosting,DE 
3.120.181.192,3.120.181.207,hosting,US 
3.120.181.208,3.121.119.255,hosting,DE 
