197.159.0.0,197.159.25.191,business,CM 
197.159.25.192,197.159.26.255,isp,CM 
197.159.27.0,197.159.28.255,business,CM 
197.159.29.0,197.159.30.255,isp,CM 
197.159.31.0,197.159.31.255,business,CM 
197.159.32.0,197.159.34.127,business,ZA 
197.159.34.128,197.159.34.255,isp,ZA 
197.159.35.0,197.159.36.255,business,ZA 
197.159.37.0,197.159.39.255,isp,ZA 
197.159.40.0,197.159.41.255,business,ZA 
197.159.42.0,197.159.44.255,isp,ZA 
197.159.45.0,197.159.46.255,business,ZA 
197.159.47.0,197.159.47.255,isp,ZA 
197.159.48.0,197.159.49.255,business,ZA 
197.159.50.0,197.159.51.255,isp,ZA 
197.159.52.0,197.159.53.255,business,ZA 
197.159.54.0,197.159.54.255,isp,ZA 
197.159.55.0,197.159.61.255,business,ZA 
197.159.62.0,197.159.63.255,isp,ZA 
197.159.64.0,197.159.71.255,business,NG 
197.159.72.0,197.159.79.255,hosting,NG 
197.159.80.0,197.159.87.255,isp,MU 
197.159.88.0,197.159.95.255,isp,ZA 
197.159.96.0,197.159.97.255,isp,KE 
197.159.98.0,197.159.98.255,business,KE 
197.159.99.0,197.159.99.255,isp,KE 
197.159.100.0,197.159.100.255,business,KE 
197.159.101.0,197.159.107.255,isp,KE 
197.159.108.0,197.159.111.255,isp,TZ 
197.159.112.0,197.159.127.255,isp,MU 
197.159.128.0,197.159.128.19,business,GH 
197.159.128.20,197.159.128.23,isp,GH 
197.159.128.24,197.159.128.31,business,GH 
197.159.128.32,197.159.128.35,isp,GH 
197.159.128.36,197.159.128.51,business,GH 
197.159.128.52,197.159.128.83,isp,GH 
197.159.128.84,197.159.128.87,business,GH 
197.159.128.88,197.159.128.107,isp,GH 
197.159.128.108,197.159.128.119,business,GH 
197.159.128.120,197.159.128.123,isp,GH 
197.159.128.124,197.159.128.127,business,GH 
197.159.128.128,197.159.128.143,isp,GH 
197.159.128.144,197.159.128.155,business,GH 
197.159.128.156,197.159.128.167,isp,GH 
197.159.128.168,197.159.128.175,business,GH 
197.159.128.176,197.159.128.195,isp,GH 
197.159.128.196,197.159.128.199,business,GH 
197.159.128.200,197.159.128.203,isp,GH 
197.159.128.204,197.159.128.207,business,GH 
197.159.128.208,197.159.128.219,isp,GH 
197.159.128.220,197.159.128.255,business,GH 
197.159.129.0,197.159.129.7,isp,GH 
197.159.129.8,197.159.129.11,business,GH 
197.159.129.12,197.159.129.31,isp,GH 
197.159.129.32,197.159.129.35,business,GH 
197.159.129.36,197.159.129.39,isp,GH 
197.159.129.40,197.159.129.47,business,GH 
197.159.129.48,197.159.129.55,isp,GH 
197.159.129.56,197.159.129.59,business,GH 
197.159.129.60,197.159.129.87,isp,GH 
197.159.129.88,197.159.129.99,business,GH 
197.159.129.100,197.159.129.103,isp,GH 
197.159.129.104,197.159.129.111,business,GH 
197.159.129.112,197.159.129.119,isp,GH 
197.159.129.120,197.159.129.123,business,GH 
197.159.129.124,197.159.129.127,isp,GH 
197.159.129.128,197.159.129.135,business,GH 
197.159.129.136,197.159.129.143,isp,GH 
197.159.129.144,197.159.129.147,business,GH 
197.159.129.148,197.159.129.183,isp,GH 
197.159.129.184,197.159.129.187,business,GH 
197.159.129.188,197.159.129.191,isp,GH 
197.159.129.192,197.159.129.207,business,GH 
197.159.129.208,197.159.129.231,isp,GH 
197.159.129.232,197.159.129.235,business,GH 
197.159.129.236,197.159.129.255,isp,GH 
197.159.130.0,197.159.130.11,business,GH 
197.159.130.12,197.159.130.15,isp,GH 
197.159.130.16,197.159.130.23,business,GH 
197.159.130.24,197.159.130.31,isp,GH 
197.159.130.32,197.159.130.39,business,GH 
197.159.130.40,197.159.130.59,isp,GH 
197.159.130.60,197.159.130.71,business,GH 
197.159.130.72,197.159.130.191,isp,GH 
197.159.130.192,197.159.130.199,business,GH 
197.159.130.200,197.159.130.207,isp,GH 
197.159.130.208,197.159.130.215,business,GH 
197.159.130.216,197.159.130.251,isp,GH 
197.159.130.252,197.159.130.255,business,GH 
197.159.131.0,197.159.131.7,isp,GH 
197.159.131.8,197.159.131.11,business,GH 
197.159.131.12,197.159.131.27,isp,GH 
197.159.131.28,197.159.131.35,business,GH 
197.159.131.36,197.159.131.47,isp,GH 
197.159.131.48,197.159.131.59,business,GH 
197.159.131.60,197.159.131.63,isp,GH 
197.159.131.64,197.159.131.67,business,GH 
197.159.131.68,197.159.131.71,isp,GH 
197.159.131.72,197.159.131.75,business,GH 
197.159.131.76,197.159.131.83,isp,GH 
197.159.131.84,197.159.131.103,business,GH 
197.159.131.104,197.159.131.127,isp,GH 
197.159.131.128,197.159.131.135,business,GH 
197.159.131.136,197.159.131.139,isp,GH 
197.159.131.140,197.159.131.143,business,GH 
197.159.131.144,197.159.131.151,education,GH 
197.159.131.152,197.159.131.159,isp,GH 
197.159.131.160,197.159.131.171,business,GH 
197.159.131.172,197.159.131.179,isp,GH 
197.159.131.180,197.159.131.183,business,GH 
197.159.131.184,197.159.131.195,isp,GH 
197.159.131.196,197.159.131.199,business,GH 
197.159.131.200,197.159.131.215,isp,GH 
197.159.131.216,197.159.131.223,business,GH 
197.159.131.224,197.159.131.243,isp,GH 
197.159.131.244,197.159.131.251,business,GH 
197.159.131.252,197.159.133.15,isp,GH 
197.159.133.16,197.159.133.19,business,GH 
197.159.133.20,197.159.133.23,isp,GH 
197.159.133.24,197.159.133.31,business,GH 
197.159.133.32,197.159.133.35,isp,GH 
197.159.133.36,197.159.133.39,business,GH 
197.159.133.40,197.159.133.43,isp,GH 
197.159.133.44,197.159.133.47,business,GH 
197.159.133.48,197.159.133.55,isp,GH 
197.159.133.56,197.159.133.87,business,GH 
197.159.133.88,197.159.133.95,isp,GH 
197.159.133.96,197.159.133.107,business,GH 
197.159.133.108,197.159.133.111,isp,GH 
197.159.133.112,197.159.133.123,business,GH 
197.159.133.124,197.159.133.127,isp,GH 
197.159.133.128,197.159.133.131,business,GH 
197.159.133.132,197.159.133.135,isp,GH 
197.159.133.136,197.159.133.139,business,GH 
197.159.133.140,197.159.133.159,isp,GH 
197.159.133.160,197.159.133.171,business,GH 
197.159.133.172,197.159.133.175,isp,GH 
197.159.133.176,197.159.133.187,business,GH 
197.159.133.188,197.159.133.203,isp,GH 
197.159.133.204,197.159.133.207,business,GH 
197.159.133.208,197.159.133.247,isp,GH 
197.159.133.248,197.159.133.255,business,GH 
197.159.134.0,197.159.134.7,isp,GH 
197.159.134.8,197.159.134.15,business,GH 
197.159.134.16,197.159.134.19,isp,GH 
197.159.134.20,197.159.134.23,business,GH 
197.159.134.24,197.159.134.27,isp,GH 
197.159.134.28,197.159.134.39,business,GH 
197.159.134.40,197.159.134.63,isp,GH 
197.159.134.64,197.159.134.67,business,GH 
197.159.134.68,197.159.134.95,isp,GH 
197.159.134.96,197.159.134.103,business,GH 
197.159.134.104,197.159.134.107,isp,GH 
197.159.134.108,197.159.134.115,business,GH 
197.159.134.116,197.159.134.127,isp,GH 
197.159.134.128,197.159.134.135,business,GH 
197.159.134.136,197.159.134.139,isp,GH 
197.159.134.140,197.159.134.171,business,GH 
197.159.134.172,197.159.134.179,isp,GH 
197.159.134.180,197.159.134.183,business,GH 
197.159.134.184,197.159.134.191,isp,GH 
197.159.134.192,197.159.134.227,business,GH 
197.159.134.228,197.159.134.235,isp,GH 
197.159.134.236,197.159.134.239,business,GH 
197.159.134.240,197.159.134.251,isp,GH 
197.159.134.252,197.159.134.255,business,GH 
197.159.135.0,197.159.135.63,isp,GH 
197.159.135.64,197.159.135.75,business,GH 
197.159.135.76,197.159.135.95,isp,GH 
197.159.135.96,197.159.135.103,business,GH 
197.159.135.104,197.159.135.159,isp,GH 
197.159.135.160,197.159.135.163,business,GH 
197.159.135.164,197.159.135.183,isp,GH 
197.159.135.184,197.159.135.191,business,GH 
197.159.135.192,197.159.135.255,isp,GH 
197.159.136.0,197.159.136.7,business,GH 
197.159.136.8,197.159.136.39,isp,GH 
197.159.136.40,197.159.136.43,business,GH 
197.159.136.44,197.159.136.223,isp,GH 
197.159.136.224,197.159.136.239,business,GH 
197.159.136.240,197.159.137.47,isp,GH 
197.159.137.48,197.159.137.143,business,GH 
197.159.137.144,197.159.137.155,isp,GH 
197.159.137.156,197.159.137.159,business,GH 
197.159.137.160,197.159.137.171,isp,GH 
197.159.137.172,197.159.137.179,business,GH 
197.159.137.180,197.159.137.187,isp,GH 
197.159.137.188,197.159.137.191,business,GH 
197.159.137.192,197.159.137.195,isp,GH 
197.159.137.196,197.159.137.199,business,GH 
197.159.137.200,197.159.138.43,isp,GH 
197.159.138.44,197.159.138.47,business,GH 
197.159.138.48,197.159.138.79,isp,GH 
197.159.138.80,197.159.138.87,business,GH 
197.159.138.88,197.159.138.115,isp,GH 
197.159.138.116,197.159.138.123,business,GH 
