198.177.0.0,198.177.5.255,business,US,AS19677 
198.177.6.0,198.177.7.255,business,US,AS63061 
198.177.8.0,198.177.15.255,government,US,AS3719 
198.177.16.0,198.177.27.255,government,US,AS1798 
198.177.28.0,198.177.31.255,isp,US, 
198.177.32.0,198.177.51.255,business,US, 
198.177.52.0,198.177.55.255,business,US,AS54665 
198.177.56.0,198.177.57.127,business,CN, 
198.177.57.128,198.177.57.159,business,US, 
198.177.57.160,198.177.61.15,business,CN, 
198.177.61.16,198.177.61.31,business,US, 
198.177.61.32,198.177.61.175,business,CN, 
198.177.61.176,198.177.61.191,business,US, 
198.177.61.192,198.177.63.255,business,CN, 
198.177.64.0,198.177.113.255,business,US,AS40479 
198.177.114.0,198.177.114.255,education,US, 
198.177.115.0,198.177.115.255,business,US,AS62735 
198.177.116.0,198.177.119.255,hosting,US,AS46506 
198.177.120.0,198.177.120.128,hosting,NL,AS22612 
198.177.120.129,198.177.120.131,hosting,US,AS22612 
198.177.120.132,198.177.120.132,hosting,NL,AS22612 
198.177.120.133,198.177.120.136,hosting,US,AS22612 
198.177.120.137,198.177.120.137,hosting,NL,AS22612 
198.177.120.138,198.177.120.139,hosting,US,AS22612 
198.177.120.140,198.177.120.141,hosting,NL,AS22612 
198.177.120.142,198.177.120.155,hosting,US,AS22612 
198.177.120.156,198.177.120.156,hosting,NL,AS22612 
198.177.120.157,198.177.120.164,hosting,US,AS22612 
198.177.120.165,198.177.120.165,hosting,NL,AS22612 
198.177.120.166,198.177.120.166,hosting,US,AS22612 
198.177.120.167,198.177.120.167,hosting,NL,AS22612 
198.177.120.168,198.177.120.176,hosting,US,AS22612 
198.177.120.177,198.177.120.177,hosting,NL,AS22612 
198.177.120.178,198.177.120.202,hosting,US,AS22612 
198.177.120.203,198.177.120.203,hosting,NL,AS22612 
198.177.120.204,198.177.120.204,hosting,US,AS22612 
198.177.120.205,198.177.120.205,hosting,NL,AS22612 
198.177.120.206,198.177.120.247,hosting,US,AS22612 
198.177.120.248,198.177.120.255,hosting,NL,AS22612 
198.177.121.0,198.177.123.1,hosting,US,AS22612 
198.177.123.2,198.177.123.2,hosting,KH,AS22612 
198.177.123.3,198.177.123.3,hosting,RO,AS22612 
198.177.123.4,198.177.123.5,hosting,KH,AS22612 
198.177.123.6,198.177.123.6,hosting,US,AS22612 
198.177.123.7,198.177.123.7,hosting,DE,AS22612 
198.177.123.8,198.177.123.8,hosting,US,AS22612 
198.177.123.9,198.177.123.9,hosting,EG,AS22612 
198.177.123.10,198.177.123.11,hosting,US,AS22612 
198.177.123.12,198.177.123.12,hosting,CA,AS22612 
198.177.123.13,198.177.123.13,hosting,NG,AS22612 
198.177.123.14,198.177.123.14,hosting,US,AS22612 
198.177.123.15,198.177.123.15,hosting,GB,AS22612 
198.177.123.16,198.177.123.16,hosting,MX,AS22612 
198.177.123.17,198.177.123.17,hosting,ID,AS22612 
198.177.123.18,198.177.123.18,hosting,SG,AS22612 
198.177.123.19,198.177.123.19,hosting,KE,AS22612 
198.177.123.20,198.177.123.20,hosting,ID,AS22612 
198.177.123.21,198.177.123.21,hosting,LB,AS22612 
198.177.123.22,198.177.123.22,hosting,KH,AS22612 
198.177.123.23,198.177.123.26,hosting,US,AS22612 
198.177.123.27,198.177.123.27,hosting,RO,AS22612 
198.177.123.28,198.177.123.28,hosting,SG,AS22612 
198.177.123.29,198.177.123.29,hosting,NG,AS22612 
198.177.123.30,198.177.123.30,hosting,AU,AS22612 
198.177.123.31,198.177.123.31,hosting,DE,AS22612 
198.177.123.32,198.177.123.32,hosting,GB,AS22612 
198.177.123.33,198.177.123.33,hosting,EG,AS22612 
198.177.123.34,198.177.123.34,hosting,PL,AS22612 
198.177.123.35,198.177.123.35,hosting,GB,AS22612 
198.177.123.36,198.177.123.36,hosting,US,AS22612 
198.177.123.37,198.177.123.37,hosting,DE,AS22612 
198.177.123.38,198.177.123.38,hosting,CR,AS22612 
198.177.123.39,198.177.123.39,hosting,BD,AS22612 
198.177.123.40,198.177.123.40,hosting,KE,AS22612 
198.177.123.41,198.177.123.41,hosting,MA,AS22612 
198.177.123.42,198.177.123.42,hosting,AE,AS22612 
198.177.123.43,198.177.123.43,hosting,NG,AS22612 
198.177.123.44,198.177.123.44,hosting,GE,AS22612 
198.177.123.45,198.177.123.45,hosting,CN,AS22612 
198.177.123.46,198.177.123.46,hosting,FR,AS22612 
198.177.123.47,198.177.123.47,hosting,KH,AS22612 
198.177.123.48,198.177.123.48,hosting,EG,AS22612 
198.177.123.49,198.177.123.49,hosting,US,AS22612 
198.177.123.50,198.177.123.50,hosting,DO,AS22612 
198.177.123.51,198.177.123.51,hosting,KE,AS22612 
198.177.123.52,198.177.123.52,hosting,SC,AS22612 
198.177.123.53,198.177.123.53,hosting,NP,AS22612 
198.177.123.54,198.177.123.54,hosting,US,AS22612 
198.177.123.55,198.177.123.55,hosting,PH,AS22612 
198.177.123.56,198.177.123.56,hosting,AE,AS22612 
198.177.123.57,198.177.123.59,hosting,US,AS22612 
198.177.123.60,198.177.123.60,hosting,IN,AS22612 
198.177.123.61,198.177.123.61,hosting,CA,AS22612 
198.177.123.62,198.177.123.62,hosting,KE,AS22612 
198.177.123.63,198.177.123.63,hosting,BD,AS22612 
198.177.123.64,198.177.123.65,hosting,US,AS22612 
198.177.123.66,198.177.123.66,hosting,NG,AS22612 
198.177.123.67,198.177.123.67,hosting,MA,AS22612 
198.177.123.68,198.177.123.68,hosting,FI,AS22612 
198.177.123.69,198.177.123.69,hosting,ID,AS22612 
198.177.123.70,198.177.123.70,hosting,NG,AS22612 
198.177.123.71,198.177.123.71,hosting,US,AS22612 
198.177.123.72,198.177.123.72,hosting,LK,AS22612 
198.177.123.73,198.177.123.73,hosting,US,AS22612 
198.177.123.74,198.177.123.74,hosting,OM,AS22612 
198.177.123.75,198.177.123.77,hosting,US,AS22612 
198.177.123.78,198.177.123.78,hosting,NG,AS22612 
198.177.123.79,198.177.123.79,hosting,US,AS22612 
198.177.123.80,198.177.123.80,hosting,CH,AS22612 
198.177.123.81,198.177.123.81,hosting,US,AS22612 
198.177.123.82,198.177.123.82,hosting,EG,AS22612 
198.177.123.83,198.177.123.83,hosting,CL,AS22612 
198.177.123.84,198.177.123.84,hosting,IN,AS22612 
198.177.123.85,198.177.123.85,hosting,EE,AS22612 
198.177.123.86,198.177.123.86,hosting,ID,AS22612 
198.177.123.87,198.177.123.87,hosting,BR,AS22612 
198.177.123.88,198.177.123.88,hosting,AM,AS22612 
198.177.123.89,198.177.123.89,hosting,CA,AS22612 
