198.140.0.0,198.140.15.255,business,US 
198.140.16.0,198.140.25.255,education,US 
198.140.26.0,198.140.133.255,business,US 
198.140.134.0,198.140.134.255,business,CA 
198.140.135.0,198.140.140.255,business,US 
198.140.141.0,198.140.141.255,hosting,NO 
198.140.142.0,198.140.150.255,business,US 
198.140.151.0,198.140.151.255,business,CA 
198.140.152.0,198.140.152.255,hosting,US 
198.140.153.0,198.140.163.255,business,US 
198.140.164.0,198.140.164.255,hosting,US 
198.140.165.0,198.140.181.255,business,US 
198.140.182.0,198.140.182.255,business,CA 
198.140.183.0,198.140.193.255,business,US 
198.140.194.0,198.140.194.255,isp,US 
198.140.195.0,198.140.199.255,business,US 
198.140.200.0,198.140.204.255,education,US 
198.140.205.0,198.140.223.255,business,US 
198.140.224.0,198.140.224.255,hosting,US 
198.140.225.0,198.140.238.255,business,US 
198.140.239.0,198.140.241.255,government,US 
198.140.242.0,198.140.242.255,education,US 
198.140.243.0,198.141.3.255,business,US 
