198.111.59.160,198.111.59.167,business,US 
198.111.59.168,198.111.120.255,education,US 
198.111.121.0,198.111.121.255,business,US 
198.111.122.0,198.111.157.255,education,US 
198.111.158.0,198.111.158.255,business,US 
198.111.159.0,198.111.159.255,education,US 
198.111.160.0,198.111.168.255,business,US 
198.111.169.0,198.111.169.255,education,US 
198.111.170.0,198.111.170.255,business,US 
198.111.171.0,198.111.174.255,education,US 
198.111.175.0,198.111.175.255,business,US 
198.111.176.0,198.111.181.191,education,US 
198.111.181.192,198.111.181.255,business,US 
198.111.182.0,198.111.189.255,education,US 
198.111.190.0,198.111.190.255,business,US 
198.111.191.0,198.111.203.255,education,US 
198.111.204.0,198.111.207.255,business,US 
198.111.208.0,198.111.255.255,education,US 
