198.144.5.64,198.144.5.67,business,US 
198.144.5.68,198.144.5.111,isp,US 
198.144.5.112,198.144.5.127,business,US 
198.144.5.128,198.144.6.255,isp,US 
198.144.7.0,198.144.7.63,business,US 
198.144.7.64,198.144.7.79,isp,US 
198.144.7.80,198.144.7.95,business,US 
198.144.7.96,198.144.14.31,isp,US 
198.144.14.32,198.144.14.95,business,US 
198.144.14.96,198.144.15.255,isp,US 
198.144.32.0,198.144.47.255,business,US 
198.144.48.0,198.144.63.255,isp,US 
198.144.64.0,198.144.95.255,hosting,US 
198.144.96.0,198.144.108.127,business,US 
198.144.108.128,198.144.108.143,isp,US 
198.144.108.144,198.144.108.159,business,US 
198.144.108.160,198.144.108.175,isp,US 
198.144.108.176,198.144.111.47,business,US 
198.144.111.48,198.144.111.63,isp,US 
198.144.111.64,198.144.112.255,business,US 
198.144.113.0,198.144.113.255,isp,US 
198.144.114.0,198.144.117.127,business,US 
198.144.117.128,198.144.117.255,isp,US 
198.144.118.0,198.144.119.255,business,US 
198.144.120.0,198.144.121.255,hosting,BZ 
198.144.122.0,198.144.124.255,business,US 
198.144.125.0,198.144.125.255,isp,US 
198.144.126.0,198.144.126.255,hosting,US 
198.144.127.0,198.144.127.255,isp,US 
198.144.128.0,198.144.143.255,isp,JP 
198.144.144.0,198.144.159.124,hosting,CA 
198.144.159.125,198.144.159.125,hosting,KY 
198.144.159.126,198.144.159.200,hosting,CA 
198.144.159.201,198.144.159.201,hosting,KY 
198.144.159.202,198.144.159.255,hosting,CA 
198.144.160.0,198.144.160.7,business,JP 
198.144.160.8,198.144.160.39,isp,JP 
198.144.160.40,198.144.160.47,business,JP 
198.144.160.48,198.144.160.103,isp,JP 
198.144.160.104,198.144.160.111,business,JP 
198.144.160.112,198.144.160.127,isp,JP 
198.144.160.128,198.144.160.135,business,JP 
198.144.160.136,198.144.160.143,isp,JP 
198.144.160.144,198.144.160.183,business,JP 
198.144.160.184,198.144.160.191,isp,JP 
198.144.160.192,198.144.160.199,business,JP 
198.144.160.200,198.144.160.215,isp,JP 
198.144.160.216,198.144.160.223,business,JP 
198.144.160.224,198.144.160.231,isp,JP 
198.144.160.232,198.144.160.239,business,JP 
198.144.160.240,198.144.160.255,isp,JP 
198.144.161.0,198.144.161.15,business,JP 
198.144.161.16,198.144.161.31,isp,JP 
198.144.161.32,198.144.161.47,business,JP 
198.144.161.48,198.144.161.111,isp,JP 
198.144.161.112,198.144.161.127,business,JP 
198.144.161.128,198.144.161.159,isp,JP 
198.144.161.160,198.144.161.223,business,JP 
198.144.161.224,198.144.161.255,isp,JP 
198.144.162.0,198.144.162.15,business,JP 
198.144.162.16,198.144.162.23,isp,JP 
198.144.162.24,198.144.162.39,business,JP 
198.144.162.40,198.144.162.71,isp,JP 
198.144.162.72,198.144.162.79,business,JP 
198.144.162.80,198.144.162.111,isp,JP 
198.144.162.112,198.144.162.135,business,JP 
198.144.162.136,198.144.162.183,isp,JP 
198.144.162.184,198.144.162.191,business,JP 
198.144.162.192,198.144.162.207,isp,JP 
198.144.162.208,198.144.162.223,business,JP 
198.144.162.224,198.144.162.231,isp,JP 
198.144.162.232,198.144.162.239,business,JP 
198.144.162.240,198.144.163.15,isp,JP 
198.144.163.16,198.144.163.31,business,JP 
198.144.163.32,198.144.163.63,isp,JP 
198.144.163.64,198.144.163.95,business,JP 
198.144.163.96,198.144.163.111,isp,JP 
198.144.163.112,198.144.163.127,business,JP 
198.144.163.128,198.144.163.143,isp,JP 
198.144.163.144,198.144.163.159,business,JP 
198.144.163.160,198.144.163.223,isp,JP 
198.144.163.224,198.144.163.239,business,JP 
198.144.163.240,198.144.164.7,isp,JP 
198.144.164.8,198.144.164.47,business,JP 
198.144.164.48,198.144.164.95,isp,JP 
198.144.164.96,198.144.164.103,business,JP 
198.144.164.104,198.144.164.127,isp,JP 
198.144.164.128,198.144.164.159,business,JP 
198.144.164.160,198.144.164.183,isp,JP 
198.144.164.184,198.144.164.191,business,JP 
198.144.164.192,198.144.164.207,isp,JP 
