109.121.0.0,109.121.31.255,business,US 
109.121.32.0,109.121.47.255,isp,US 
109.121.48.0,109.121.63.255,isp,RS 
109.121.64.0,109.121.111.255,business,RS 
109.121.112.0,109.121.115.255,business,CH 
109.121.116.0,109.121.126.255,isp,RS 
109.121.127.0,109.121.127.255,isp,AT 
109.121.128.0,109.121.132.255,isp,BG 
109.121.133.0,109.121.135.255,business,BG 
109.121.136.0,109.121.139.255,isp,BG 
109.121.140.0,109.121.141.255,business,BG 
109.121.142.0,109.121.143.255,isp,BG 
109.121.144.0,109.121.146.255,business,BG 
109.121.147.0,109.121.147.255,business,GB 
109.121.148.0,109.121.152.255,hosting,BG 
109.121.153.0,109.121.153.255,business,BG 
109.121.154.0,109.121.158.255,isp,BG 
109.121.159.0,109.121.159.255,hosting,BG 
109.121.160.0,109.121.162.255,hosting,MK 
109.121.163.0,109.121.163.255,business,BG 
109.121.164.0,109.121.165.255,isp,BG 
109.121.166.0,109.121.166.255,hosting,MK 
109.121.167.0,109.121.171.255,isp,BG 
109.121.172.0,109.121.174.255,business,BG 
109.121.175.0,109.121.179.255,isp,BG 
109.121.180.0,109.121.183.255,business,BG 
109.121.184.0,109.121.189.255,isp,BG 
109.121.190.0,109.121.192.255,business,BG 
109.121.193.0,109.121.253.255,isp,BG 
109.121.254.0,109.121.255.255,business,BG 
