18.168.0.0,18.168.180.127,hosting,GB 
18.168.180.128,18.168.180.255,hosting,US 
18.168.181.0,18.168.224.71,hosting,GB 
18.168.224.72,18.168.224.79,hosting,US 
18.168.224.80,18.168.224.127,hosting,GB 
18.168.224.128,18.168.224.255,hosting,US 
18.168.225.0,18.168.227.127,hosting,GB 
18.168.227.128,18.168.227.255,hosting,US 
18.168.228.0,18.171.255.255,hosting,GB 
