24.149.0.0,24.149.31.255,isp,US,AS13855 
24.149.32.0,24.149.63.255,isp,US,AS400136 
24.149.64.0,24.149.126.255,isp,US,AS4922 
24.149.127.0,24.149.127.255,education,US,AS4922 
24.149.128.0,24.149.128.255,business,US, 
24.149.129.0,24.149.134.255,isp,US,AS33258 
24.149.135.0,24.149.135.255,business,US, 
24.149.136.0,24.149.195.63,isp,US,AS33258 
24.149.195.64,24.149.195.191,business,US, 
24.149.195.192,24.149.195.255,isp,US,AS33258 
24.149.196.0,24.149.196.191,business,US, 
24.149.196.192,24.149.196.255,education,US, 
24.149.197.0,24.149.197.31,business,US, 
24.149.197.32,24.149.197.63,isp,US,AS33258 
24.149.197.64,24.149.197.127,business,US, 
24.149.197.128,24.149.197.191,education,US, 
24.149.197.192,24.149.198.127,business,US, 
24.149.198.128,24.149.198.191,isp,US,AS33258 
24.149.198.192,24.149.199.63,business,US, 
24.149.199.64,24.149.199.95,isp,US,AS33258 
24.149.199.96,24.149.200.31,business,US, 
24.149.200.32,24.149.200.63,education,US, 
24.149.200.64,24.149.200.127,isp,US,AS33258 
24.149.200.128,24.149.200.191,business,US, 
24.149.200.192,24.149.201.15,isp,US,AS33258 
24.149.201.16,24.149.201.111,business,US, 
24.149.201.112,24.149.201.127,education,US, 
24.149.201.128,24.149.201.207,business,US, 
24.149.201.208,24.149.201.239,isp,US,AS33258 
24.149.201.240,24.149.201.255,business,US, 
24.149.202.0,24.149.202.47,isp,US,AS33258 
24.149.202.48,24.149.202.63,business,US, 
24.149.202.64,24.149.202.95,isp,US,AS33258 
24.149.202.96,24.149.202.111,business,US, 
24.149.202.112,24.149.202.127,isp,US,AS33258 
24.149.202.128,24.149.202.143,business,US, 
24.149.202.144,24.149.202.159,isp,US,AS33258 
24.149.202.160,24.149.202.175,business,US, 
24.149.202.176,24.149.202.223,isp,US,AS33258 
24.149.202.224,24.149.202.239,business,US, 
24.149.202.240,24.149.203.15,isp,US,AS33258 
24.149.203.16,24.149.203.31,isp,US, 
24.149.203.32,24.149.203.63,isp,US,AS33258 
24.149.203.64,24.149.203.79,business,US, 
24.149.203.80,24.149.203.95,isp,US,AS33258 
24.149.203.96,24.149.203.143,business,US, 
24.149.203.144,24.149.203.159,isp,US,AS33258 
24.149.203.160,24.149.203.175,business,US, 
24.149.203.176,24.149.203.191,isp,US,AS33258 
24.149.203.192,24.149.203.239,business,US, 
24.149.203.240,24.149.203.255,isp,US,AS33258 
24.149.204.0,24.149.204.15,business,US, 
24.149.204.16,24.149.204.31,isp,US,AS33258 
24.149.204.32,24.149.204.47,business,US, 
24.149.204.48,24.149.204.95,isp,US,AS33258 
24.149.204.96,24.149.204.143,business,US, 
24.149.204.144,24.149.204.159,isp,US,AS33258 
24.149.204.160,24.149.204.175,business,US, 
24.149.204.176,24.149.204.191,isp,US,AS33258 
24.149.204.192,24.149.204.239,business,US, 
24.149.204.240,24.149.205.15,isp,US,AS33258 
24.149.205.16,24.149.205.31,business,US, 
24.149.205.32,24.149.205.79,isp,US,AS33258 
24.149.205.80,24.149.205.95,business,US, 
24.149.205.96,24.149.206.239,isp,US,AS33258 
24.149.206.240,24.149.207.255,business,US, 
24.149.208.0,24.149.208.255,education,US, 
24.149.209.0,24.149.210.255,business,US, 
24.149.211.0,24.149.211.255,isp,US, 
24.149.212.0,24.149.212.255,business,US, 
24.149.213.0,24.149.214.255,isp,US,AS33258 
24.149.215.0,24.149.215.255,business,US,AS33258 
24.149.216.0,24.149.216.255,business,US, 
24.149.217.0,24.149.217.255,isp,US,AS33258 
24.149.218.0,24.149.218.255,business,US,AS33258 
24.149.219.0,24.149.220.255,isp,US,AS33258 
24.149.221.0,24.149.222.255,business,US, 
24.149.223.0,24.149.255.255,isp,US,AS33258 
