204.61.0.0,204.61.13.255,government,US 
204.61.14.0,204.61.63.255,business,US 
204.61.64.0,204.61.95.255,isp,US 
204.61.96.0,204.61.219.255,business,US 
204.61.220.0,204.61.221.167,hosting,US 
204.61.221.168,204.61.221.175,education,US 
204.61.221.176,204.61.222.63,hosting,US 
204.61.222.64,204.61.222.159,business,US 
204.61.222.160,204.61.223.255,hosting,US 
204.61.224.0,204.61.255.255,business,US 
