204.192.0.0,204.192.11.255,isp,US,AS2828 
204.192.12.0,204.192.12.255,business,US,AS2828 
204.192.13.0,204.192.103.255,isp,US,AS2828 
204.192.104.0,204.192.104.255,business,US,AS2828 
204.192.105.0,204.192.118.255,isp,US,AS2828 
204.192.119.0,204.192.121.255,business,US,AS2828 
204.192.122.0,204.192.123.191,isp,US,AS2828 
204.192.123.192,204.192.123.223,business,US,AS2828 
204.192.123.224,204.192.123.255,isp,US,AS2828 
204.192.124.0,204.192.124.255,business,US,AS2828 
204.192.125.0,204.192.126.255,isp,US,AS2828 
204.192.127.0,204.192.255.255,business,US,AS2828 
