204.90.32.0,204.90.51.255,education,US 
204.90.52.0,204.90.63.255,hosting,US 
204.90.64.0,204.90.70.255,business,US 
204.90.71.0,204.90.71.255,hosting,US 
204.90.72.0,204.90.77.255,business,US 
204.90.78.0,204.90.78.255,hosting,US 
204.90.79.0,204.90.87.255,business,US 
204.90.88.0,204.90.88.255,hosting,US 
204.90.89.0,204.90.91.255,business,US 
204.90.92.0,204.90.92.255,hosting,US 
204.90.93.0,204.90.98.255,business,US 
204.90.99.0,204.90.99.255,isp,US 
204.90.100.0,204.90.100.255,business,US 
204.90.101.0,204.90.102.255,hosting,US 
204.90.103.0,204.90.105.255,business,US 
204.90.106.0,204.90.106.255,hosting,US 
204.90.107.0,204.90.110.255,business,US 
204.90.111.0,204.90.111.255,hosting,US 
204.90.112.0,204.90.112.255,isp,US 
204.90.113.0,204.90.127.255,business,US 
204.90.128.0,204.90.255.255,hosting,US 
