209.112.0.0,209.112.3.255,hosting,CA 
209.112.4.0,209.112.4.255,isp,CA 
209.112.5.0,209.112.10.255,hosting,CA 
209.112.11.0,209.112.11.255,business,CA 
209.112.12.0,209.112.63.255,hosting,CA 
209.112.64.0,209.112.67.255,business,CA 
209.112.68.0,209.112.71.255,isp,US 
209.112.72.0,209.112.75.255,business,US 
209.112.76.0,209.112.79.255,isp,US 
209.112.80.0,209.112.83.255,hosting,US 
209.112.84.0,209.112.87.255,business,JM 
209.112.88.0,209.112.91.255,hosting,US 
209.112.92.0,209.112.96.255,isp,US 
209.112.97.0,209.112.97.255,business,FR 
209.112.98.0,209.112.103.255,business,US 
209.112.104.0,209.112.107.255,hosting,US 
209.112.108.0,209.112.109.255,business,US 
209.112.110.0,209.112.110.255,government,US 
209.112.111.0,209.112.111.255,isp,US 
209.112.112.0,209.112.127.255,business,US 
209.112.128.0,209.112.128.7,isp,US 
209.112.128.8,209.112.128.11,business,US 
209.112.128.12,209.112.128.15,isp,US 
209.112.128.16,209.112.128.19,education,US 
209.112.128.20,209.112.128.87,isp,US 
209.112.128.88,209.112.128.91,business,US 
209.112.128.92,209.112.128.103,isp,US 
209.112.128.104,209.112.128.107,business,US 
209.112.128.108,209.112.128.143,isp,US 
209.112.128.144,209.112.128.147,business,US 
209.112.128.148,209.112.128.151,isp,US 
209.112.128.152,209.112.128.155,business,US 
209.112.128.156,209.112.128.175,isp,US 
209.112.128.176,209.112.128.179,business,US 
209.112.128.180,209.112.128.191,isp,US 
209.112.128.192,209.112.128.195,business,US 
209.112.128.196,209.112.128.207,isp,US 
209.112.128.208,209.112.128.211,business,US 
209.112.128.212,209.112.129.31,isp,US 
209.112.129.32,209.112.129.35,business,US 
209.112.129.36,209.112.129.47,isp,US 
209.112.129.48,209.112.129.51,business,US 
209.112.129.52,209.112.129.63,isp,US 
209.112.129.64,209.112.129.67,business,US 
209.112.129.68,209.112.129.79,isp,US 
209.112.129.80,209.112.129.83,business,US 
209.112.129.84,209.112.129.103,isp,US 
209.112.129.104,209.112.129.107,business,US 
209.112.129.108,209.112.129.127,isp,US 
209.112.129.128,209.112.129.131,business,US 
209.112.129.132,209.112.129.135,isp,US 
209.112.129.136,209.112.129.139,business,US 
209.112.129.140,209.112.129.151,isp,US 
209.112.129.152,209.112.129.155,business,US 
209.112.129.156,209.112.129.191,isp,US 
209.112.129.192,209.112.129.195,business,US 
209.112.129.196,209.112.129.239,isp,US 
