209.132.0.0,209.132.2.255,business,US 
209.132.3.0,209.132.3.255,hosting,US 
209.132.4.0,209.132.4.255,business,US 
209.132.5.0,209.132.6.255,hosting,US 
209.132.7.0,209.132.79.255,business,US 
209.132.80.0,209.132.127.255,hosting,US 
209.132.128.0,209.132.159.255,education,US 
209.132.160.0,209.132.175.255,isp,US 
209.132.176.0,209.132.191.255,business,US 
209.132.192.0,209.132.195.255,hosting,US 
209.132.196.0,209.132.196.255,business,US 
209.132.197.0,209.132.202.255,hosting,US 
209.132.203.0,209.132.203.31,business,US 
209.132.203.32,209.132.203.63,hosting,US 
209.132.203.64,209.132.203.127,business,US 
209.132.203.128,209.132.203.159,hosting,US 
209.132.203.160,209.132.203.191,business,US 
209.132.203.192,209.132.206.255,hosting,US 
209.132.207.0,209.132.207.255,business,US 
209.132.208.0,209.132.211.255,hosting,US 
209.132.212.0,209.132.212.255,business,US 
209.132.213.0,209.132.213.255,hosting,US 
209.132.214.0,209.132.216.255,business,US 
209.132.217.0,209.132.217.127,hosting,US 
209.132.217.128,209.132.217.191,business,US 
209.132.217.192,209.132.217.223,hosting,US 
209.132.217.224,209.132.217.231,isp,US 
209.132.217.232,209.132.217.247,hosting,US 
209.132.217.248,209.132.218.191,business,US 
209.132.218.192,209.132.219.255,hosting,US 
209.132.220.0,209.132.220.255,business,US 
209.132.221.0,209.132.221.255,hosting,US 
209.132.222.0,209.132.222.255,business,US 
209.132.223.0,209.132.223.127,hosting,US 
209.132.223.128,209.132.223.191,business,US 
209.132.223.192,209.132.223.207,hosting,US 
209.132.223.208,209.132.224.127,business,US 
209.132.224.128,209.132.224.128,hosting,US 
209.132.224.129,209.132.224.159,business,US 
209.132.224.160,209.132.224.191,hosting,US 
209.132.224.192,209.132.225.111,business,US 
209.132.225.112,209.132.225.119,hosting,US 
209.132.225.120,209.132.225.255,business,US 
209.132.226.0,209.132.232.255,hosting,US 
209.132.233.0,209.132.233.255,business,US 
209.132.234.0,209.132.236.255,hosting,US 
209.132.237.0,209.132.237.15,business,AU 
209.132.237.16,209.132.237.71,business,US 
209.132.237.72,209.132.237.79,hosting,US 
209.132.237.80,209.132.237.127,business,US 
209.132.237.128,209.132.237.223,hosting,US 
209.132.237.224,209.132.237.255,business,US 
209.132.238.0,209.132.240.255,hosting,US 
209.132.241.0,209.132.241.15,business,US 
209.132.241.16,209.132.241.255,hosting,US 
209.132.242.0,209.132.242.255,business,US 
209.132.243.0,209.132.249.127,hosting,US 
209.132.249.128,209.132.249.255,business,US 
209.132.250.0,209.132.253.255,hosting,US 
209.132.254.0,209.133.0.255,business,US 
