209.169.0.0,209.169.31.255,hosting,US,AS22658 
209.169.32.0,209.169.32.231,business,US, 
209.169.32.232,209.169.32.239,isp,US, 
209.169.32.240,209.169.35.191,business,US, 
209.169.35.192,209.169.35.207,education,US, 
209.169.35.208,209.169.36.223,business,US, 
209.169.36.224,209.169.36.239,business,BS, 
209.169.36.240,209.169.38.215,business,US, 
209.169.38.216,209.169.38.223,business,KY, 
209.169.38.224,209.169.38.239,business,US, 
209.169.38.240,209.169.38.247,education,US, 
209.169.38.248,209.169.39.207,business,US, 
209.169.39.208,209.169.39.223,isp,US, 
209.169.39.224,209.169.40.207,business,US, 
209.169.40.208,209.169.40.215,business,GT, 
209.169.40.216,209.169.40.223,business,VI, 
209.169.40.224,209.169.41.207,business,US, 
209.169.41.208,209.169.41.215,business,GT, 
209.169.41.216,209.169.63.255,business,US, 
209.169.64.0,209.169.127.255,isp,US,AS6300 
209.169.128.0,209.169.191.255,isp,CA,AS11290 
209.169.192.0,209.169.195.255,isp,US,AS11232 
209.169.196.0,209.169.197.255,isp,US,AS4181 
209.169.198.0,209.169.201.255,isp,US,AS11232 
209.169.202.0,209.169.207.255,isp,US,AS4181 
209.169.208.0,209.169.215.255,isp,US,AS11232 
209.169.216.0,209.169.217.255,isp,US,AS4181 
209.169.218.0,209.169.219.255,isp,US,AS11232 
209.169.220.0,209.169.222.11,isp,US,AS4181 
209.169.222.12,209.169.222.15,business,US,AS4181 
209.169.222.16,209.169.222.23,isp,US,AS4181 
209.169.222.24,209.169.222.31,business,US,AS4181 
209.169.222.32,209.169.222.47,isp,US,AS4181 
209.169.222.48,209.169.222.59,business,US,AS4181 
209.169.222.60,209.169.222.87,isp,US,AS4181 
209.169.222.88,209.169.222.95,business,US,AS4181 
209.169.222.96,209.169.222.103,isp,US,AS4181 
209.169.222.104,209.169.222.111,business,US,AS4181 
209.169.222.112,209.169.222.119,isp,US,AS4181 
209.169.222.120,209.169.222.135,business,US,AS4181 
209.169.222.136,209.169.222.195,isp,US,AS4181 
209.169.222.196,209.169.222.199,education,US,AS4181 
209.169.222.200,209.169.223.255,isp,US,AS4181 
209.169.224.0,209.169.255.255,business,US,AS11133 
