209.105.0.0,209.105.19.183,hosting,US,AS5006 
209.105.19.184,209.105.19.191,business,US,AS5006 
209.105.19.192,209.105.35.255,hosting,US,AS5006 
209.105.36.0,209.105.37.255,business,US,AS5006 
209.105.38.0,209.105.38.255,isp,US,AS5006 
209.105.39.0,209.105.105.183,hosting,US,AS5006 
209.105.105.184,209.105.105.191,business,US,AS5006 
209.105.105.192,209.105.127.255,hosting,US,AS5006 
209.105.128.0,209.105.131.255,isp,US,AS5742 
209.105.132.0,209.105.133.255,isp,US,AS174 
209.105.134.0,209.105.135.255,isp,US,AS13977 
209.105.136.0,209.105.137.255,isp,US,AS5742 
209.105.138.0,209.105.139.255,isp,US,AS22647 
209.105.140.0,209.105.143.255,isp,US,AS14671 
209.105.144.0,209.105.155.255,isp,US,AS5742 
209.105.156.0,209.105.159.255,isp,US,AS13333 
209.105.160.0,209.105.161.255,isp,US,AS22647 
209.105.162.0,209.105.163.255,isp,US,AS13673 
209.105.164.0,209.105.164.255,isp,US,AS6461 
209.105.165.0,209.105.167.255,isp,US,AS5742 
209.105.168.0,209.105.169.255,business,US,AS22647 
209.105.170.0,209.105.175.255,isp,US,AS5742 
209.105.176.0,209.105.177.255,isp,US,AS22647 
209.105.178.0,209.105.178.255,business,US,AS22647 
209.105.179.0,209.105.179.255,isp,US,AS5742 
209.105.180.0,209.105.187.255,isp,US,AS397803 
209.105.188.0,209.105.188.255,isp,US, 
209.105.189.0,209.105.191.255,isp,US,AS5742 
209.105.192.0,209.105.192.47,isp,CA,AS25636 
209.105.192.48,209.105.192.63,business,CA,AS25636 
209.105.192.64,209.105.192.207,isp,CA,AS25636 
209.105.192.208,209.105.192.215,business,CA,AS25636 
209.105.192.216,209.105.194.159,isp,CA,AS25636 
209.105.194.160,209.105.194.167,business,CA,AS25636 
209.105.194.168,209.105.194.191,isp,CA,AS25636 
209.105.194.192,209.105.194.215,business,CA,AS25636 
209.105.194.216,209.105.194.223,isp,CA,AS25636 
209.105.194.224,209.105.194.239,business,CA,AS25636 
209.105.194.240,209.105.198.255,isp,CA,AS25636 
209.105.199.0,209.105.199.15,business,CA,AS25636 
209.105.199.16,209.105.200.239,isp,CA,AS25636 
209.105.200.240,209.105.200.255,business,CA,AS25636 
209.105.201.0,209.105.201.15,isp,CA,AS25636 
209.105.201.16,209.105.201.31,business,CA,AS25636 
209.105.201.32,209.105.201.63,isp,CA,AS25636 
209.105.201.64,209.105.201.79,business,CA,AS25636 
209.105.201.80,209.105.201.111,isp,CA,AS25636 
209.105.201.112,209.105.201.127,business,CA,AS25636 
209.105.201.128,209.105.201.159,isp,CA,AS25636 
209.105.201.160,209.105.201.175,business,CA,AS25636 
209.105.201.176,209.105.201.183,isp,CA,AS25636 
209.105.201.184,209.105.201.223,business,CA,AS25636 
209.105.201.224,209.105.201.231,isp,CA,AS25636 
209.105.201.232,209.105.201.239,business,CA,AS25636 
209.105.201.240,209.105.201.247,isp,CA,AS25636 
209.105.201.248,209.105.201.255,business,CA,AS25636 
209.105.202.0,209.105.202.255,isp,CA,AS25636 
209.105.203.0,209.105.203.128,education,CA,AS25636 
209.105.203.129,209.105.208.255,isp,CA,AS25636 
209.105.209.0,209.105.209.255,business,CA,AS25636 
209.105.210.0,209.105.210.39,isp,CA,AS25636 
209.105.210.40,209.105.210.55,business,CA,AS25636 
209.105.210.56,209.105.210.63,isp,CA,AS25636 
209.105.210.64,209.105.210.95,business,CA,AS25636 
209.105.210.96,209.105.210.111,education,CA,AS25636 
209.105.210.112,209.105.210.119,isp,CA,AS25636 
209.105.210.120,209.105.210.127,business,CA,AS25636 
209.105.210.128,209.105.210.159,education,CA,AS25636 
209.105.210.160,209.105.210.199,isp,CA,AS25636 
209.105.210.200,209.105.210.207,business,CA,AS25636 
209.105.210.208,209.105.210.239,isp,CA,AS25636 
209.105.210.240,209.105.210.247,business,CA,AS25636 
209.105.210.248,209.105.212.255,isp,CA,AS25636 
209.105.213.0,209.105.213.255,education,CA,AS25636 
209.105.214.0,209.105.214.247,isp,CA,AS25636 
209.105.214.248,209.105.214.255,business,CA,AS25636 
209.105.215.0,209.105.216.7,isp,CA,AS25636 
209.105.216.8,209.105.216.15,business,CA,AS25636 
209.105.216.16,209.105.216.23,isp,CA,AS25636 
209.105.216.24,209.105.216.31,business,CA,AS25636 
209.105.216.32,209.105.216.39,education,CA,AS25636 
209.105.216.40,209.105.216.191,isp,CA,AS25636 
209.105.216.192,209.105.216.207,business,CA,AS25636 
209.105.216.208,209.105.223.255,isp,CA,AS25636 
209.105.224.0,209.105.255.255,hosting,US,AS13354 
