209.137.0.0,209.137.5.255,isp,US,AS11437 
209.137.144.0,209.137.144.239,hosting,US,AS4459 
209.137.144.240,209.137.144.247,business,JP,AS4459 
209.137.144.248,209.137.146.143,hosting,US,AS4459 
209.137.146.144,209.137.146.159,education,US,AS4459 
209.137.146.160,209.137.146.191,hosting,US,AS4459 
209.137.146.192,209.137.146.255,hosting,JP,AS4459 
209.137.147.0,209.137.147.15,business,US,AS4459 
209.137.147.16,209.137.147.127,hosting,US,AS4459 
209.137.147.128,209.137.147.143,business,US,AS4459 
209.137.147.144,209.137.147.191,hosting,US,AS4459 
209.137.147.192,209.137.147.255,hosting,JP,AS4459 
209.137.148.0,209.137.148.39,hosting,US,AS4459 
209.137.148.40,209.137.148.47,business,US,AS4459 
209.137.148.48,209.137.148.63,hosting,US,AS4459 
209.137.148.64,209.137.148.71,business,US,AS4459 
209.137.148.72,209.137.148.111,hosting,US,AS4459 
209.137.148.112,209.137.148.215,business,US,AS4459 
209.137.148.216,209.137.148.239,hosting,US,AS4459 
209.137.148.240,209.137.148.255,business,US,AS4459 
209.137.149.0,209.137.151.79,hosting,US,AS4459 
209.137.151.80,209.137.151.87,hosting,JP,AS4459 
209.137.151.88,209.137.151.255,hosting,US,AS4459 
209.137.152.0,209.137.152.255,business,US,AS4459 
209.137.153.0,209.137.153.255,hosting,US,AS4459 
209.137.154.0,209.137.154.15,business,JP,AS4459 
209.137.154.16,209.137.156.191,hosting,US,AS4459 
209.137.156.192,209.137.156.255,hosting,JP,AS4459 
209.137.157.0,209.137.157.47,business,US,AS4459 
209.137.157.48,209.137.157.63,hosting,US,AS4459 
209.137.157.64,209.137.157.255,business,US,AS4459 
209.137.158.0,209.137.158.255,hosting,US,AS4459 
209.137.159.0,209.137.159.159,business,US,AS4459 
209.137.159.160,209.137.159.255,hosting,US,AS4459 
209.137.160.0,209.137.191.255,isp,US,AS7029 
209.137.192.0,209.137.201.255,isp,US,AS27425 
209.137.202.0,209.137.202.255,isp,US,AS21586 
209.137.203.0,209.137.207.255,isp,US,AS27425 
209.137.208.0,209.137.208.255,isp,US,AS21586 
209.137.209.0,209.137.220.255,isp,US,AS27425 
209.137.221.0,209.137.221.255,business,US,AS397851 
209.137.222.0,209.137.223.255,isp,US,AS27425 
209.137.224.0,209.137.239.111,isp,US,AS21947 
209.137.239.112,209.137.239.119,business,US,AS21947 
209.137.239.120,209.137.245.7,isp,US,AS21947 
209.137.245.8,209.137.245.15,business,US,AS21947 
209.137.245.16,209.137.250.39,isp,US,AS21947 
209.137.250.40,209.137.250.47,business,US,AS21947 
209.137.250.48,209.137.253.255,isp,US,AS21947 
209.137.254.0,209.137.254.127,business,US,AS21947 
209.137.254.128,209.137.255.255,isp,US,AS21947 
