209.189.0.0,209.189.34.255,isp,US 
209.189.35.0,209.189.35.255,business,US 
209.189.36.0,209.189.127.255,isp,US 
209.189.128.0,209.189.191.255,education,US 
209.189.192.0,209.189.223.255,isp,US 
209.189.224.0,209.189.231.255,hosting,US 
209.189.232.0,209.189.232.31,isp,US 
209.189.232.32,209.189.232.47,business,US 
209.189.232.48,209.189.232.63,isp,US 
209.189.232.64,209.189.232.67,business,US 
209.189.232.68,209.189.232.95,isp,US 
209.189.232.96,209.189.232.127,business,US 
209.189.232.128,209.189.232.223,isp,US 
209.189.232.224,209.189.232.231,business,US 
209.189.232.232,209.189.233.31,isp,US 
209.189.233.32,209.189.233.47,business,US 
209.189.233.48,209.189.233.63,isp,US 
209.189.233.64,209.189.233.95,business,US 
209.189.233.96,209.189.233.127,isp,US 
209.189.233.128,209.189.233.191,business,US 
209.189.233.192,209.189.234.63,isp,US 
209.189.234.64,209.189.234.79,business,US 
209.189.234.80,209.189.234.247,isp,US 
209.189.234.248,209.189.235.255,business,US 
209.189.236.0,209.189.236.63,isp,US 
209.189.236.64,209.189.236.95,business,US 
209.189.236.96,209.189.236.111,isp,US 
209.189.236.112,209.189.236.127,business,US 
209.189.236.128,209.189.236.143,isp,US 
209.189.236.144,209.189.236.159,business,US 
209.189.236.160,209.189.236.183,isp,US 
209.189.236.184,209.189.236.231,business,US 
209.189.236.232,209.189.236.235,isp,US 
209.189.236.236,209.189.236.239,business,US 
209.189.236.240,209.189.237.255,isp,US 
209.189.238.0,209.189.239.255,business,US 
209.189.240.0,209.189.255.255,hosting,US 
