94.102.0.0,94.102.9.255,hosting,TR,AS51559 
94.102.10.0,94.102.10.255,business,TR, 
94.102.11.0,94.102.11.255,hosting,TR,AS51559 
94.102.12.0,94.102.12.255,hosting,TR,AS213274 
94.102.13.0,94.102.15.255,hosting,TR,AS51559 
94.102.16.0,94.102.31.255,isp,RU,AS42514 
94.102.32.0,94.102.47.255,isp,NO,AS29492 
94.102.48.0,94.102.63.255,hosting,NL,AS202425 
94.102.64.0,94.102.78.255,hosting,TR,AS8685 
94.102.79.0,94.102.79.15,business,TR,AS8685 
94.102.79.16,94.102.79.31,hosting,TR,AS8685 
94.102.79.32,94.102.79.39,isp,TR,AS8685 
94.102.79.40,94.102.79.255,hosting,TR,AS8685 
94.102.80.0,94.102.87.255,business,SY,AS29256 
94.102.88.0,94.102.89.255,business,RU, 
94.102.90.0,94.102.90.255,business,TR, 
94.102.91.0,94.102.91.255,hosting,TR,AS49126 
94.102.92.0,94.102.95.255,business,SY,AS29256 
94.102.96.0,94.102.98.255,isp,AT,AS43957 
94.102.99.0,94.102.99.255,business,AT,AS43957 
94.102.100.0,94.102.102.255,isp,AT,AS43957 
94.102.103.0,94.102.103.31,business,AT,AS43957 
94.102.103.32,94.102.103.255,isp,AT,AS43957 
94.102.104.0,94.102.104.31,business,AT,AS43957 
94.102.104.32,94.102.104.63,isp,AT,AS43957 
94.102.104.64,94.102.104.95,business,AT,AS43957 
94.102.104.96,94.102.104.255,isp,AT,AS43957 
94.102.105.0,94.102.107.255,business,AT,AS43957 
94.102.108.0,94.102.111.255,isp,AT,AS43957 
94.102.112.0,94.102.127.255,isp,RU,AS29124 
94.102.128.0,94.102.128.255,isp,IT,AS47217 
94.102.129.0,94.102.129.7,business,IT,AS47217 
94.102.129.8,94.102.129.11,isp,IT,AS47217 
94.102.129.12,94.102.129.19,business,IT,AS47217 
94.102.129.20,94.102.129.27,isp,IT,AS47217 
94.102.129.28,94.102.129.31,business,IT,AS47217 
94.102.129.32,94.102.129.39,isp,IT,AS47217 
94.102.129.40,94.102.129.47,business,IT,AS47217 
94.102.129.48,94.102.129.51,isp,IT,AS47217 
94.102.129.52,94.102.129.59,business,IT,AS47217 
94.102.129.60,94.102.129.79,isp,IT,AS47217 
94.102.129.80,94.102.129.87,business,IT,AS47217 
94.102.129.88,94.102.129.135,isp,IT,AS47217 
94.102.129.136,94.102.129.143,business,IT,AS47217 
94.102.129.144,94.102.129.163,isp,IT,AS47217 
94.102.129.164,94.102.129.167,business,IT,AS47217 
94.102.129.168,94.102.130.27,isp,IT,AS47217 
94.102.130.28,94.102.130.47,business,IT,AS47217 
94.102.130.48,94.102.130.55,isp,IT,AS47217 
94.102.130.56,94.102.130.67,business,IT,AS47217 
94.102.130.68,94.102.130.71,isp,IT,AS47217 
94.102.130.72,94.102.130.87,business,IT,AS47217 
94.102.130.88,94.102.130.99,isp,IT,AS47217 
94.102.130.100,94.102.130.103,business,IT,AS47217 
94.102.130.104,94.102.130.135,isp,IT,AS47217 
94.102.130.136,94.102.130.151,business,IT,AS47217 
94.102.130.152,94.102.130.155,isp,IT,AS47217 
94.102.130.156,94.102.130.159,business,IT,AS47217 
94.102.130.160,94.102.130.215,isp,IT,AS47217 
94.102.130.216,94.102.130.223,business,IT,AS47217 
94.102.130.224,94.102.130.227,isp,IT,AS47217 
94.102.130.228,94.102.130.231,business,IT,AS47217 
94.102.130.232,94.102.130.239,isp,IT,AS47217 
94.102.130.240,94.102.130.251,business,IT,AS47217 
94.102.130.252,94.102.130.255,isp,IT,AS47217 
94.102.131.0,94.102.131.7,business,IT,AS47217 
94.102.131.8,94.102.131.23,isp,IT,AS47217 
94.102.131.24,94.102.131.27,business,IT,AS47217 
94.102.131.28,94.102.131.35,isp,IT,AS47217 
94.102.131.36,94.102.131.39,business,IT,AS47217 
94.102.131.40,94.102.131.47,isp,IT,AS47217 
94.102.131.48,94.102.131.59,business,IT,AS47217 
94.102.131.60,94.102.131.95,isp,IT,AS47217 
94.102.131.96,94.102.131.103,business,IT,AS47217 
94.102.131.104,94.102.131.115,isp,IT,AS47217 
94.102.131.116,94.102.131.135,business,IT,AS47217 
94.102.131.136,94.102.131.143,isp,IT,AS47217 
94.102.131.144,94.102.131.159,business,IT,AS47217 
94.102.131.160,94.102.131.191,isp,IT,AS47217 
94.102.131.192,94.102.131.195,business,IT,AS47217 
94.102.131.196,94.102.131.199,isp,IT,AS47217 
94.102.131.200,94.102.131.207,business,IT,AS47217 
94.102.131.208,94.102.131.211,isp,IT,AS47217 
94.102.131.212,94.102.131.215,business,IT,AS47217 
94.102.131.216,94.102.132.3,isp,IT,AS47217 
94.102.132.4,94.102.132.7,business,IT,AS47217 
94.102.132.8,94.102.132.23,isp,IT,AS47217 
94.102.132.24,94.102.132.39,business,IT,AS47217 
94.102.132.40,94.102.132.55,isp,IT,AS47217 
94.102.132.56,94.102.132.59,business,IT,AS47217 
94.102.132.60,94.102.132.63,isp,IT,AS47217 
94.102.132.64,94.102.132.79,business,IT,AS47217 
94.102.132.80,94.102.132.91,isp,IT,AS47217 
94.102.132.92,94.102.132.115,business,IT,AS47217 
94.102.132.116,94.102.132.127,isp,IT,AS47217 
94.102.132.128,94.102.132.135,business,IT,AS47217 
94.102.132.136,94.102.132.159,isp,IT,AS47217 
94.102.132.160,94.102.132.163,business,IT,AS47217 
94.102.132.164,94.102.132.167,isp,IT,AS47217 
94.102.132.168,94.102.132.175,business,IT,AS47217 
94.102.132.176,94.102.132.243,isp,IT,AS47217 
94.102.132.244,94.102.132.255,business,IT,AS47217 
94.102.133.0,94.102.143.255,isp,IT,AS47217 
94.102.144.0,94.102.147.135,hosting,GB,AS34920 
