94.142.0.0,94.142.31.255,isp,RU,AS12389 
94.142.32.0,94.142.63.255,business,JO,AS48832 
94.142.64.0,94.142.65.47,isp,GB,AS48620 
94.142.65.48,94.142.65.55,business,GB,AS48620 
94.142.65.56,94.142.65.63,isp,GB,AS48620 
94.142.65.64,94.142.65.71,business,GB,AS48620 
94.142.65.72,94.142.65.119,isp,GB,AS48620 
94.142.65.120,94.142.65.127,business,GB,AS48620 
94.142.65.128,94.142.65.199,isp,GB,AS48620 
94.142.65.200,94.142.65.231,business,GB,AS48620 
94.142.65.232,94.142.65.247,isp,GB,AS48620 
94.142.65.248,94.142.65.255,business,GB,AS48620 
94.142.66.0,94.142.67.191,isp,GB,AS48620 
94.142.67.192,94.142.67.207,education,GB,AS48620 
94.142.67.208,94.142.69.247,isp,GB,AS48620 
94.142.69.248,94.142.69.255,business,GB,AS48620 
94.142.70.0,94.142.95.255,isp,GB,AS48620 
94.142.96.0,94.142.110.255,hosting,ES,AS12956 
94.142.111.0,94.142.111.63,business,NL,AS12956 
94.142.111.64,94.142.111.255,hosting,ES,AS12956 
94.142.112.0,94.142.112.255,isp,ES,AS12956 
94.142.113.0,94.142.113.159,hosting,ES,AS12956 
94.142.113.160,94.142.113.175,hosting,US,AS12956 
94.142.113.176,94.142.113.223,hosting,ES,AS12956 
94.142.113.224,94.142.113.239,hosting,US,AS12956 
94.142.113.240,94.142.113.255,hosting,GB,AS12956 
94.142.114.0,94.142.114.7,hosting,ES,AS12956 
94.142.114.8,94.142.114.15,business,GB,AS12956 
94.142.114.16,94.142.114.31,business,FR,AS12956 
94.142.114.32,94.142.114.63,business,NL,AS12956 
94.142.114.64,94.142.127.255,business,ES,AS12956 
94.142.128.0,94.142.128.255,business,RU,AS207822 
94.142.129.0,94.142.129.255,isp,ES, 
94.142.130.0,94.142.130.255,hosting,PL,AS204300 
94.142.131.0,94.142.131.255,business,TR,AS34984 
94.142.132.0,94.142.135.255,hosting,NL,AS50309 
94.142.136.0,94.142.137.255,hosting,NL,AS200740 
94.142.138.0,94.142.138.255,hosting,FI,AS210644 
94.142.139.0,94.142.142.255,hosting,RU,AS209641 
94.142.143.0,94.142.143.255,isp,RU,AS215115 
94.142.144.0,94.142.146.127,isp,IT,AS12481 
94.142.146.128,94.142.146.135,business,IT,AS12481 
94.142.146.136,94.142.146.167,isp,IT,AS12481 
94.142.146.168,94.142.146.175,business,IT,AS12481 
94.142.146.176,94.142.146.235,isp,IT,AS12481 
94.142.146.236,94.142.146.243,business,IT,AS12481 
94.142.146.244,94.142.147.107,isp,IT,AS12481 
94.142.147.108,94.142.147.115,business,IT,AS12481 
94.142.147.116,94.142.147.167,isp,IT,AS12481 
94.142.147.168,94.142.147.175,business,IT,AS12481 
94.142.147.176,94.142.148.23,isp,IT,AS12481 
94.142.148.24,94.142.148.31,business,IT,AS12481 
94.142.148.32,94.142.148.111,isp,IT,AS12481 
94.142.148.112,94.142.148.119,business,IT,AS12481 
94.142.148.120,94.142.149.23,isp,IT,AS12481 
94.142.149.24,94.142.149.31,business,IT,AS12481 
94.142.149.32,94.142.149.63,isp,IT,AS12481 
