94.248.0.0,94.248.31.255,isp,UA 
94.248.32.0,94.248.63.255,business,UA 
94.248.64.0,94.248.127.255,isp,ES 
94.248.128.0,94.248.169.255,isp,HU 
94.248.170.0,94.248.175.255,business,HU 
94.248.176.0,94.248.183.255,isp,HU 
94.248.184.0,94.248.191.255,isp,RS 
94.248.192.0,94.248.231.255,isp,HU 
94.248.232.0,94.248.239.255,isp,RS 
94.248.240.0,94.248.247.255,isp,HU 
94.248.248.0,94.248.255.255,business,HU 
