193.81.1.0,193.81.1.255,hosting,AT,AS51066 
193.81.2.0,193.81.7.255,isp,AT,AS8447 
193.81.8.0,193.81.8.255,business,AT,AS8447 
193.81.9.0,193.81.93.255,isp,AT,AS8447 
193.81.94.0,193.81.94.255,business,AT,AS8447 
193.81.95.0,193.81.232.255,isp,AT,AS8447 
193.81.233.0,193.81.233.255,business,AT,AS8447 
193.81.234.0,193.81.245.255,isp,AT,AS8447 
193.81.246.0,193.81.246.255,business,AT,AS8971 
193.81.247.0,193.81.255.255,isp,AT,AS8447 
